facility_ID,subtype_code,lat,lon,OGI_required_surveys,truck_required_surveys,aircraft_required_surveys,OGI_time,aircraft_time,truck_time,OGI_FU_time,total_emissions_kg,active_leaks,repaired_leaks,currently_flagged,flagged_by,date_flagged,lat_index,lon_index,truck_t_since_last_LDAR,truck_surveys_conducted,attempted_today_truck?,surveys_done_this_year_truck,truck_missed_leaks,OGI_FU_t_since_last_LDAR,attempted_today_OGI_FU?,OGI_FU_surveys_conducted,OGI_FU_missed_leaks,initial_leaks,cum_frac_sites,cum_frac_emissions
ABRAND01028,601,56.12,-113.37,1,4,2,120,5,30,120,4199.8194409248,0,12,False,truck,2015-10-01 17:52:00,8,13,80,21,False,2,0,263,False,7,1,0,0.14428857715430862,0.5521629635352858
ABRAND01086,601,51.03,-111.55,1,4,2,120,5,30,120,4225.4253323424,1,19,False,truck,2016-04-04 17:41:00,18,17,80,21,False,2,0,77,False,9,2,3,0.1462925851703407,0.5545095956384548
ABRAND00056,601,54.91,-119.68,1,4,2,120,5,30,120,4840.445826288001,0,8,False,truck,2016-01-04 17:39:00,10,1,80,21,False,2,0,168,False,8,0,0,0.14829659318637275,0.5568535451822507
ABRAND00269,601,54.25,-117.58,1,4,2,120,5,30,120,4200.2043746112,2,19,False,truck,2016-01-04 17:39:00,11,5,80,21,False,2,0,168,False,8,1,0,0.15030060120240482,0.5591958968804982
ABRAND00835,601,52.42,-114.4,1,4,2,120,5,30,120,7928.7577602912,0,15,False,truck,2016-01-06 17:18:00,15,11,79,21,False,2,0,166,False,9,0,0,0.1523046092184369,0.5615065517263549
ABRAND00743,311,52.69,-114.74,1,4,2,120,5,30,120,2766.1256669088,0,10,False,truck,2016-04-05 17:17:00,15,11,79,21,False,2,0,76,False,6,0,0,0.15430861723446893,0.5638066327135363
ABRAND00243,311,54.21,-118.16,1,4,2,120,5,30,120,2087.1583202592,0,16,False,truck,2016-04-05 17:17:00,12,4,79,21,False,2,0,76,False,8,0,2,0.156312625250501,0.5660635883436742
ABRAND00291,361,54.07,-117.25,1,4,2,120,5,30,120,6760.2474562752,0,17,False,truck,2015-10-04 17:19:00,12,5,79,21,False,2,0,260,False,7,0,1,0.15831663326653306,0.5683070301009893
ABRAND00702,361,52.92,-114.95,1,4,2,120,5,30,120,1468.130500656,2,8,False,truck,2015-04-07 17:27:00,14,10,79,21,False,2,0,440,False,4,0,1,0.16032064128256512,0.5705459901428783
ABRAND01017,601,53.7,-113.77,1,4,2,120,5,30,120,2321.2353530880005,0,13,False,truck,2015-04-07 17:27:00,13,12,79,21,False,2,0,440,False,7,0,0,0.1623246492985972,0.5727737665754782
ABRAND00760,601,51.97,-114.64,1,4,2,120,5,30,120,3548.2554349632005,2,10,False,truck,2016-04-05 17:17:00,16,11,79,21,False,2,0,76,False,8,0,0,0.16432865731462926,0.5749887049308221
ABRAND00827,601,52.68,-114.43,1,4,2,120,5,30,120,1643.9073851808002,1,7,False,truck,2014-07-04 18:31:00,15,11,79,21,False,2,0,717,False,4,0,0,0.16633266533066132,0.5771965324877588
ABRAND00294,361,54.04,-117.24,1,4,2,120,5,30,120,3056.6589789024,1,11,False,truck,2014-04-05 17:08:00,12,6,79,21,False,2,0,807,False,6,0,0,0.1683366733466934,0.5793732940649956
ABRAND00785,351,52.4,-114.55,1,4,2,120,5,30,120,15076.287884304002,1,10,False,truck,2014-01-06 17:00:00,15,11,79,21,False,2,0,896,False,7,0,0,0.17034068136272545,0.58155001070937
ABRAND00852,311,51.98,-114.36,1,4,2,120,5,30,120,2515.5073367136,0,10,False,truck,2016-01-06 17:41:00,16,11,79,21,False,2,0,166,False,6,0,1,0.17234468937875752,0.5837239513296185
ABRAND00798,311,52.61,-114.51,1,4,2,120,5,30,120,22461.816434572796,2,13,False,truck,2016-01-06 17:41:00,15,11,79,21,False,2,0,166,False,8,0,0,0.1743486973947896,0.5858972206390891
ABRAND01088,601,50.97,-111.51,1,4,2,120,5,30,120,3022.9628763456003,2,11,False,truck,2016-01-06 17:41:00,18,17,79,21,False,2,0,166,False,7,1,0,0.17635270541082165,0.5880686175517792
ABRAND00730,601,52.22,-114.8,1,4,2,120,5,30,120,3240.8027400672,2,14,False,truck,2015-04-05 17:12:00,16,10,79,21,False,2,0,442,False,7,0,0,0.17835671342685372,0.5902170905117304
ABRAND00321,362,53.25,-116.3,1,4,2,120,5,30,120,4091.9846779872,0,12,False,truck,2016-04-05 17:25:00,13,7,79,21,False,2,0,76,False,6,1,0,0.18036072144288579,0.5923631473684945
ABRAND00528,351,52.5,-115.62,1,4,2,120,5,30,120,2998.4447550528007,1,12,False,truck,2016-04-05 17:25:00,15,9,79,21,False,2,0,76,False,8,1,0,0.18236472945891782,0.5944841737838767
ABRAND01157,601,54.71,-110.48,1,4,2,120,5,30,120,3824.6394475008,2,9,False,truck,2015-04-05 17:12:00,11,19,79,21,False,2,0,442,False,6,0,0,0.1843687374749499,0.5965753766375883
ABRAND00356,601,53.25,-116.12,1,4,2,120,5,30,120,8562.4108844256,0,16,False,truck,2016-04-05 17:25:00,13,8,79,21,False,2,0,76,False,10,0,0,0.18637274549098196,0.5986633330187104
ABRAND00864,351,53.07,-114.33,1,4,2,120,5,30,120,4424.038013952,0,12,False,truck,2016-04-05 17:25:00,14,11,79,21,False,2,0,76,False,6,0,1,0.18837675350701402,0.6007366009390108
ABRAND00773,311,51.94,-114.6,1,4,2,120,5,30,120,1566.7288945056,2,9,False,truck,2015-04-04 17:36:00,16,11,79,21,False,2,0,443,False,5,0,0,0.1903807615230461,0.6028047769436583
ABRAND00843,502,52.37,-114.38,1,4,2,120,5,30,120,3202.6508232768,0,17,False,truck,2016-04-06 17:11:00,15,11,78,21,False,2,0,75,False,9,0,0,0.19238476953907815,0.6048667282490445
ABRAND00118,311,55.33,-119.33,1,4,2,120,5,30,120,5674.4764406784,1,16,False,truck,2015-07-07 23:51:00,9,1,78,21,False,2,0,349,False,10,0,3,0.19438877755511022,0.6069122202482456
ABRAND00631,621,53.18,-115.21,1,4,2,120,5,30,120,1364.0264021952003,2,7,False,truck,2016-01-07 17:18:00,14,10,78,21,False,2,0,165,False,4,0,0,0.1963927855711423,0.6089493635234132
ABRAND00943,361,52.68,-114.17,1,4,2,120,5,30,120,2846.5639812864,1,14,False,truck,2015-07-07 23:51:00,15,12,78,21,False,2,0,349,False,6,1,0,0.19839679358717435,0.6109497566745099
ABRAND00260,322,54.14,-117.67,1,4,2,120,5,30,120,3475.3488732288,2,14,False,truck,2015-10-05 17:09:00,12,5,78,21,False,2,0,259,False,7,0,0,0.20040080160320642,0.612937745809921
ABRAND00043,501,55.23,-119.77,1,4,2,120,5,30,120,2553.9101464896003,1,13,False,truck,2015-07-07 23:51:00,10,0,78,21,False,2,0,349,False,9,0,0,0.20240480961923848,0.6149180988655041
ABRAND00107,601,54.9,-119.4,1,4,2,120,5,30,120,1899.3269169791997,0,10,False,truck,2015-04-08 17:37:00,10,1,78,21,False,2,0,439,False,4,0,0,0.20440881763527055,0.6168884496261444
ABRAND00514,601,54.13,-115.65,1,4,2,120,5,30,120,6009.906370636801,2,13,False,truck,2016-04-06 17:11:00,12,9,78,21,False,2,0,75,False,6,0,1,0.20641282565130262,0.6188525527699091
ABRAND01026,601,50.76,-113.43,1,4,2,120,5,30,120,2362.1504517792,2,12,False,truck,2015-10-05 17:09:00,18,13,78,21,False,2,0,259,False,6,0,0,0.20841683366733466,0.6207956236844799
ABRAND00737,601,52.6,-114.76,1,4,2,120,5,30,120,3311.8843068288,0,12,False,truck,2016-04-06 17:11:00,15,10,78,21,False,2,0,75,False,6,0,0,0.21042084168336672,0.6227015872485565
ABRAND00382,351,52.99,-116.03,1,4,2,120,5,30,120,3924.8840256480007,0,11,False,truck,2016-01-07 17:44:00,14,8,78,21,False,2,0,165,False,6,0,0,0.2124248496993988,0.6245822462620413
ABRAND00646,311,52.82,-115.16,1,4,2,120,5,30,120,45191.58985431359,1,10,False,truck,2016-01-07 17:44:00,14,10,78,21,False,2,11,165,False,4,3,0,0.21442885771543085,0.6264584972617597
ABRAND01105,601,50.74,-111.21,1,4,2,120,5,30,120,3081.5414172864007,0,14,False,truck,2015-10-06 17:26:00,19,18,78,21,False,2,0,258,False,7,1,2,0.21643286573146292,0.6283347455575643
ABRAND00474,311,53.07,-115.8,1,4,2,120,5,30,120,2917.6851037824,0,17,False,truck,2015-10-06 17:26:00,14,8,78,21,False,2,0,258,False,8,0,1,0.218436873747495,0.6302053007226334
ABRAND00667,311,52.85,-115.1,1,4,2,120,5,30,120,8579.5502206464,1,11,False,truck,2016-04-06 17:59:00,14,10,78,21,False,2,0,75,False,7,1,0,0.22044088176352705,0.6320516009934292
ABRAND00977,362,52.98,-114.05,1,4,2,120,5,30,120,3178.7547446592002,1,12,False,truck,2015-01-09 17:27:00,14,12,78,21,False,2,0,528,False,5,0,0,0.22244488977955912,0.6338769346396792
ABRAND00111,601,55.55,-119.38,1,4,2,120,5,30,120,3091.1954018976,0,17,False,truck,2016-04-06 17:59:00,9,1,78,21,False,2,0,75,False,9,0,0,0.22444889779559118,0.635700049004142
ABRAND00163,351,54.45,-119.02,1,4,2,120,5,30,120,5422.902677856,2,20,False,truck,2016-01-06 17:18:00,11,2,78,21,False,2,0,166,False,9,0,0,0.22645290581162325,0.637517776682281
ABRAND00728,351,53.31,-114.81,1,4,2,120,5,30,120,3337.5126114432005,2,11,False,truck,2015-10-04 17:19:00,13,10,78,21,False,2,0,260,False,8,2,0,0.22845691382765532,0.6393346047833879
ABRAND01116,601,50.04,-110.95,1,4,2,120,5,30,120,3220.242049728001,0,12,False,truck,2016-04-06 17:59:00,20,18,78,21,False,2,0,75,False,7,0,0,0.23046092184368738,0.6411272728021641
ABRAND00811,311,52,-114.47,1,4,2,120,5,30,120,4020.6710906784006,1,16,False,truck,2016-04-06 17:59:00,16,11,78,21,False,2,2,75,False,9,7,0,0.23246492985971945,0.6429016095647411
ABRAND01111,601,50.19,-110.98,1,4,2,120,5,30,120,8836.5919141728,1,12,False,truck,2016-01-08 17:13:00,20,18,77,21,False,2,0,164,False,8,0,0,0.23446893787575152,0.6446754862047277
ABRAND00319,311,53.3,-116.3,1,4,2,120,5,30,120,2304.7799585760004,1,9,False,truck,2014-04-10 17:54:00,13,7,77,21,False,2,0,802,False,4,1,0,0.23647294589178355,0.6464432037473903
ABRAND00767,311,52.53,-114.63,1,4,2,120,5,30,120,12819.812173344,0,16,False,truck,2016-04-07 17:00:00,15,11,77,21,False,2,0,74,False,9,0,0,0.23847695390781562,0.648208843997092
ABRAND00481,601,52.74,-115.77,1,4,2,120,5,30,120,690.8758510463999,2,4,False,truck,2015-07-08 23:42:00,15,8,77,21,False,2,0,348,False,3,0,0,0.24048096192384769,0.6499718893044475
ABRAND00305,601,53.25,-116.61,1,4,2,120,5,30,120,2603.5375349376004,0,11,False,truck,2015-10-06 17:49:00,13,7,77,21,False,2,0,258,False,6,0,0,0.24248496993987975,0.6517236642852778
ABRAND01130,601,55.06,-110.75,1,4,2,120,5,30,120,3877.8892242912,0,15,False,truck,2016-04-07 17:00:00,10,18,77,21,False,2,0,74,False,10,0,1,0.24448897795591182,0.6534703150008846
ABRAND01146,506,54.99,-110.59,1,4,2,120,5,30,120,6143.4947775456,0,14,False,truck,2016-01-08 17:13:00,10,19,77,21,False,2,0,164,False,7,0,0,0.24649298597194388,0.6551974414650429
ABRAND00400,362,52.77,-115.98,1,4,2,120,5,30,120,6301.8212967360005,0,17,False,truck,2016-04-07 17:00:00,14,8,77,21,False,2,0,74,False,10,0,0,0.24849699398797595,0.6569079571999062
ABRAND00036,601,54.89,-119.82,1,4,2,120,5,30,120,82476.9622225152,1,8,False,truck,2015-07-07 18:03:00,10,0,77,21,False,2,0,349,False,5,0,0,0.250501002004008,0.6586159404612345
ABRAND01113,601,50.22,-110.96,1,4,2,120,5,30,120,4188.3903605376,1,12,False,truck,2015-10-06 17:49:00,20,18,77,21,False,2,0,258,False,7,0,0,0.25250501002004005,0.6603118755788812
ABRAND00560,351,53.21,-115.51,1,4,2,120,5,30,120,2388.7993969152,0,11,False,truck,2016-04-07 17:00:00,14,9,77,21,False,2,0,74,False,7,0,0,0.2545090180360721,0.6619969187105276
