facility_ID,subtype_code,lat,lon,OGI_required_surveys,truck_required_surveys,aircraft_required_surveys,OGI_time,aircraft_time,truck_time,OGI_FU_time,total_emissions_kg,active_leaks,repaired_leaks,currently_flagged,flagged_by,date_flagged,lat_index,lon_index,truck_t_since_last_LDAR,truck_surveys_conducted,attempted_today_truck?,surveys_done_this_year_truck,truck_missed_leaks,OGI_FU_t_since_last_LDAR,attempted_today_OGI_FU?,OGI_FU_surveys_conducted,OGI_FU_missed_leaks,initial_leaks,cum_frac_sites,cum_frac_emissions
ABRAND00163,351,54.45,-119.02,1,4,2,120,5,30,120,5404.914456192,0,15,False,truck,2016-03-05 23:29:00,11,2,20,22,False,2,0,107,False,8,0,0,0.8016032064128257,0.9585405973103652
ABRAND01084,601,51.02,-111.72,1,4,2,120,5,30,120,3930.2248349088,0,16,False,truck,2016-03-05 23:29:00,18,17,20,22,False,2,0,107,False,8,0,1,0.8036072144288577,0.9591078714689741
ABRAND01076,601,52.95,-112.2,1,4,2,120,5,30,120,1533.6702884736,0,7,False,truck,2015-09-07 23:51:00,14,16,20,22,False,2,0,287,False,5,0,0,0.8056112224448898,0.9596741484407328
ABRAND00830,601,52.55,-114.42,1,4,2,120,5,30,120,8376.669025056,3,14,False,truck,2016-06-03 17:16:00,15,11,20,22,False,2,0,17,False,8,3,0,0.8076152304609219,0.9602375777056693
ABRAND01093,601,55.92,-111.38,1,4,2,120,5,30,120,3173.9775876576,1,9,False,truck,2014-12-12 23:41:00,8,17,19,22,False,2,0,556,False,7,0,0,0.8096192384769539,0.9607989826732699
ABRAND00906,601,52.85,-114.24,1,4,2,120,5,30,120,5880.137978592001,0,21,False,truck,2016-03-06 18:30:00,14,12,19,22,False,2,0,106,False,11,0,0,0.811623246492986,0.9613552011205312
ABRAND00155,601,54.8,-119.1,1,4,2,120,5,30,120,90551.1309528096,1,10,False,truck,2015-09-08 17:35:00,10,2,19,22,False,2,0,286,False,5,0,0,0.8136272545090181,0.9619093381097658
ABRAND00503,311,53.97,-115.71,1,4,2,120,5,30,120,2599.9048278432006,2,15,False,truck,2016-06-04 17:17:00,12,9,19,22,False,2,0,16,False,9,0,0,0.8156312625250501,0.9624618387892252
ABRAND01167,506,55.26,-110.32,1,4,2,120,5,30,120,4296.0721924512,2,12,False,truck,2016-06-04 17:17:00,9,19,19,22,False,2,0,16,False,7,1,2,0.8176352705410822,0.963011494481633
ABRAND00788,601,52.56,-114.54,1,4,2,120,5,30,120,2312.0315885088,0,14,False,truck,2016-03-06 18:30:00,15,11,19,22,False,2,0,106,False,6,0,0,0.8196392785571143,0.963557404420656
ABRAND00096,601,55.35,-119.5,1,4,2,120,5,30,120,1471.9573812096,0,6,False,truck,2015-09-08 17:35:00,9,1,19,22,False,2,0,286,False,5,0,0,0.8216432865731463,0.9641017919491515
ABRAND00346,362,53.11,-116.19,1,4,2,120,5,30,120,2282.2809433344,0,9,False,truck,2015-09-08 17:35:00,14,8,19,22,False,2,0,286,False,6,0,0,0.8236472945891784,0.964641435379729
ABRAND00706,311,52.3,-114.95,1,4,2,120,5,30,120,21496.292150601606,0,15,False,truck,2015-06-10 17:39:00,15,10,19,22,False,2,0,376,False,10,0,1,0.8256513026052105,0.9651787112251289
ABRAND00564,311,53.03,-115.49,1,4,2,120,5,30,120,2955.6961370783997,4,13,False,truck,2016-06-04 17:58:00,14,9,19,22,False,2,0,16,False,7,2,0,0.8276553106212425,0.9657148339889233
ABRAND00493,601,52.48,-115.74,1,4,2,120,5,30,120,12311.0008014528,2,12,False,truck,2015-09-08 23:51:00,15,9,19,22,False,2,0,286,False,7,0,0,0.8296593186372746,0.9662497185377981
ABRAND00058,601,55.27,-119.67,1,4,2,120,5,30,120,4125.0759202368,0,17,False,truck,2016-03-06 17:03:00,9,1,19,22,False,2,0,106,False,9,0,0,0.8316633266533067,0.9667842430878616
ABRAND00933,361,52.96,-114.18,1,4,2,120,5,30,120,4149.683420256,1,16,False,truck,2016-03-06 17:03:00,14,12,19,22,False,2,0,106,False,9,1,0,0.8336673346693386,0.9673156143636734
ABRAND00119,601,55.6,-119.32,1,4,2,120,5,30,120,2147.2937280288,2,8,False,truck,2016-06-04 17:58:00,9,1,19,22,False,2,0,16,False,5,0,1,0.8356713426853707,0.9678469148870554
ABRAND01026,601,50.76,-113.43,1,4,2,120,5,30,120,2621.8780064640005,0,14,False,truck,2016-03-06 17:03:00,18,13,19,22,False,2,0,106,False,9,0,0,0.8376753507014028,0.9683699817407573
ABRAND00101,601,54.88,-119.44,1,4,2,120,5,30,120,5209.571892585601,0,14,False,truck,2016-03-06 17:03:00,10,1,19,22,False,2,0,106,False,7,0,0,0.8396793587174348,0.9688895796432352
ABRAND00357,351,53.23,-116.12,1,4,2,120,5,30,120,5445.071733312,1,15,False,truck,2015-12-07 17:05:00,14,8,18,22,False,2,0,196,False,8,0,1,0.8416833667334669,0.969407164515837
ABRAND01058,601,56.27,-112.85,1,4,2,120,5,30,120,6180.9834335040005,1,12,False,truck,2015-06-10 17:39:00,7,14,18,22,False,2,3,376,False,8,0,0,0.843687374749499,0.9699235006758733
ABRAND00111,601,55.55,-119.38,1,4,2,120,5,30,120,8122.2186848256015,1,11,False,truck,2015-12-08 23:32:00,9,1,18,22,False,2,0,195,False,6,0,0,0.845691382765531,0.9704394021957611
ABRAND00671,311,52.95,-115.09,1,4,2,120,5,30,120,8168.117138870401,0,18,False,truck,2016-03-07 17:29:00,14,10,18,22,False,2,0,105,False,7,0,1,0.8476953907815631,0.9709478098707215
ABRAND00736,351,53.13,-114.76,1,4,2,120,5,30,120,4264.1666352864,3,15,False,truck,2016-06-05 23:29:00,14,10,18,22,False,2,0,15,False,7,0,0,0.8496993987975952,0.9714540416286669
ABRAND01150,601,50.58,-110.53,1,4,2,120,5,30,120,6474.517093843201,5,16,False,truck,2016-06-05 23:29:00,19,19,18,22,False,2,0,15,False,9,0,0,0.8517034068136272,0.9719566298699533
ABRAND00297,601,53.99,-117.09,1,4,2,120,5,30,120,4843.2846246912,0,12,False,truck,2016-03-07 17:29:00,12,6,18,22,False,2,0,105,False,7,0,0,0.8537074148296593,0.972458189830581
ABRAND00303,601,54.11,-116.81,1,4,2,120,5,30,120,2237.6180161152006,0,12,False,truck,2015-12-08 23:32:00,12,6,18,22,False,2,0,195,False,8,1,0,0.8557114228456913,0.9729545496683798
ABRAND00910,601,52.85,-114.24,1,4,2,120,5,30,120,7282.647945532801,0,17,False,truck,2016-03-07 17:29:00,14,12,18,22,False,2,0,105,False,8,0,0,0.8577154308617234,0.9734489715022052
ABRAND00296,322,53.99,-117.1,1,4,2,120,5,30,120,3126.2301343872,0,11,False,truck,2015-09-09 17:23:00,12,6,18,22,False,2,0,285,False,7,0,0,0.8597194388777555,0.9739433105320773
ABRAND00806,311,52.36,-114.49,1,4,2,120,5,30,120,1568.9198323584,2,5,False,truck,2016-03-07 17:29:00,15,11,18,22,False,2,0,105,False,3,0,0,0.8617234468937875,0.9744297727814861
ABRAND00798,311,52.61,-114.51,1,4,2,120,5,30,120,1717.3260194112006,1,7,False,truck,2016-03-07 17:30:00,15,11,18,22,False,2,1,105,False,5,0,0,0.8637274549098196,0.9749155698527182
ABRAND00636,351,52.53,-115.2,1,4,2,120,5,30,120,4610.898523152001,1,11,False,truck,2015-09-09 23:00:00,15,10,18,22,False,2,0,285,False,7,0,0,0.8657314629258517,0.9753979764994145
ABRAND00112,601,55.11,-119.38,1,4,2,120,5,30,120,20460.999092659204,0,12,False,truck,2015-12-08 17:20:00,10,1,18,22,False,2,0,195,False,6,0,0,0.8677354709418837,0.9758782188891544
ABRAND00463,601,53.61,-115.83,1,4,2,120,5,30,120,3552.6854673504004,1,9,False,truck,2016-06-05 17:07:00,13,8,18,22,False,2,0,15,False,7,0,0,0.8697394789579158,0.9763501864116682
ABRAND00010,601,55.12,-119.92,1,4,2,120,5,30,120,6037.426584432,0,16,False,truck,2015-09-09 23:00:00,10,0,18,22,False,2,0,285,False,7,0,0,0.8717434869739479,0.97682203459422
ABRAND00746,621,52.76,-114.7,1,4,2,120,5,30,120,5045.933843625599,0,17,False,truck,2016-03-07 17:30:00,14,11,18,22,False,2,0,105,False,9,0,0,0.87374749498998,0.9772915684418755
ABRAND00062,601,55.13,-119.64,1,4,2,120,5,30,120,8452.630894780801,3,16,False,truck,2016-06-05 17:07:00,10,1,18,22,False,2,0,15,False,7,1,0,0.875751503006012,0.9777592404943585
ABRAND00993,621,52.59,-113.99,1,4,2,120,5,30,120,1968.4770316128004,2,9,False,truck,2016-06-05 17:07:00,15,12,18,22,False,2,0,15,False,5,0,0,0.8777555110220441,0.9782251269486248
ABRAND00729,351,52.94,-114.81,1,4,2,120,5,30,120,2247.235885872001,1,9,False,truck,2015-09-10 17:15:00,14,10,17,22,False,2,0,284,False,5,0,1,0.8797595190380761,0.9786886913028258
ABRAND00150,351,54.71,-119.13,1,4,2,120,5,30,120,12001.718032128001,3,11,False,truck,2016-06-06 23:44:00,11,2,17,22,False,2,11,14,False,8,8,3,0.8817635270541082,0.9791509120891406
ABRAND00925,351,52.7,-114.21,1,4,2,120,5,30,120,46467.5104415232,1,5,False,truck,2015-03-14 17:16:00,15,12,17,22,False,2,0,464,False,4,0,0,0.8837675350701403,0.9796105740063679
ABRAND01162,601,50.7,-110.44,1,4,2,120,5,30,120,2859.36777432,2,11,False,truck,2015-09-10 17:15:00,19,19,17,22,False,2,0,284,False,8,0,0,0.8857715430861723,0.9800677971993117
ABRAND00751,621,52.28,-114.68,1,4,2,120,5,30,120,2075.4079138656,3,10,False,truck,2016-06-06 23:44:00,15,11,17,22,False,2,0,14,False,8,0,0,0.8877755511022044,0.9805223064267264
ABRAND00035,601,55.35,-119.82,1,4,2,120,5,30,120,17664.837525619198,0,11,False,truck,2015-12-09 23:39:00,9,0,17,22,False,2,0,194,False,5,0,0,0.8897795591182365,0.9809676485633251
ABRAND00955,503,52.89,-114.13,1,4,2,120,5,30,120,8068.314140755202,1,13,False,truck,2016-06-06 17:20:00,14,12,17,22,False,2,0,14,False,6,0,1,0.8917835671342685,0.9814117863106439
ABRAND00957,621,52.9,-114.12,1,4,2,120,5,30,120,23862.6544248288,2,13,False,truck,2016-06-06 17:20:00,14,12,17,22,False,2,0,14,False,9,0,0,0.8937875751503006,0.9818542488621956
ABRAND00871,351,52.32,-114.32,1,4,2,120,5,30,120,8195.9191051392,2,17,False,truck,2016-06-06 17:20:00,15,11,17,22,False,2,0,14,False,9,0,0,0.8957915831663327,0.9822964937072999
ABRAND00516,401,53.65,-115.64,1,4,2,120,5,30,120,2762.8331959296006,0,8,False,truck,2016-03-08 17:03:00,13,9,17,22,False,2,0,104,False,4,0,1,0.8977955911823647,0.9827366528265924
ABRAND00848,311,52.18,-114.36,1,4,2,120,5,30,120,2490.4393180416,2,10,False,truck,2016-03-08 17:03:00,16,11,17,22,False,2,0,104,False,5,0,0,0.8997995991983968,0.9831732908937941
ABRAND00265,361,54.2,-117.62,1,4,2,120,5,30,120,6372.2946095711995,1,15,False,truck,2014-12-14 17:57:00,12,5,17,22,False,2,0,554,False,8,0,1,0.9018036072144289,0.9836062516295846
ABRAND00951,362,52.7,-114.14,1,4,2,120,5,30,120,28522.7781990336,0,13,False,truck,2015-12-09 17:53:00,15,12,17,22,False,2,0,194,False,5,0,0,0.9038076152304609,0.9840344076129396
ABRAND00668,361,52.95,-115.1,1,4,2,120,5,30,120,14368.891341168004,2,27,False,truck,2016-06-06 17:20:00,14,10,17,22,False,2,0,14,False,14,1,0,0.905811623246493,0.9844623925442723
ABRAND00478,601,53,-115.79,1,4,2,120,5,30,120,7916.665341484799,3,13,False,truck,2015-06-12 18:52:00,14,8,17,22,False,2,3,374,False,6,2,0,0.9078156312625251,0.9848901173863093
ABRAND00074,601,55.13,-119.57,1,4,2,120,5,30,120,3436.9495051104,0,14,False,truck,2016-03-08 23:16:00,10,1,17,22,False,2,0,104,False,7,0,0,0.9098196392785571,0.9853174880623794
ABRAND00675,351,52.96,-115.08,1,4,2,120,5,30,120,4427.7170781024,2,13,False,truck,2016-06-07 23:19:00,14,10,16,22,False,2,0,13,False,9,1,0,0.9118236472945892,0.9857438705006442
ABRAND00676,361,52.93,-115.07,1,4,2,120,5,30,120,6150.225774815999,2,17,False,truck,2016-06-07 23:19:00,14,10,16,22,False,2,0,13,False,9,0,0,0.9138276553106213,0.986169074591061
ABRAND00189,351,54.46,-118.82,1,4,2,120,5,30,120,27950.2794916992,1,19,False,truck,2016-03-09 17:05:00,11,2,16,22,False,2,0,103,False,11,0,0,0.9158316633266533,0.9865903645869867
ABRAND00896,311,51.99,-114.27,1,4,2,120,5,30,120,2856.5272460160004,0,16,False,truck,2016-03-09 17:05:00,16,11,16,22,False,2,0,103,False,7,0,0,0.9178356713426854,0.9870083745691927
ABRAND00841,361,52.35,-114.38,1,4,2,120,5,30,120,3294.8825301216007,1,11,False,truck,2016-03-09 17:05:00,15,11,16,22,False,2,0,103,False,6,0,0,0.9198396793587175,0.9874197067255018
ABRAND00700,361,52.87,-114.98,1,4,2,120,5,30,120,5275.9055764800005,0,13,False,truck,2015-06-13 17:14:00,14,10,16,22,False,2,0,373,False,8,1,0,0.9218436873747495,0.9878239194129244
ABRAND01011,601,55.66,-113.86,1,4,2,120,5,30,120,1046.4076664352,3,7,False,truck,2016-06-07 17:14:00,9,12,16,22,False,2,0,13,False,5,0,0,0.9238476953907816,0.9882206646973082
ABRAND00431,311,52.99,-115.9,1,4,2,120,5,30,120,3805.0118817408,4,14,False,truck,2016-06-07 17:14:00,14,8,16,22,False,2,0,13,False,7,0,0,0.9258517034068137,0.9886145494452441
ABRAND00550,322,54.11,-115.54,1,4,2,120,5,30,120,5908.3369202016,0,15,False,truck,2016-03-09 17:05:00,12,9,16,22,False,2,0,103,False,9,1,0,0.9278557114228457,0.989007389974083
ABRAND00375,401,53.31,-116.05,1,4,2,120,5,30,120,3202.8999880895994,1,15,False,truck,2015-12-10 17:52:00,13,8,16,22,False,2,0,193,False,7,0,0,0.9298597194388778,0.9893961329096864
ABRAND00157,351,54.56,-119.09,1,4,2,120,5,30,120,3759.0086004768,2,13,False,truck,2016-06-07 17:14:00,11,2,16,22,False,2,0,13,False,9,0,0,0.9318637274549099,0.9897846554204592
ABRAND00519,361,52.59,-115.64,1,4,2,120,5,30,120,5341.787315107202,0,17,False,truck,2015-12-10 17:52:00,15,9,16,22,False,2,0,193,False,7,0,0,0.9338677354709419,0.990172740172713
ABRAND00269,601,54.25,-117.58,1,4,2,120,5,30,120,3257.7152245344005,0,8,False,truck,2015-12-10 17:52:00,11,5,16,22,False,2,0,193,False,5,0,0,0.935871743486974,0.9905605100294395
ABRAND01054,601,51.68,-112.88,1,4,2,120,5,30,120,2020.9930291008,0,8,False,truck,2015-12-10 17:52:00,17,14,16,22,False,2,0,193,False,3,0,0,0.9378757515030061,0.9909398063527836
ABRAND00988,621,52.69,-114.02,1,4,2,120,5,30,120,7753.6081181664,1,15,False,truck,2015-12-10 17:52:00,15,12,16,22,False,2,0,193,False,9,1,1,0.9398797595190381,0.9913136790165291
ABRAND00797,351,52.21,-114.51,1,4,2,120,5,30,120,3134.0024571168005,2,15,False,truck,2016-06-08 23:13:00,16,11,15,22,False,2,0,12,False,9,1,0,0.9418837675350702,0.9916790303207105
ABRAND00140,601,55.3,-119.19,1,4,2,120,5,30,120,3279.0852622944,0,14,False,truck,2015-12-11 23:26:00,9,2,15,22,False,2,0,192,False,8,2,0,0.9438877755511023,0.9920434171031256
ABRAND00976,311,56.07,-114.05,1,4,2,120,5,30,120,14649.1108371072,1,16,False,truck,2016-03-10 17:36:00,8,12,15,22,False,2,1,102,False,8,0,1,0.9458917835671342,0.9923983646585572
ABRAND00803,322,52.34,-114.49,1,4,2,120,5,30,120,2845.8834782976005,0,14,False,truck,2015-12-11 23:26:00,15,11,15,22,False,2,0,192,False,8,0,0,0.9478957915831663,0.9927462596143903
ABRAND00715,351,52.8,-114.88,1,4,2,120,5,30,120,6354.052085318401,0,13,False,truck,2015-06-14 23:43:00,14,10,15,22,False,2,0,372,False,8,0,0,0.9498997995991983,0.9930932324223722
ABRAND00656,601,53.43,-115.14,1,4,2,120,5,30,120,3582.8863506144003,1,14,False,truck,2015-09-12 17:09:00,13,10,15,22,False,2,0,282,False,6,0,0,0.9519038076152304,0.9934395972033881
ABRAND00903,361,52.51,-114.25,1,4,2,120,5,30,120,3156.877800864,0,14,False,truck,2016-03-10 17:36:00,15,11,15,22,False,2,0,102,False,8,0,0,0.9539078156312625,0.9937854554192093
ABRAND00513,311,53.44,-115.67,1,4,2,120,5,30,120,1892.5117340544,0,11,False,truck,2015-03-16 17:37:00,13,9,15,22,False,2,0,462,False,7,0,1,0.9559118236472945,0.9941184664905108
ABRAND00284,601,54.16,-117.41,1,4,2,120,5,30,120,2348.7383423520005,1,10,False,truck,2015-12-11 17:59:00,12,5,15,22,False,2,0,192,False,4,0,0,0.9579158316633266,0.9944475444177453
ABRAND00717,361,52.85,-114.87,1,4,2,120,5,30,120,1290.6421145568002,0,13,False,truck,2015-09-12 17:09:00,14,10,15,22,False,2,0,282,False,6,1,0,0.9599198396793587,0.9947725492544272
ABRAND00473,311,53.2,-115.8,1,4,2,120,5,30,120,5766.0516830016,1,9,False,truck,2015-12-11 17:59:00,14,8,15,22,False,2,0,192,False,7,0,0,0.9619238476953907,0.9950915406660296
ABRAND00390,361,53.88,-116.01,1,4,2,120,5,30,120,6743.8865793888,0,15,False,truck,2015-06-14 18:24:00,12,8,15,22,False,2,0,372,False,9,0,0,0.9639278557114228,0.995407858927038
ABRAND00099,601,54.69,-119.47,1,4,2,120,5,30,120,2481.4916293248007,2,12,False,truck,2016-06-08 17:11:00,11,1,15,22,False,2,0,12,False,8,1,0,0.9659318637274549,0.9957238576209156
ABRAND00323,601,53.31,-116.29,1,4,2,120,5,30,120,1152.2112696576,7,5,False,truck,2016-06-08 17:11:00,13,7,15,22,False,2,0,12,False,5,0,0,0.9679358717434869,0.9960390881150247
ABRAND00078,601,54.98,-119.56,1,4,2,120,5,30,120,76869.30574583999,0,10,False,truck,2016-03-10 23:40:00,10,1,15,22,False,2,0,102,False,6,0,0,0.969939879759519,0.9963476112386546
ABRAND00187,621,54.65,-118.85,1,4,2,120,5,30,120,3254.410747324801,0,14,False,truck,2015-12-12 23:40:00,11,2,14,22,False,2,0,191,False,7,0,0,0.9719438877755511,0.9966423063646881
ABRAND00759,311,52.56,-114.65,1,4,2,120,5,30,120,2458.5664548960003,1,12,False,truck,2016-06-09 23:42:00,15,11,14,22,False,2,0,11,False,7,0,0,0.9739478957915831,0.9969342972325774
ABRAND00158,351,54.38,-119.07,1,4,2,120,5,30,120,41583.1079411424,2,9,False,truck,2016-06-09 23:42:00,11,2,14,22,False,2,0,11,False,7,0,0,0.9759519038076152,0.997218996804935
ABRAND00980,351,52.66,-114.04,1,4,2,120,5,30,120,3920.6945465856006,4,9,False,truck,2015-06-15 23:03:00,15,12,14,22,False,2,0,371,False,6,0,2,0.9779559118236473,0.9974965088828621
ABRAND00482,351,53.76,-115.77,1,4,2,120,5,30,120,4051.8050577408,1,7,False,truck,2015-12-12 19:00:00,12,8,14,22,False,2,0,191,False,5,0,0,0.9799599198396793,0.9977585881414676
ABRAND00936,601,52.42,-114.18,1,4,2,120,5,30,120,2429.5581237024003,0,6,False,truck,2015-09-13 19:03:00,15,12,14,22,False,2,0,281,False,5,1,0,0.9819639278557114,0.9980200251535976
ABRAND00722,311,52.91,-114.83,1,4,2,120,5,30,120,2067.1785083520003,0,8,False,truck,2015-12-12 19:00:00,14,10,14,22,False,2,0,191,False,6,0,0,0.9839679358717435,0.998280697856607
ABRAND00999,601,55.62,-113.94,1,4,2,120,5,30,120,1741.0278877632,1,17,False,truck,2015-09-13 19:03:00,9,12,14,22,False,2,6,281,False,8,4,0,0.9859719438877755,0.9985237283797025
ABRAND00921,362,52.82,-114.22,1,4,2,120,5,30,120,3279.7451308896007,2,13,False,truck,2015-06-15 17:37:00,14,12,14,22,False,2,0,371,False,10,1,0,0.9879759519038076,0.9987613643933457
ABRAND00243,311,54.21,-118.16,1,4,2,120,5,30,120,84689.0860312224,0,22,False,truck,2016-03-11 23:28:00,12,4,14,22,False,2,0,101,False,13,1,0,0.9899799599198397,0.9989981004174089
ABRAND00102,601,57.45,-119.44,1,4,2,120,5,30,120,4445.590143427201,1,10,False,truck,2016-06-09 17:10:00,5,1,14,22,False,2,0,11,False,8,0,0,0.9919839679358717,0.9992310642512803
ABRAND00927,601,52.42,-114.19,1,4,2,120,5,30,120,6748.672317033601,0,14,False,truck,2015-09-13 23:46:00,15,12,14,22,False,2,0,281,False,10,0,0,0.9939879759519038,0.999458419748445
ABRAND00996,361,52.74,-113.98,1,4,2,120,5,30,120,1530.9827208288002,0,10,False,truck,2016-03-11 23:28:00,15,12,14,22,False,2,0,101,False,6,1,1,0.9959919839679359,0.9996718947620538
ABRAND00358,601,53.02,-116.12,1,4,2,120,5,30,120,3453.5870509535994,0,10,False,truck,2015-12-13 23:21:00,14,8,13,22,False,2,0,190,False,6,0,0,0.9979959919839679,0.9998601260699017
ABRAND00952,362,52.79,-114.14,1,4,2,120,5,30,120,8046.689813539199,0,16,False,truck,2016-03-12 23:54:00,14,12,13,22,False,2,0,100,False,10,1,0,1.0,1.0
