leak_ID,facility_ID,rate,status,tagged,days_active,component,date_began,date_found,date_repaired,repair_delay,found_by_company,found_by_crew,requires_shutdown,cum_frac_leaks,cum_rate,cum_frac_rate
ABRAND01078_0000006864,ABRAND01078,48.780220809599996,active,False,4,unknown,2016-06-18 07:29:00,,,,,,False,0.0061162079510703364,3057.349785523201,0.3186478546210121
ABRAND00738_0000006859,ABRAND00738,44.386272000000005,active,False,6,unknown,2016-06-16 12:29:00,,,,,,False,0.006498470948012232,3101.736057523201,0.32327394955277156
ABRAND00339_0000006869,ABRAND00339,44.386272000000005,active,False,2,unknown,2016-06-20 07:29:00,,,,,,False,0.006880733944954129,3146.122329523201,0.32790004448453103
ABRAND01087_0000006613,ABRAND01087,44.1474143616,active,False,88,unknown,2016-03-26 07:48:00,,,,,,False,0.007262996941896025,3190.2697438848013,0.3325012448247732
ABRAND00207_0000006836,ABRAND00207,44.1474143616,active,False,15,unknown,2016-06-07 19:20:00,,,,,,False,0.00764525993883792,3234.4171582464014,0.33710244516501536
ABRAND00212_0000006429,ABRAND00212,44.1474143616,active,False,141,unknown,2016-02-02 07:48:00,,,,,,False,0.008027522935779817,3278.5645726080015,0.34170364550525756
ABRAND00598_0000006619,ABRAND00598,37.5470399808,active,False,85,unknown,2016-03-29 07:48:00,,,,,,False,0.008409785932721712,3316.1116125888016,0.34561693138242583
ABRAND00675_0000006622,ABRAND00675,32.3299776384,active,True,83,unknown,2016-03-31 07:48:00,2016-06-15 07:38:00,,,OGI_FU,1.0,False,0.008792048929663608,3348.4415902272017,0.3489864764908075
ABRAND00091_0000006733,ABRAND00091,32.3299776384,active,True,49,unknown,2016-05-04 07:48:00,2016-06-15 09:50:00,,,OGI_FU,1.0,False,0.009174311926605505,3380.771567865602,0.35235602159918916
ABRAND00347_0000006858,ABRAND00347,32.3299776384,active,False,6,unknown,2016-06-16 12:29:00,,,,,,False,0.0095565749235474,3413.101545504002,0.3557255667075709
ABRAND00940_0000006374,ABRAND00940,31.0807007712,active,True,154,unknown,2016-01-20 07:48:00,2016-06-13 12:27:00,,,OGI_FU,1.0,False,0.009938837920489297,3444.182246275202,0.3589649077433123
ABRAND00022_0000006396,ABRAND00022,31.0807007712,active,False,149,unknown,2016-01-25 07:48:00,,,,,,False,0.010321100917431193,3475.262947046402,0.3622042487790537
ABRAND00222_0000006577,ABRAND00222,28.147392000000004,active,False,100,unknown,2016-03-14 07:48:00,,,,,,False,0.010703363914373088,3503.410339046402,0.3651378699552914
ABRAND00968_0000006592,ABRAND00968,21.000566390400003,active,True,95,unknown,2016-03-19 07:48:00,2016-06-08 15:55:00,,,OGI_FU,1.0,False,0.011085626911314985,3524.410905436802,0.36732662358034707
ABRAND00799_0000006538,ABRAND00799,21.000566390400003,active,True,113,unknown,2016-03-01 07:48:00,2016-06-13 14:56:00,,,OGI_FU,1.0,False,0.011467889908256881,3545.4114718272017,0.36951537720540273
ABRAND00656_0000004780,ABRAND00656,21.000566390400003,active,False,626,unknown,2014-10-05 07:13:00,,,,,,False,0.011850152905198776,3566.4120382176015,0.3717041308304584
ABRAND00220_0000002835,ABRAND00220,21.000566390400003,active,True,1218,unknown,2013-02-20 07:31:00,2016-06-06 09:41:00,,,OGI_FU,1.0,False,0.012232415902140673,3587.4126046080014,0.37389288445551405
ABRAND00866_0000006547,ABRAND00866,20.0313888192,active,True,110,unknown,2016-03-04 07:48:00,2016-06-14 15:21:00,,,OGI_FU,1.0,False,0.01261467889908257,3607.4439934272013,0.37598062695149576
ABRAND00939_0000006723,ABRAND00939,20.0313888192,active,False,52,unknown,2016-05-01 07:48:00,,,,,,False,0.012996941896024464,3627.4753822464013,0.37806836944747746
ABRAND00039_0000006552,ABRAND00039,20.0313888192,active,True,107,unknown,2016-03-07 07:48:00,2016-06-06 11:58:00,,,OGI_FU,1.0,False,0.013379204892966361,3647.5067710656012,0.3801561119434592
ABRAND00625_0000006646,ABRAND00625,20.0313888192,active,False,76,unknown,2016-04-07 07:48:00,,,,,,False,0.013761467889908258,3667.538159884801,0.3822438544394409
ABRAND00375_0000006730,ABRAND00375,20.0313888192,active,True,50,unknown,2016-05-03 07:48:00,2016-06-11 16:48:00,,,OGI_FU,1.0,False,0.014143730886850153,3687.569548704001,0.3843315969354226
ABRAND00425_0000005319,ABRAND00425,19.063929571200003,active,False,469,unknown,2015-03-11 07:17:00,,,,,,False,0.01452599388379205,3706.633478275201,0.38631850739207796
ABRAND00891_0000006097,ABRAND00891,19.063929571200003,active,False,234,unknown,2015-11-01 07:20:00,,,,,,False,0.014908256880733946,3725.697407846401,0.3883054178487333
ABRAND01163_0000006167,ABRAND01163,19.063929571200003,active,False,214,unknown,2015-11-21 07:20:00,,,,,,False,0.01529051987767584,3744.7613374176008,0.39029232830538857
ABRAND00633_0000005375,ABRAND00633,17.3867712192,active,False,449,unknown,2015-03-31 07:17:00,,,,,,False,0.015672782874617736,3762.1481086368008,0.39210443936118533
ABRAND00154_0000006862,ABRAND00154,17.3867712192,active,False,5,unknown,2016-06-17 07:29:00,,,,,,False,0.016055045871559634,3779.5348798560008,0.3939165504169821
ABRAND00733_0000006527,ABRAND00733,15.7336704288,active,True,115,unknown,2016-02-28 07:48:00,2016-06-13 07:48:00,,,OGI_FU,1.0,False,0.01643730886850153,3795.2685502848008,0.3955563694364448
ABRAND00273_0000006508,ABRAND00273,15.7336704288,active,False,122,unknown,2016-02-21 07:48:00,,,,,,False,0.016819571865443424,3811.0022207136008,0.3971961884559075
ABRAND00411_0000006655,ABRAND00411,15.7336704288,active,True,74,unknown,2016-04-09 07:48:00,2016-06-14 07:33:00,,,OGI_FU,1.0,False,0.017201834862385322,3826.7358911424008,0.39883600747537024
ABRAND00197_0000006274,ABRAND00197,15.7336704288,active,False,183,unknown,2015-12-22 07:59:00,,,,,,False,0.017584097859327217,3842.4695615712008,0.40047582649483293
ABRAND00076_0000006382,ABRAND00076,15.298915219200001,active,False,153,unknown,2016-01-21 07:48:00,,,,,,False,0.017966360856269112,3857.7684767904007,0.4020703337820626
ABRAND00783_0000006826,ABRAND00783,15.298915219200001,active,False,20,unknown,2016-06-02 07:48:00,,,,,,False,0.01834862385321101,3873.0673920096006,0.40366484106929224
ABRAND00030_0000005811,ABRAND00030,13.999804819200003,active,False,317,unknown,2015-08-10 07:20:00,,,,,,False,0.018730886850152905,3887.0671968288007,0.4051239504560802
ABRAND01045_0000001805,ABRAND01045,13.999804819200003,active,False,1533,unknown,2012-04-11 07:02:00,,,,,,False,0.0191131498470948,3901.0670016480008,0.40658305984286813
ABRAND01081_0000006868,ABRAND01081,13.999804819200003,active,False,3,unknown,2016-06-19 07:29:00,,,,,,False,0.0194954128440367,3915.066806467201,0.4080421692296561
ABRAND01094_0000005769,ABRAND01094,13.999804819200003,active,False,329,unknown,2015-07-29 07:20:00,,,,,,False,0.019877675840978593,3929.066611286401,0.40950127861644403
ABRAND00158_0000006150,ABRAND00158,13.999804819200003,active,True,218,unknown,2015-11-17 07:20:00,2016-06-14 12:38:00,,,OGI_FU,1.0,False,0.020259938837920488,3943.066416105601,0.410960388003232
ABRAND01117_0000005111,ABRAND01117,13.2608928384,active,False,529,unknown,2015-01-10 17:54:00,,,,,,False,0.020642201834862386,3956.3273089440013,0.412342485358701
ABRAND00158_0000006399,ABRAND00158,13.2608928384,active,True,148,unknown,2016-01-26 07:48:00,2016-06-14 12:38:00,,,OGI_FU,1.0,False,0.02102446483180428,3969.5882017824015,0.41372458271417
ABRAND00834_0000003736,ABRAND00834,13.2608928384,active,True,941,unknown,2013-11-24 07:15:00,2016-06-10 11:35:00,,,OGI_FU,1.0,False,0.021406727828746176,3982.8490946208017,0.415106680069639
ABRAND00577_0000004427,ABRAND00577,12.949862428800001,active,False,730,unknown,2014-06-23 17:28:00,,,,,,False,0.021788990825688075,3995.7989570496015,0.4164563607310123
ABRAND00803_0000006514,ABRAND00803,12.949862428800001,active,False,120,unknown,2016-02-23 07:48:00,,,,,,False,0.02217125382262997,4008.7488194784014,0.41780604139238553
ABRAND00222_0000005043,ABRAND00222,12.348422438400002,active,False,548,unknown,2014-12-22 18:59:00,,,,,,False,0.022553516819571864,4021.0972419168015,0.4190930378415919
ABRAND00324_0000005678,ABRAND00324,12.348422438400002,active,False,353,unknown,2015-07-05 18:53:00,,,,,,False,0.022935779816513763,4033.4456643552016,0.42038003429079823
ABRAND00288_0000006347,ABRAND00288,12.348422438400002,active,False,162,unknown,2016-01-12 17:32:00,,,,,,False,0.023318042813455658,4045.7940867936018,0.4216670307400046
ABRAND00246_0000006366,ABRAND00246,12.348422438400002,active,True,156,unknown,2016-01-18 07:48:00,2016-06-07 14:31:00,,,OGI_FU,1.0,False,0.023700305810397553,4058.142509232002,0.42295402718921093
ABRAND00936_0000004829,ABRAND00936,12.348422438400002,active,False,611,unknown,2014-10-20 07:13:00,,,,,,False,0.02408256880733945,4070.490931670402,0.4242410236384173
ABRAND00242_0000005468,ABRAND00242,12.348422438400002,active,False,420,unknown,2015-04-29 07:17:00,,,,,,False,0.024464831804281346,4082.839354108802,0.42552802008762364
ABRAND00314_0000002468,ABRAND00314,12.348422438400002,active,False,1329,unknown,2012-11-01 07:41:00,,,,,,False,0.02484709480122324,4095.1877765472022,0.42681501653683
ABRAND00148_0000004866,ABRAND00148,12.0219264288,active,False,601,unknown,2014-10-30 07:13:00,,,,,,False,0.02522935779816514,4107.2097029760025,0.4280679844121735
ABRAND01078_0000006539,ABRAND01078,12.0219264288,active,False,113,unknown,2016-03-01 07:48:00,,,,,,False,0.025611620795107034,4119.231629404802,0.42932095228751693
ABRAND00051_0000005710,ABRAND00051,12.0219264288,active,False,345,unknown,2015-07-13 18:51:00,,,,,,False,0.02599388379204893,4131.253555833602,0.43057392016286034
ABRAND00621_0000005355,ABRAND00621,12.0219264288,active,False,457,unknown,2015-03-23 07:17:00,,,,,,False,0.026376146788990827,4143.275482262402,0.4318268880382038
ABRAND00364_0000004222,ABRAND00364,12.0219264288,active,False,797,unknown,2014-04-17 07:52:00,,,,,,False,0.026758409785932722,4155.297408691202,0.4330798559135472
ABRAND00249_0000006738,ABRAND00249,12.0219264288,active,False,47,unknown,2016-05-06 07:48:00,,,,,,False,0.027140672782874617,4167.319335120002,0.43433282378889065
ABRAND00460_0000006345,ABRAND00460,12.0219264288,active,False,163,unknown,2016-01-11 18:27:00,,,,,,False,0.027522935779816515,4179.341261548801,0.4355857916642341
ABRAND00286_0000005350,ABRAND00286,11.908512000000002,active,True,461,unknown,2015-03-19 07:17:00,2016-06-12 09:40:00,,,OGI_FU,1.0,False,0.02790519877675841,4191.249773548801,0.43682693908495
ABRAND00339_0000006025,ABRAND00339,11.908512000000002,active,False,250,unknown,2015-10-16 07:20:00,,,,,,False,0.028287461773700305,4203.158285548801,0.438068086505666
ABRAND01135_0000004063,ABRAND01135,11.908512000000002,active,False,847,unknown,2014-02-26 07:52:00,,,,,,False,0.028669724770642203,4215.066797548801,0.43930923392638194
ABRAND00279_0000003473,ABRAND00279,11.908512000000002,active,True,1023,unknown,2013-09-03 07:15:00,2016-06-09 15:46:00,,,OGI_FU,1.0,False,0.0290519877675841,4226.975309548801,0.44055038134709784
ABRAND00733_0000006775,ABRAND00733,11.908512000000002,active,True,35,unknown,2016-05-18 07:48:00,2016-06-13 07:48:00,,,OGI_FU,1.0,False,0.029434250764525993,4238.883821548801,0.4417915287678138
ABRAND00164_0000005745,ABRAND00164,11.908512000000002,active,False,335,unknown,2015-07-23 07:20:00,,,,,,False,0.02981651376146789,4250.792333548801,0.44303267618852976
ABRAND01003_0000005434,ABRAND01003,11.908512000000002,active,False,431,unknown,2015-04-18 07:17:00,,,,,,False,0.030198776758409786,4262.700845548801,0.4442738236092457
ABRAND00738_0000005862,ABRAND00738,11.8122815808,active,False,306,unknown,2015-08-21 07:20:00,,,,,,False,0.03058103975535168,4274.513127129601,0.4455049415538538
ABRAND00415_0000006384,ABRAND00415,11.8122815808,active,False,152,unknown,2016-01-22 07:48:00,,,,,,False,0.03096330275229358,4286.3254087104015,0.44673605949846185
ABRAND00930_0000005257,ABRAND00930,11.8122815808,active,False,488,unknown,2015-02-20 07:17:00,,,,,,False,0.03134556574923547,4298.137690291202,0.4479671774430699
ABRAND00074_0000006107,ABRAND00074,11.8122815808,active,True,231,unknown,2015-11-04 07:20:00,2016-06-11 12:05:00,,,OGI_FU,1.0,False,0.03172782874617737,4309.949971872002,0.44919829538767797
ABRAND00679_0000002471,ABRAND00679,11.8071264384,active,False,1327,unknown,2012-11-03 07:41:00,,,,,,False,0.03211009174311927,4321.7570983104015,0.45042887604503357
ABRAND00518_0000003878,ABRAND00518,11.8071264384,active,False,901,unknown,2014-01-03 07:01:00,,,,,,False,0.03249235474006116,4333.564224748801,0.45165945670238916
ABRAND00428_0000002885,ABRAND00428,11.8071264384,active,False,1201,unknown,2013-03-09 07:31:00,,,,,,False,0.03287461773700306,4345.371351187201,0.45289003735974476
ABRAND00838_0000006837,ABRAND00838,11.8071264384,active,False,14,unknown,2016-06-08 19:11:00,,,,,,False,0.033256880733944956,4357.178477625601,0.45412061801710035
ABRAND00911_0000004373,ABRAND00911,11.8071264384,active,False,749,unknown,2014-06-04 07:52:00,,,,,,False,0.03363914373088685,4368.985604064001,0.45535119867445595
ABRAND00448_0000003021,ABRAND00448,11.8071264384,active,False,1157,unknown,2013-04-22 07:31:00,,,,,,False,0.034021406727828746,4380.7927305024,0.45658177933181154
ABRAND00452_0000005466,ABRAND00452,11.8071264384,active,False,421,unknown,2015-04-28 07:17:00,,,,,,False,0.034403669724770644,4392.5998569408,0.45781235998916714
ABRAND00903_0000006847,ABRAND00903,11.8071264384,active,False,10,unknown,2016-06-12 19:00:00,,,,,,False,0.034785932721712536,4404.4069833792,0.45904294064652273
ABRAND00728_0000006569,ABRAND00728,11.8071264384,active,True,102,unknown,2016-03-12 07:48:00,2016-06-11 09:44:00,,,OGI_FU,1.0,False,0.035168195718654434,4416.2141098176,0.46027352130387833
ABRAND00500_0000004630,ABRAND00500,11.4290784,active,False,671,unknown,2014-08-21 07:13:00,,,,,,False,0.03555045871559633,4427.6431882176,0.46146470045181226
ABRAND00130_0000006430,ABRAND00130,11.4290784,active,False,141,unknown,2016-02-02 07:48:00,,,,,,False,0.035932721712538224,4439.072266617601,0.4626558795997462
ABRAND00558_0000005653,ABRAND00558,11.4290784,active,False,362,unknown,2015-06-26 07:29:00,,,,,,False,0.03631498470948012,4450.501345017601,0.4638470587476801
ABRAND00703_0000004317,ABRAND00703,11.4290784,active,False,771,unknown,2014-05-13 07:52:00,,,,,,False,0.03669724770642202,4461.930423417602,0.46503823789561405
ABRAND00456_0000006425,ABRAND00456,10.9960416,active,False,141,unknown,2016-02-02 07:48:00,,,,,,False,0.03707951070336391,4472.926465017602,0.4661842844100674
ABRAND00618_0000006046,ABRAND00618,10.9960416,active,False,245,unknown,2015-10-21 07:20:00,,,,,,False,0.03746177370030581,4483.922506617602,0.4673303309245207
ABRAND00819_0000006499,ABRAND00819,10.9960416,active,False,125,unknown,2016-02-18 07:48:00,,,,,,False,0.03784403669724771,4494.918548217603,0.468476377438974
ABRAND01132_0000005394,ABRAND01132,10.9960416,active,False,442,unknown,2015-04-07 07:17:00,,,,,,False,0.0382262996941896,4505.914589817603,0.46962242395342735
ABRAND00333_0000006278,ABRAND00333,10.9960416,active,False,183,unknown,2015-12-22 07:59:00,,,,,,False,0.0386085626911315,4516.910631417603,0.47076847046788073
ABRAND00573_0000004369,ABRAND00573,10.672982409600001,active,False,750,unknown,2014-06-03 07:52:00,,,,,,False,0.0389908256880734,4527.583613827203,0.471880846605976
ABRAND00296_0000004608,ABRAND00296,10.672982409600001,active,False,679,unknown,2014-08-13 07:13:00,,,,,,False,0.03937308868501529,4538.2565962368035,0.47299322274407135
ABRAND00282_0000002458,ABRAND00282,10.672982409600001,active,False,1333,unknown,2012-10-28 07:41:00,,,,,,False,0.039755351681957186,4548.929578646404,0.4741055988821667
ABRAND00423_0000003754,ABRAND00423,10.672982409600001,active,True,935,unknown,2013-11-30 07:15:00,2016-06-09 12:29:00,,,OGI_FU,1.0,False,0.040137614678899085,4559.602561056004,0.47521797502026203
ABRAND00486_0000004745,ABRAND00486,10.3567967712,active,False,635,unknown,2014-09-26 07:13:00,,,,,,False,0.040519877675840976,4569.959357827203,0.4762973971680042
ABRAND01142_0000004582,ABRAND01142,10.3567967712,active,False,686,unknown,2014-08-06 07:13:00,,,,,,False,0.040902140672782875,4580.316154598403,0.4773768193157464
ABRAND00969_0000005473,ABRAND00969,10.3567967712,active,False,419,unknown,2015-04-30 07:17:00,,,,,,False,0.04128440366972477,4590.672951369603,0.4784562414634886
ABRAND00574_0000005040,ABRAND00574,10.3567967712,active,False,549,unknown,2014-12-21 19:00:00,,,,,,False,0.041666666666666664,4601.029748140802,0.4795356636112308
ABRAND00400_0000006127,ABRAND00400,10.3567967712,active,False,226,unknown,2015-11-09 07:20:00,,,,,,False,0.04204892966360856,4611.386544912002,0.480615085758973
ABRAND00433_0000005410,ABRAND00433,10.3567967712,active,False,438,unknown,2015-04-11 07:17:00,,,,,,False,0.04243119266055046,4621.743341683202,0.4816945079067152
ABRAND00892_0000004083,ABRAND00892,10.3567967712,active,False,842,unknown,2014-03-03 07:52:00,,,,,,False,0.04281345565749235,4632.1001384544015,0.4827739300544574
ABRAND00611_0000006627,ABRAND00611,10.3567967712,active,False,81,unknown,2016-04-02 07:48:00,,,,,,False,0.04319571865443425,4642.456935225601,0.4838533522021996
ABRAND00009_0000006753,ABRAND00009,10.038892809600002,active,False,42,unknown,2016-05-11 07:48:00,,,,,,False,0.04357798165137615,4652.495828035201,0.4848996412698412
ABRAND00353_0000006653,ABRAND00353,10.038892809600002,active,True,74,unknown,2016-04-09 07:48:00,2016-06-08 09:53:00,,,OGI_FU,1.0,False,0.04396024464831804,4662.534720844801,0.4859459303374828
ABRAND00043_0000006749,ABRAND00043,10.038892809600002,active,True,44,unknown,2016-05-09 07:48:00,2016-06-10 09:23:00,,,OGI_FU,1.0,False,0.04434250764525994,4672.573613654401,0.4869922194051244
ABRAND00890_0000005291,ABRAND00890,10.038892809600002,active,False,476,unknown,2015-03-04 07:17:00,,,,,,False,0.04472477064220184,4682.612506464001,0.48803850847276603
ABRAND00327_0000005288,ABRAND00327,10.038892809600002,active,False,477,unknown,2015-03-03 07:17:00,,,,,,False,0.04510703363914373,4692.651399273601,0.4890847975404076
ABRAND00246_0000005806,ABRAND00246,9.9151680096,active,True,318,unknown,2015-08-09 07:20:00,2016-06-07 14:31:00,,,OGI_FU,1.0,False,0.04548929663608563,4702.566567283201,0.49011819156991193
ABRAND01114_0000006304,ABRAND01114,9.9151680096,active,False,175,unknown,2015-12-30 07:59:00,,,,,,False,0.045871559633027525,4712.481735292801,0.49115158559941624
ABRAND00535_0000005097,ABRAND00535,9.9151680096,active,False,533,unknown,2015-01-06 17:19:00,,,,,,False,0.04625382262996942,4722.396903302401,0.49218497962892055
ABRAND00347_0000006781,ABRAND00347,9.9151680096,active,False,32,unknown,2016-05-21 07:48:00,,,,,,False,0.046636085626911315,4732.3120713120015,0.49321837365842486
ABRAND00514_0000004518,ABRAND00514,9.9151680096,active,False,704,unknown,2014-07-19 07:13:00,,,,,,False,0.047018348623853214,4742.227239321602,0.4942517676879292
ABRAND00686_0000005668,ABRAND00686,9.9151680096,active,False,356,unknown,2015-07-02 07:44:00,,,,,,False,0.047400611620795105,4752.142407331202,0.49528516171743353
ABRAND00783_0000003468,ABRAND00783,9.9151680096,active,False,1025,unknown,2013-09-01 07:15:00,,,,,,False,0.047782874617737,4762.057575340802,0.49631855574693784
ABRAND00185_0000006240,ABRAND00185,9.9151680096,active,False,190,unknown,2015-12-15 18:08:00,,,,,,False,0.0481651376146789,4771.972743350402,0.49735194977644215
ABRAND00412_0000005312,ABRAND00412,9.800035171200001,active,False,471,unknown,2015-03-09 07:17:00,,,,,,False,0.04854740061162079,4781.772778521602,0.49837334425256646
ABRAND01011_0000005569,ABRAND01011,9.800035171200001,active,False,388,unknown,2015-05-31 07:17:00,,,,,,False,0.04892966360856269,4791.572813692802,0.49939473872869083
ABRAND00519_0000004432,ABRAND00519,9.800035171200001,active,False,729,unknown,2014-06-24 19:22:00,,,,,,False,0.04931192660550459,4801.372848864002,0.5004161332048152
ABRAND00730_0000006786,ABRAND00730,9.800035171200001,active,False,30,unknown,2016-05-23 07:48:00,,,,,,False,0.04969418960244648,4811.172884035202,0.5014375276809395
ABRAND00690_0000006486,ABRAND00690,9.800035171200001,active,False,128,unknown,2016-02-15 07:48:00,,,,,,False,0.05007645259938838,4820.9729192064015,0.5024589221570638
ABRAND01004_0000005777,ABRAND01004,9.6264768384,active,False,327,unknown,2015-07-31 07:20:00,,,,,,False,0.05045871559633028,4830.599396044801,0.5034622277672494
ABRAND00542_0000006712,ABRAND00542,9.6264768384,active,False,55,unknown,2016-04-28 07:48:00,,,,,,False,0.05084097859327217,4840.225872883201,0.5044655333774348
ABRAND00812_0000005477,ABRAND00812,9.6264768384,active,False,417,unknown,2015-05-02 07:17:00,,,,,,False,0.05122324159021407,4849.852349721601,0.5054688389876204
ABRAND00940_0000004864,ABRAND00940,9.6264768384,active,True,602,unknown,2014-10-29 07:13:00,2016-06-13 12:27:00,,,OGI_FU,1.0,False,0.051605504587155966,4859.478826560001,0.506472144597806
ABRAND00619_0000003330,ABRAND00619,9.6264768384,active,False,1065,unknown,2013-07-23 07:15:00,,,,,,False,0.05198776758409786,4869.105303398401,0.5074754502079915
ABRAND00928_0000005265,ABRAND00928,9.6264768384,active,False,487,unknown,2015-02-21 07:17:00,,,,,,False,0.052370030581039756,4878.731780236801,0.508478755818177
ABRAND00217_0000006791,ABRAND00217,9.6264768384,active,False,29,unknown,2016-05-24 07:48:00,,,,,,False,0.052752293577981654,4888.3582570752005,0.5094820614283626
ABRAND00616_0000006659,ABRAND00616,9.3618432288,active,False,74,unknown,2016-04-09 07:48:00,,,,,,False,0.053134556574923546,4897.720100304001,0.5104577859837539
ABRAND01046_0000003559,ABRAND01046,9.3618432288,active,False,999,unknown,2013-09-27 07:15:00,,,,,,False,0.053516819571865444,4907.081943532801,0.5114335105391453
ABRAND00846_0000006666,ABRAND00846,9.3618432288,active,True,72,unknown,2016-04-11 07:48:00,2016-06-11 14:12:00,,,OGI_FU,1.0,False,0.05389908256880734,4916.443786761602,0.5124092350945366
ABRAND00137_0000006565,ABRAND00137,9.3618432288,active,False,103,unknown,2016-03-11 07:48:00,,,,,,False,0.054281345565749234,4925.805629990402,0.513384959649928
ABRAND01087_0000006679,ABRAND01087,9.3618432288,active,False,69,unknown,2016-04-14 07:48:00,,,,,,False,0.05466360856269113,4935.167473219202,0.5143606842053193
ABRAND01073_0000006536,ABRAND01073,9.3618432288,active,False,114,unknown,2016-02-29 07:48:00,,,,,,False,0.05504587155963303,4944.529316448003,0.5153364087607107
ABRAND00646_0000006661,ABRAND00646,9.3618432288,active,False,73,unknown,2016-04-10 07:48:00,,,,,,False,0.05542813455657492,4953.891159676803,0.516312133316102
ABRAND00512_0000005461,ABRAND00512,9.3618432288,active,False,422,unknown,2015-04-27 07:17:00,,,,,,False,0.05581039755351682,4963.253002905603,0.5172878578714935
ABRAND00491_0000005194,ABRAND00491,9.3618432288,active,False,508,unknown,2015-01-31 07:17:00,,,,,,False,0.05619266055045872,4972.614846134404,0.5182635824268848
ABRAND00418_0000005223,ABRAND00418,9.3618432288,active,False,501,unknown,2015-02-07 07:17:00,,,,,,False,0.05657492354740061,4981.976689363204,0.5192393069822762
ABRAND00741_0000006053,ABRAND00741,9.262175990400001,active,False,243,unknown,2015-10-23 07:20:00,,,,,,False,0.05695718654434251,4991.238865353604,0.5202046438640546
ABRAND00534_0000006300,ABRAND00534,9.262175990400001,active,False,175,unknown,2015-12-30 07:59:00,,,,,,False,0.05733944954128441,5000.501041344003,0.5211699807458331
ABRAND00529_0000006487,ABRAND00529,9.262175990400001,active,True,127,unknown,2016-02-16 07:48:00,2016-06-07 11:55:00,,,OGI_FU,1.0,False,0.0577217125382263,5009.763217334403,0.5221353176276116
ABRAND00043_0000002231,ABRAND00043,9.262175990400001,active,True,1409,unknown,2012-08-13 07:41:00,2016-06-10 09:23:00,,,OGI_FU,1.0,False,0.0581039755351682,5019.025393324802,0.52310065450939
ABRAND00298_0000002639,ABRAND00298,9.262175990400001,active,True,1277,unknown,2012-12-23 07:41:00,2016-06-08 07:41:00,,,OGI_FU,1.0,False,0.058486238532110095,5028.287569315202,0.5240659913911685
