facility_ID,subtype_code,lat,lon,OGI_RS,truck_RS,aircraft_RS,OGI_time,aircraft_time,truck_time,OGI_FU_time,fixed_sensors
ABRAND00795,351,52.54,-114.52,1,4,2,120,5,30,120,1
ABRAND00796,361,52.18,-114.51,1,4,2,120,5,30,120,1
ABRAND00797,351,52.21,-114.51,1,4,2,120,5,30,120,1
ABRAND00798,311,52.61,-114.51,1,4,2,120,5,30,120,1
ABRAND00799,361,52.18,-114.51,1,4,2,120,5,30,120,1
ABRAND00800,601,52.06,-114.5,1,4,2,120,5,30,120,1
ABRAND00801,621,52.48,-114.5,1,4,2,120,5,30,120,1
ABRAND00802,361,52.5,-114.5,1,4,2,120,5,30,120,1
ABRAND00803,322,52.34,-114.49,1,4,2,120,5,30,120,1
ABRAND00804,401,52.35,-114.49,1,4,2,120,5,30,120,1
ABRAND00805,361,52.5,-114.49,1,4,2,120,5,30,120,1
ABRAND00806,311,52.36,-114.49,1,4,2,120,5,30,120,1
ABRAND00807,311,52.06,-114.48,1,4,2,120,5,30,120,1
ABRAND00808,311,52.16,-114.48,1,4,2,120,5,30,120,1
ABRAND00809,361,52.33,-114.47,1,4,2,120,5,30,120,1
ABRAND00810,361,52.69,-114.47,1,4,2,120,5,30,120,1
ABRAND00811,311,52,-114.47,1,4,2,120,5,30,120,1
ABRAND00812,351,52.42,-114.47,1,4,2,120,5,30,120,1
ABRAND00813,351,52.56,-114.46,1,4,2,120,5,30,120,1
ABRAND00814,351,52.45,-114.46,1,4,2,120,5,30,120,1
ABRAND00815,351,52.53,-114.46,1,4,2,120,5,30,120,1
ABRAND00816,402,52.36,-114.45,1,4,2,120,5,30,120,1
ABRAND00817,311,53.01,-114.45,1,4,2,120,5,30,120,1
ABRAND00818,361,52.52,-114.45,1,4,2,120,5,30,120,1
ABRAND00819,601,52.52,-114.45,1,4,2,120,5,30,120,1
ABRAND00820,322,52.54,-114.44,1,4,2,120,5,30,120,1
ABRAND00821,361,52.46,-114.44,1,4,2,120,5,30,120,1
ABRAND00822,311,52.48,-114.44,1,4,2,120,5,30,120,1
ABRAND00823,501,52.53,-114.44,1,4,2,120,5,30,120,1
ABRAND00824,361,52.1,-114.44,1,4,2,120,5,30,120,1
ABRAND00825,361,52.32,-114.44,1,4,2,120,5,30,120,1
ABRAND00826,621,52.12,-114.43,1,4,2,120,5,30,120,1
ABRAND00827,601,52.68,-114.43,1,4,2,120,5,30,120,1
ABRAND00828,601,52.4,-114.42,1,4,2,120,5,30,120,1
ABRAND00829,601,52.47,-114.42,1,4,2,120,5,30,120,1
ABRAND00830,601,52.55,-114.42,1,4,2,120,5,30,120,1
ABRAND00831,351,52.21,-114.42,1,4,2,120,5,30,120,1
ABRAND00832,601,52.39,-114.42,1,4,2,120,5,30,120,1
ABRAND00833,361,52.33,-114.42,1,4,2,120,5,30,120,1
ABRAND00834,501,52.43,-114.42,1,4,2,120,5,30,120,1
ABRAND00835,601,52.42,-114.4,1,4,2,120,5,30,120,1
ABRAND00836,322,52.38,-114.4,1,4,2,120,5,30,120,1
ABRAND00837,322,52.25,-114.39,1,4,2,120,5,30,120,1
ABRAND00838,361,52.57,-114.39,1,4,2,120,5,30,120,1
ABRAND00839,361,53.02,-114.39,1,4,2,120,5,30,120,1
ABRAND00840,621,52.73,-114.39,1,4,2,120,5,30,120,1
ABRAND00841,361,52.35,-114.38,1,4,2,120,5,30,120,1
ABRAND00842,501,52.12,-114.38,1,4,2,120,5,30,120,1
ABRAND00843,502,52.37,-114.38,1,4,2,120,5,30,120,1
ABRAND00844,311,52.75,-114.37,1,4,2,120,5,30,120,1
ABRAND00845,331,55.47,-114.37,1,4,2,120,5,30,120,1
ABRAND00846,621,52.26,-114.36,1,4,2,120,5,30,120,1
ABRAND00847,311,52.83,-114.36,1,4,2,120,5,30,120,1
ABRAND00848,311,52.18,-114.36,1,4,2,120,5,30,120,1
ABRAND00849,361,52.37,-114.36,1,4,2,120,5,30,120,1
ABRAND00850,311,52.46,-114.36,1,4,2,120,5,30,120,1
ABRAND00851,601,52.85,-114.36,1,4,2,120,5,30,120,1
ABRAND00852,311,51.98,-114.36,1,4,2,120,5,30,120,1
ABRAND00853,351,52.37,-114.35,1,4,2,120,5,30,120,1
ABRAND00854,351,52.73,-114.35,1,4,2,120,5,30,120,1
ABRAND00855,351,52.62,-114.35,1,4,2,120,5,30,120,1
ABRAND00856,621,52.86,-114.35,1,4,2,120,5,30,120,1
ABRAND00857,311,52.55,-114.34,1,4,2,120,5,30,120,1
ABRAND00858,311,52.86,-114.34,1,4,2,120,5,30,120,1
ABRAND00859,621,52.7,-114.34,1,4,2,120,5,30,120,1
ABRAND00860,601,52.4,-114.34,1,4,2,120,5,30,120,1
ABRAND00861,601,52.46,-114.34,1,4,2,120,5,30,120,1
ABRAND00862,361,52.82,-114.33,1,4,2,120,5,30,120,1
ABRAND00863,601,52.55,-114.33,1,4,2,120,5,30,120,1
ABRAND00864,351,53.07,-114.33,1,4,2,120,5,30,120,1
ABRAND00865,601,52.1,-114.33,1,4,2,120,5,30,120,1
ABRAND00866,322,52.24,-114.33,1,4,2,120,5,30,120,1
ABRAND00867,351,52.52,-114.33,1,4,2,120,5,30,120,1
ABRAND00868,311,52.93,-114.33,1,4,2,120,5,30,120,1
ABRAND00869,311,52.06,-114.33,1,4,2,120,5,30,120,1
ABRAND00870,361,52.34,-114.32,1,4,2,120,5,30,120,1
ABRAND00871,351,52.32,-114.32,1,4,2,120,5,30,120,1
ABRAND00872,621,52.26,-114.32,1,4,2,120,5,30,120,1
ABRAND00873,351,52.81,-114.31,1,4,2,120,5,30,120,1
ABRAND00874,361,52.86,-114.31,1,4,2,120,5,30,120,1
ABRAND00875,322,52.46,-114.31,1,4,2,120,5,30,120,1
ABRAND00876,351,52.52,-114.31,1,4,2,120,5,30,120,1
ABRAND00877,601,52.57,-114.31,1,4,2,120,5,30,120,1
ABRAND00878,361,52.66,-114.31,1,4,2,120,5,30,120,1
ABRAND00879,361,52.95,-114.3,1,4,2,120,5,30,120,1
ABRAND00880,351,52.76,-114.29,1,4,2,120,5,30,120,1
ABRAND00881,351,52.61,-114.29,1,4,2,120,5,30,120,1
ABRAND00882,621,52.56,-114.29,1,4,2,120,5,30,120,1
ABRAND00883,351,52.49,-114.29,1,4,2,120,5,30,120,1
ABRAND00884,351,52.33,-114.28,1,4,2,120,5,30,120,1
ABRAND00885,601,52.62,-114.28,1,4,2,120,5,30,120,1
ABRAND00886,351,52.15,-114.28,1,4,2,120,5,30,120,1
ABRAND00887,601,52.6,-114.28,1,4,2,120,5,30,120,1
ABRAND00888,601,53.06,-114.28,1,4,2,120,5,30,120,1
ABRAND00889,601,52.51,-114.28,1,4,2,120,5,30,120,1
ABRAND00890,351,52.57,-114.28,1,4,2,120,5,30,120,1
ABRAND00891,351,52.65,-114.28,1,4,2,120,5,30,120,1
ABRAND00892,351,52.55,-114.27,1,4,2,120,5,30,120,1
ABRAND00893,361,52.79,-114.27,1,4,2,120,5,30,120,1
ABRAND00894,351,52.89,-114.27,1,4,2,120,5,30,120,1
ABRAND00895,621,52.76,-114.27,1,4,2,120,5,30,120,1
ABRAND00896,311,51.99,-114.27,1,4,2,120,5,30,120,1
ABRAND00897,362,52.67,-114.26,1,4,2,120,5,30,120,1
ABRAND00898,361,52.88,-114.26,1,4,2,120,5,30,120,1
ABRAND00899,351,52.56,-114.26,1,4,2,120,5,30,120,1
ABRAND00900,601,52.48,-114.26,1,4,2,120,5,30,120,1
ABRAND00901,331,55.52,-114.25,1,4,2,120,5,30,120,1
ABRAND00902,501,52.44,-114.25,1,4,2,120,5,30,120,1
ABRAND00903,361,52.51,-114.25,1,4,2,120,5,30,120,1
ABRAND00904,351,52.55,-114.25,1,4,2,120,5,30,120,1
ABRAND00905,621,52.44,-114.24,1,4,2,120,5,30,120,1
ABRAND00906,601,52.85,-114.24,1,4,2,120,5,30,120,1
ABRAND00907,361,52.53,-114.24,1,4,2,120,5,30,120,1
ABRAND00908,351,52.45,-114.24,1,4,2,120,5,30,120,1
ABRAND00909,361,52.38,-114.24,1,4,2,120,5,30,120,1
ABRAND00910,601,52.85,-114.24,1,4,2,120,5,30,120,1
ABRAND00911,601,52.31,-114.24,1,4,2,120,5,30,120,1
ABRAND00912,601,52.41,-114.23,1,4,2,120,5,30,120,1
ABRAND00913,351,52.85,-114.23,1,4,2,120,5,30,120,1
ABRAND00914,601,52.49,-114.23,1,4,2,120,5,30,120,1
ABRAND00915,351,52.64,-114.23,1,4,2,120,5,30,120,1
ABRAND00916,362,52.7,-114.23,1,4,2,120,5,30,120,1
ABRAND00917,601,52.9,-114.23,1,4,2,120,5,30,120,1
ABRAND00918,351,52.78,-114.22,1,4,2,120,5,30,120,1
ABRAND00919,351,52.7,-114.22,1,4,2,120,5,30,120,1
ABRAND00920,351,52.44,-114.22,1,4,2,120,5,30,120,1
ABRAND00921,362,52.82,-114.22,1,4,2,120,5,30,120,1
ABRAND00922,351,52.7,-114.21,1,4,2,120,5,30,120,1
ABRAND00923,351,52.63,-114.21,1,4,2,120,5,30,120,1
ABRAND00924,351,52.68,-114.21,1,4,2,120,5,30,120,1
ABRAND00925,351,52.7,-114.21,1,4,2,120,5,30,120,1
ABRAND00926,361,52.67,-114.2,1,4,2,120,5,30,120,1
ABRAND00927,601,52.42,-114.19,1,4,2,120,5,30,120,1
ABRAND00928,351,52.72,-114.19,1,4,2,120,5,30,120,1
ABRAND00929,601,52.33,-114.19,1,4,2,120,5,30,120,1
ABRAND00930,351,52.81,-114.19,1,4,2,120,5,30,120,1
ABRAND00931,351,52.49,-114.19,1,4,2,120,5,30,120,1
ABRAND00932,351,52.56,-114.19,1,4,2,120,5,30,120,1
ABRAND00933,361,52.96,-114.18,1,4,2,120,5,30,120,1
ABRAND00934,351,52.45,-114.18,1,4,2,120,5,30,120,1
ABRAND00935,351,52.76,-114.18,1,4,2,120,5,30,120,1
ABRAND00936,601,52.42,-114.18,1,4,2,120,5,30,120,1
ABRAND00937,621,52.89,-114.18,1,4,2,120,5,30,120,1
ABRAND00938,351,52.81,-114.18,1,4,2,120,5,30,120,1
ABRAND00939,311,52.59,-114.17,1,4,2,120,5,30,120,1
ABRAND00940,601,52.43,-114.17,1,4,2,120,5,30,120,1
ABRAND00941,361,52.89,-114.17,1,4,2,120,5,30,120,1
ABRAND00942,621,52.87,-114.17,1,4,2,120,5,30,120,1
ABRAND00943,361,52.68,-114.17,1,4,2,120,5,30,120,1
ABRAND00944,361,52.45,-114.16,1,4,2,120,5,30,120,1
ABRAND00945,503,52.67,-114.16,1,4,2,120,5,30,120,1
ABRAND00946,351,52.76,-114.16,1,4,2,120,5,30,120,1
ABRAND00947,322,52.41,-114.15,1,4,2,120,5,30,120,1
ABRAND00948,621,52.19,-114.15,1,4,2,120,5,30,120,1
ABRAND00949,351,52.58,-114.15,1,4,2,120,5,30,120,1
ABRAND00950,351,52.63,-114.14,1,4,2,120,5,30,120,1
ABRAND00951,362,52.7,-114.14,1,4,2,120,5,30,120,1
ABRAND00952,362,52.79,-114.14,1,4,2,120,5,30,120,1
ABRAND00953,351,52.56,-114.14,1,4,2,120,5,30,120,1
ABRAND00954,601,52.14,-114.13,1,4,2,120,5,30,120,1
ABRAND00955,503,52.89,-114.13,1,4,2,120,5,30,120,1
ABRAND00956,362,52.85,-114.12,1,4,2,120,5,30,120,1
ABRAND00957,621,52.9,-114.12,1,4,2,120,5,30,120,1
ABRAND00958,361,52.83,-114.12,1,4,2,120,5,30,120,1
ABRAND00959,362,52.81,-114.12,1,4,2,120,5,30,120,1
ABRAND00960,322,52.22,-114.11,1,4,2,120,5,30,120,1
ABRAND00961,351,52.71,-114.11,1,4,2,120,5,30,120,1
ABRAND00962,361,52.21,-114.11,1,4,2,120,5,30,120,1
ABRAND00963,351,52.76,-114.11,1,4,2,120,5,30,120,1
ABRAND00964,601,52.8,-114.1,1,4,2,120,5,30,120,1
ABRAND00965,362,52.67,-114.1,1,4,2,120,5,30,120,1
ABRAND00966,351,52.33,-114.09,1,4,2,120,5,30,120,1
ABRAND00967,361,52.75,-114.09,1,4,2,120,5,30,120,1
ABRAND00968,611,52.99,-114.09,1,4,2,120,5,30,120,1
ABRAND00969,351,52.6,-114.09,1,4,2,120,5,30,120,1
ABRAND00970,351,52.74,-114.08,1,4,2,120,5,30,120,1
ABRAND00971,503,52.83,-114.08,1,4,2,120,5,30,120,1
ABRAND00972,351,53.04,-114.08,1,4,2,120,5,30,120,1
ABRAND00973,311,52.73,-114.07,1,4,2,120,5,30,120,1
ABRAND00974,503,52.57,-114.06,1,4,2,120,5,30,120,1
ABRAND00975,361,52.68,-114.06,1,4,2,120,5,30,120,1
ABRAND00976,311,56.07,-114.05,1,4,2,120,5,30,120,1
ABRAND00977,362,52.98,-114.05,1,4,2,120,5,30,120,1
ABRAND00978,361,52.74,-114.05,1,4,2,120,5,30,120,1
ABRAND00979,351,52.8,-114.04,1,4,2,120,5,30,120,1
ABRAND00980,351,52.66,-114.04,1,4,2,120,5,30,120,1
ABRAND00981,601,52.69,-114.04,1,4,2,120,5,30,120,1
ABRAND00982,351,52.7,-114.04,1,4,2,120,5,30,120,1
ABRAND00983,322,52.83,-114.04,1,4,2,120,5,30,120,1
ABRAND00984,351,52.71,-114.04,1,4,2,120,5,30,120,1
ABRAND00985,361,52.95,-114.03,1,4,2,120,5,30,120,1
ABRAND00986,362,52.76,-114.02,1,4,2,120,5,30,120,1
ABRAND00987,621,52.77,-114.02,1,4,2,120,5,30,120,1
ABRAND00988,621,52.69,-114.02,1,4,2,120,5,30,120,1
ABRAND00989,351,52.64,-114.02,1,4,2,120,5,30,120,1
ABRAND00990,351,52.97,-114.01,1,4,2,120,5,30,120,1
ABRAND00991,351,52.86,-114,1,4,2,120,5,30,120,1
ABRAND00992,351,52.77,-113.99,1,4,2,120,5,30,120,1
ABRAND00993,621,52.59,-113.99,1,4,2,120,5,30,120,1
ABRAND00994,601,52.92,-113.99,1,4,2,120,5,30,120,1
ABRAND00995,351,52.89,-113.99,1,4,2,120,5,30,120,1
ABRAND00996,361,52.74,-113.98,1,4,2,120,5,30,120,1
ABRAND00997,322,52.91,-113.96,1,4,2,120,5,30,120,1
ABRAND00998,621,52.77,-113.94,1,4,2,120,5,30,120,1
ABRAND00999,601,55.62,-113.94,1,4,2,120,5,30,120,1
ABRAND01000,322,52.84,-113.93,1,4,2,120,5,30,120,1
ABRAND01001,601,52.42,-113.92,1,4,2,120,5,30,120,1
ABRAND01002,351,53.06,-113.92,1,4,2,120,5,30,120,1
ABRAND01003,361,52.9,-113.91,1,4,2,120,5,30,120,1
ABRAND01004,601,52.94,-113.91,1,4,2,120,5,30,120,1
ABRAND01005,351,52.96,-113.91,1,4,2,120,5,30,120,1
ABRAND01006,601,50.19,-113.9,1,4,2,120,5,30,120,1
ABRAND01007,361,53.01,-113.88,1,4,2,120,5,30,120,1
ABRAND01008,361,52.77,-113.88,1,4,2,120,5,30,120,1
ABRAND01009,351,52.73,-113.86,1,4,2,120,5,30,120,1
ABRAND01010,601,53.28,-113.86,1,4,2,120,5,30,120,1
ABRAND01011,601,55.66,-113.86,1,4,2,120,5,30,120,1
ABRAND01012,331,55.51,-113.85,1,4,2,120,5,30,120,1
ABRAND01013,601,52.96,-113.85,1,4,2,120,5,30,120,1
ABRAND01014,601,52.88,-113.8,1,4,2,120,5,30,120,1
ABRAND01015,342,55.51,-113.8,1,4,2,120,5,30,120,1
ABRAND01016,601,53.74,-113.8,1,4,2,120,5,30,120,1
ABRAND01017,601,53.7,-113.77,1,4,2,120,5,30,120,1
ABRAND01018,601,50.22,-113.66,1,4,2,120,5,30,120,1
ABRAND01019,601,50.42,-113.61,1,4,2,120,5,30,120,1
ABRAND01020,601,50.2,-113.55,1,4,2,120,5,30,120,1
ABRAND01021,601,51.01,-113.52,1,4,2,120,5,30,120,1
ABRAND01022,601,53.76,-113.51,1,4,2,120,5,30,120,1
ABRAND01023,601,55.4,-113.5,1,4,2,120,5,30,120,1
ABRAND01024,601,56.19,-113.48,1,4,2,120,5,30,120,1
ABRAND01025,601,55.63,-113.44,1,4,2,120,5,30,120,1
ABRAND01026,601,50.76,-113.43,1,4,2,120,5,30,120,1
ABRAND01027,601,56.22,-113.41,1,4,2,120,5,30,120,1
ABRAND01028,601,56.12,-113.37,1,4,2,120,5,30,120,1
ABRAND01029,601,52.02,-113.37,1,4,2,120,5,30,120,1
ABRAND01030,601,50.11,-113.36,1,4,2,120,5,30,120,1
ABRAND01031,601,50.43,-113.26,1,4,2,120,5,30,120,1
ABRAND01032,601,51.68,-113.26,1,4,2,120,5,30,120,1
ABRAND01033,621,56.26,-113.24,1,4,2,120,5,30,120,1
ABRAND01034,601,51.38,-113.24,1,4,2,120,5,30,120,1
ABRAND01035,601,56.1,-113.23,1,4,2,120,5,30,120,1
ABRAND01036,601,50.34,-113.23,1,4,2,120,5,30,120,1
ABRAND01037,601,56.42,-113.19,1,4,2,120,5,30,120,1
ABRAND01038,601,53.72,-113.16,1,4,2,120,5,30,120,1
ABRAND01039,601,53.87,-113.14,1,4,2,120,5,30,120,1
ABRAND01040,601,51.61,-113.12,1,4,2,120,5,30,120,1
ABRAND01041,601,56.11,-113.12,1,4,2,120,5,30,120,1
ABRAND01042,601,51.66,-113.08,1,4,2,120,5,30,120,1
ABRAND01043,601,51.67,-113.06,1,4,2,120,5,30,120,1
ABRAND01044,601,51.92,-113.05,1,4,2,120,5,30,120,1
ABRAND01045,601,56.05,-113.03,1,4,2,120,5,30,120,1
ABRAND01046,601,56.22,-113,1,4,2,120,5,30,120,1
ABRAND01047,601,51.48,-112.99,1,4,2,120,5,30,120,1
ABRAND01048,601,51.84,-112.95,1,4,2,120,5,30,120,1
ABRAND01049,601,51.41,-112.94,1,4,2,120,5,30,120,1
ABRAND01050,601,56.17,-112.93,1,4,2,120,5,30,120,1
ABRAND01051,601,51.58,-112.92,1,4,2,120,5,30,120,1
ABRAND01052,601,56.17,-112.92,1,4,2,120,5,30,120,1
ABRAND01053,601,51.72,-112.9,1,4,2,120,5,30,120,1
ABRAND01054,601,51.68,-112.88,1,4,2,120,5,30,120,1
ABRAND01055,601,51.75,-112.86,1,4,2,120,5,30,120,1
ABRAND01056,601,54.6,-112.86,1,4,2,120,5,30,120,1
ABRAND01057,601,56.23,-112.85,1,4,2,120,5,30,120,1
ABRAND01058,601,56.27,-112.85,1,4,2,120,5,30,120,1
ABRAND01059,601,51.81,-112.8,1,4,2,120,5,30,120,1
ABRAND01060,601,56.07,-112.78,1,4,2,120,5,30,120,1
ABRAND01061,601,50.17,-112.78,1,4,2,120,5,30,120,1
ABRAND01062,601,50.46,-112.78,1,4,2,120,5,30,120,1
ABRAND01063,601,50.3,-112.77,1,4,2,120,5,30,120,1
ABRAND01064,601,56.1,-112.75,1,4,2,120,5,30,120,1
ABRAND01065,601,51.69,-112.69,1,4,2,120,5,30,120,1
ABRAND01066,601,51.74,-112.68,1,4,2,120,5,30,120,1
ABRAND01067,601,50.17,-112.68,1,4,2,120,5,30,120,1
ABRAND01068,601,51.66,-112.62,1,4,2,120,5,30,120,1
ABRAND01069,601,50.42,-112.61,1,4,2,120,5,30,120,1
ABRAND01070,601,54.43,-112.55,1,4,2,120,5,30,120,1
ABRAND01071,601,56.15,-112.46,1,4,2,120,5,30,120,1
ABRAND01072,601,54.17,-112.4,1,4,2,120,5,30,120,1
ABRAND01073,601,50.15,-112.32,1,4,2,120,5,30,120,1
ABRAND01074,601,50.13,-112.29,1,4,2,120,5,30,120,1
ABRAND01075,601,51.05,-112.29,1,4,2,120,5,30,120,1
ABRAND01076,601,52.95,-112.2,1,4,2,120,5,30,120,1
ABRAND01077,601,52.15,-112.13,1,4,2,120,5,30,120,1
ABRAND01078,601,50.2,-112.1,1,4,2,120,5,30,120,1
ABRAND01079,601,51.07,-112.03,1,4,2,120,5,30,120,1
ABRAND01080,601,53.06,-112.03,1,4,2,120,5,30,120,1
ABRAND01081,601,51.11,-111.93,1,4,2,120,5,30,120,1
ABRAND01082,601,52.86,-111.77,1,4,2,120,5,30,120,1
ABRAND01083,601,52.87,-111.75,1,4,2,120,5,30,120,1
ABRAND01084,601,51.02,-111.72,1,4,2,120,5,30,120,1
ABRAND01085,601,52.86,-111.68,1,4,2,120,5,30,120,1
ABRAND01086,601,51.03,-111.55,1,4,2,120,5,30,120,1
ABRAND01087,601,51.04,-111.52,1,4,2,120,5,30,120,1
ABRAND01088,601,50.97,-111.51,1,4,2,120,5,30,120,1
ABRAND01089,601,51.04,-111.48,1,4,2,120,5,30,120,1
ABRAND01090,601,51.2,-111.47,1,4,2,120,5,30,120,1
ABRAND01091,601,50.8,-111.46,1,4,2,120,5,30,120,1
ABRAND01092,601,55.24,-111.44,1,4,2,120,5,30,120,1
ABRAND01093,601,55.92,-111.38,1,4,2,120,5,30,120,1
ABRAND01094,601,49.68,-111.37,1,4,2,120,5,30,120,1
ABRAND01095,601,51.31,-111.35,1,4,2,120,5,30,120,1
ABRAND01096,601,49.12,-111.35,1,4,2,120,5,30,120,1
ABRAND01097,601,55.73,-111.34,1,4,2,120,5,30,120,1
ABRAND01098,601,50.15,-111.33,1,4,2,120,5,30,120,1
ABRAND01099,601,50.23,-111.31,1,4,2,120,5,30,120,1
ABRAND01100,601,50.16,-111.3,1,4,2,120,5,30,120,1
ABRAND01101,601,50.36,-111.26,1,4,2,120,5,30,120,1
ABRAND01102,601,50.5,-111.25,1,4,2,120,5,30,120,1
ABRAND01103,601,50.43,-111.23,1,4,2,120,5,30,120,1
ABRAND01104,601,55.79,-111.22,1,4,2,120,5,30,120,1
ABRAND01105,601,50.74,-111.21,1,4,2,120,5,30,120,1
ABRAND01106,601,55.03,-111.09,1,4,2,120,5,30,120,1
ABRAND01107,601,49.2,-111.08,1,4,2,120,5,30,120,1
ABRAND01108,601,55.65,-111.05,1,4,2,120,5,30,120,1
ABRAND01109,601,49.39,-110.99,1,4,2,120,5,30,120,1
ABRAND01110,601,55.36,-110.99,1,4,2,120,5,30,120,1
ABRAND01111,601,50.19,-110.98,1,4,2,120,5,30,120,1
ABRAND01112,344,55.76,-110.97,1,4,2,120,5,30,120,1
ABRAND01113,601,50.22,-110.96,1,4,2,120,5,30,120,1
ABRAND01114,506,55.3,-110.95,1,4,2,120,5,30,120,1
ABRAND01115,344,55.82,-110.95,1,4,2,120,5,30,120,1
ABRAND01116,601,50.04,-110.95,1,4,2,120,5,30,120,1
ABRAND01117,601,50.17,-110.93,1,4,2,120,5,30,120,1
ABRAND01118,601,49.06,-110.92,1,4,2,120,5,30,120,1
ABRAND01119,601,55.25,-110.9,1,4,2,120,5,30,120,1
ABRAND01120,506,55.51,-110.88,1,4,2,120,5,30,120,1
ABRAND01121,601,55.13,-110.88,1,4,2,120,5,30,120,1
ABRAND01122,503,55.22,-110.85,1,4,2,120,5,30,120,1
ABRAND01123,601,55.14,-110.82,1,4,2,120,5,30,120,1
ABRAND01124,601,55.34,-110.79,1,4,2,120,5,30,120,1
ABRAND01125,601,50.35,-110.77,1,4,2,120,5,30,120,1
ABRAND01126,344,55.46,-110.77,1,4,2,120,5,30,120,1
ABRAND01127,601,50.75,-110.76,1,4,2,120,5,30,120,1
ABRAND01128,601,50.29,-110.76,1,4,2,120,5,30,120,1
ABRAND01129,331,55.52,-110.76,1,4,2,120,5,30,120,1
ABRAND01130,601,55.06,-110.75,1,4,2,120,5,30,120,1
ABRAND01131,361,55.1,-110.73,1,4,2,120,5,30,120,1
ABRAND01132,601,50.55,-110.71,1,4,2,120,5,30,120,1
ABRAND01133,601,54.71,-110.71,1,4,2,120,5,30,120,1
ABRAND01134,362,54.76,-110.71,1,4,2,120,5,30,120,1
ABRAND01135,601,54.97,-110.7,1,4,2,120,5,30,120,1
ABRAND01136,331,54.9,-110.68,1,4,2,120,5,30,120,1
ABRAND01137,601,55.83,-110.68,1,4,2,120,5,30,120,1
ABRAND01138,601,54.86,-110.67,1,4,2,120,5,30,120,1
ABRAND01139,601,55.1,-110.67,1,4,2,120,5,30,120,1
ABRAND01140,601,50.42,-110.66,1,4,2,120,5,30,120,1
ABRAND01141,601,55.11,-110.65,1,4,2,120,5,30,120,1
ABRAND01142,601,54.83,-110.63,1,4,2,120,5,30,120,1
ABRAND01143,601,55.13,-110.62,1,4,2,120,5,30,120,1
ABRAND01144,506,55.24,-110.6,1,4,2,120,5,30,120,1
ABRAND01145,601,55.15,-110.6,1,4,2,120,5,30,120,1
ABRAND01146,506,54.99,-110.59,1,4,2,120,5,30,120,1
ABRAND01147,503,54.93,-110.57,1,4,2,120,5,30,120,1
ABRAND01148,601,55.08,-110.57,1,4,2,120,5,30,120,1
ABRAND01149,601,54.79,-110.54,1,4,2,120,5,30,120,1
ABRAND01150,601,50.58,-110.53,1,4,2,120,5,30,120,1
ABRAND01151,344,55.09,-110.53,1,4,2,120,5,30,120,1
ABRAND01152,362,54.98,-110.51,1,4,2,120,5,30,120,1
ABRAND01153,601,54.87,-110.51,1,4,2,120,5,30,120,1
ABRAND01154,506,55,-110.5,1,4,2,120,5,30,120,1
ABRAND01155,601,55.28,-110.49,1,4,2,120,5,30,120,1
ABRAND01156,601,55.05,-110.49,1,4,2,120,5,30,120,1
ABRAND01157,601,54.71,-110.48,1,4,2,120,5,30,120,1
ABRAND01158,601,54.96,-110.48,1,4,2,120,5,30,120,1
ABRAND01159,601,55.1,-110.47,1,4,2,120,5,30,120,1
ABRAND01160,601,55.02,-110.45,1,4,2,120,5,30,120,1
ABRAND01161,601,55.39,-110.45,1,4,2,120,5,30,120,1
ABRAND01162,601,50.7,-110.44,1,4,2,120,5,30,120,1
ABRAND01163,601,50.4,-110.44,1,4,2,120,5,30,120,1
ABRAND01164,601,55.19,-110.43,1,4,2,120,5,30,120,1
ABRAND01165,601,54.99,-110.43,1,4,2,120,5,30,120,1
ABRAND01166,601,54.76,-110.4,1,4,2,120,5,30,120,1
ABRAND01167,506,55.26,-110.32,1,4,2,120,5,30,120,1
ABRAND01168,601,49.43,-110.31,1,4,2,120,5,30,120,1
ABRAND01169,601,54.64,-110.27,1,4,2,120,5,30,120,1
