datetime,active_leaks,new_leaks,n_tags,cum_repaired_leaks,daily_emissions_kg,OGI_prop_sites_avail,OGI_cost,OGI_redund_tags,OGI_sites_visited
2011-03-01 23:00:00,439,4,0,0,3277.110808108796,0.0,0.0,0.0,0.0
2011-03-02 23:00:00,443,2,0,0,3286.8266417279956,0.0,0.0,0.0,0.0
2011-03-03 23:00:00,445,2,0,0,3287.8886128991953,0.0,0.0,0.0,0.0
2011-03-04 23:00:00,447,2,0,0,3289.7702608703953,0.0,0.0,0.0,0.0
2011-03-05 23:00:00,449,6,0,0,3296.6988496703952,0.0,0.0,0.0,0.0
2011-03-06 23:00:00,455,1,0,0,3343.666158547195,0.0,0.0,0.0,0.0
2011-03-07 23:00:00,456,1,0,0,3345.0065105183953,0.0,0.0,0.0,0.0
2011-03-08 23:00:00,457,3,0,0,3347.477569699195,0.0,0.0,0.0,0.0
2011-03-09 23:00:00,460,2,0,0,3352.677448118395,0.0,0.0,0.0,0.0
2011-03-10 23:00:00,462,1,0,0,4222.791006537595,0.0,0.0,0.0,0.0
2011-03-11 23:00:00,463,3,0,0,4223.627867347195,0.0,0.0,0.0,0.0
2011-03-12 23:00:00,466,4,0,0,4234.240705679995,0.0,0.0,0.0,0.0
2011-03-13 23:00:00,470,5,0,0,4243.222782547195,0.144,0.0,0.0,0.0
2011-03-14 23:00:00,475,5,0,0,4258.946142604796,0.394,0.0,0.0,0.0
2011-03-15 23:00:00,480,1,0,0,4309.472257804796,0.092,0.0,0.0,0.0
2011-03-16 23:00:00,481,4,0,0,4312.613493014396,0.038,0.0,0.0,0.0
2011-03-17 23:00:00,485,0,0,0,4355.685189014395,0.162,0.0,0.0,0.0
2011-03-18 23:00:00,485,4,0,0,4355.685189014395,0.0,0.0,0.0,0.0
2011-03-19 23:00:00,489,3,0,0,4407.501822566395,0.044,0.0,0.0,0.0
2011-03-20 23:00:00,492,5,0,0,4415.157294566396,0.184,0.0,0.0,0.0
2011-03-21 23:00:00,497,5,0,0,4435.573604975995,0.342,0.0,0.0,0.0
2011-03-22 23:00:00,502,4,0,0,4456.115358681595,0.072,0.0,0.0,0.0
2011-03-23 23:00:00,506,3,0,0,4479.098958777596,0.04,0.0,0.0,0.0
2011-03-24 23:00:00,509,4,0,0,4495.887726739195,0.0,0.0,0.0,0.0
2011-03-25 23:00:00,513,2,0,0,4509.774117129596,0.0,0.0,0.0,0.0
2011-03-26 23:00:00,515,1,0,0,4513.025329948796,0.0,0.0,0.0,0.0
2011-03-27 23:00:00,516,3,0,0,4522.113947519996,0.0,0.0,0.0,0.0
2011-03-28 23:00:00,519,5,0,0,4523.7000307679955,0.0,0.0,0.0,0.0
2011-03-29 23:00:00,524,6,0,0,4584.101790729595,0.0,0.0,0.0,0.0
2011-03-30 23:00:00,530,5,0,0,4636.176184339195,0.782,0.0,0.0,0.0
2011-03-31 23:00:00,535,5,0,0,4654.422155606394,0.596,0.0,0.0,0.0
2011-04-01 23:00:00,540,6,0,0,4662.737493263993,0.048,0.0,0.0,0.0
2011-04-02 23:00:00,546,2,0,0,4671.262475683193,0.0,0.0,0.0,0.0
2011-04-03 23:00:00,548,7,0,0,4677.828482131193,0.0,0.0,0.0,0.0
2011-04-04 23:00:00,555,1,0,0,4692.072299644792,0.0,0.0,0.0,0.0
2011-04-05 23:00:00,556,6,0,0,4695.043413254392,0.0,0.0,0.0,0.0
2011-04-06 23:00:00,562,3,0,0,4748.769189244793,0.0,0.0,0.0,0.0
2011-04-07 23:00:00,565,2,0,0,4753.267960435193,0.0,0.0,0.0,0.0
2011-04-08 23:00:00,567,4,0,0,4765.037282035194,0.804,0.0,0.0,0.0
2011-04-09 23:00:00,571,5,0,0,4781.253822796793,0.79,0.0,0.0,0.0
2011-04-10 23:00:00,576,3,0,0,4811.061189139194,0.33,0.0,0.0,0.0
2011-04-11 23:00:00,579,2,0,0,4815.491224377593,0.506,0.0,0.0,0.0
2011-04-12 23:00:00,581,5,0,0,4850.293979606393,0.682,0.0,0.0,0.0
2011-04-13 23:00:00,586,0,0,0,4857.674507711992,0.576,0.0,0.0,0.0
2011-04-14 23:00:00,586,3,0,0,4857.674507711992,0.75,0.0,0.0,0.0
2011-04-15 23:00:00,589,3,0,0,4928.744094940792,0.668,0.0,0.0,0.0
2011-04-16 23:00:00,592,5,0,0,4931.603512617592,0.518,0.0,0.0,0.0
2011-04-17 23:00:00,597,2,0,0,4947.247826179191,0.478,0.0,0.0,0.0
2011-04-18 23:00:00,599,2,0,0,4978.333682179191,0.182,0.0,0.0,0.0
2011-04-19 23:00:00,601,4,0,0,4982.588440588791,0.166,0.0,0.0,0.0
2011-04-20 23:00:00,605,3,0,0,5004.412120684789,0.694,0.0,0.0,0.0
2011-04-21 23:00:00,608,2,0,0,5010.09830625599,0.838,0.0,0.0,0.0
2011-04-22 23:00:00,610,7,0,0,5013.79973979839,0.938,0.0,0.0,0.0
2011-04-23 23:00:00,617,3,0,0,5031.73983588479,0.788,0.0,0.0,0.0
2011-04-24 23:00:00,620,3,0,0,5050.79001826559,0.952,0.0,0.0,0.0
2011-04-25 23:00:00,623,7,0,0,5056.84737832319,0.13,0.0,0.0,0.0
2011-04-26 23:00:00,630,4,0,0,5081.571717580791,0.364,0.0,0.0,0.0
2011-04-27 23:00:00,634,11,0,0,5086.561951151992,0.022,0.0,0.0,0.0
2011-04-28 23:00:00,645,3,0,0,5113.164501561592,0.224,0.0,0.0,0.0
2011-04-29 23:00:00,648,4,0,0,5120.545029580793,0.054,0.0,0.0,0.0
2011-04-30 23:00:00,652,4,0,0,5134.268171923193,0.218,0.0,0.0,0.0
2011-05-01 23:00:00,656,4,22,0,5143.523474361594,0.694,3000.0,0.0,10.0
2011-05-02 19:30:00,660,3,33,0,5155.444015228793,0.582,3000.0,0.0,8.0
2011-05-03 17:56:00,663,3,47,0,5165.893605686393,0.056,3000.0,0.0,10.0
2011-05-04 19:11:00,666,4,47,0,5180.840248924793,0.0,0.0,0.0,0.0
2011-05-05 23:11:00,670,4,47,0,5321.126988201592,0.0,0.0,0.0,0.0
2011-05-06 23:11:00,674,3,58,0,5337.130447382392,0.036,3000.0,0.0,9.0
2011-05-07 18:21:00,677,2,66,0,5338.936485849592,0.066,3000.0,0.0,8.0
2011-05-08 18:12:00,679,1,74,0,5352.068498659191,0.374,3000.0,0.0,7.0
2011-05-09 17:12:00,680,2,89,0,5355.048204230391,0.782,3000.0,0.0,9.0
2011-05-10 19:02:00,682,8,94,0,5367.238533849591,0.082,3000.0,0.0,9.0
2011-05-11 18:51:00,690,1,109,0,5469.431782003191,0.61,3000.0,0.0,9.0
2011-05-12 19:30:00,691,1,117,0,5479.231817174391,0.996,3000.0,0.0,8.0
2011-05-13 18:32:00,692,4,130,0,5481.604927612791,0.954,3000.0,0.0,9.0
2011-05-14 18:39:00,696,5,138,0,5525.64923791679,0.88,3000.0,0.0,9.0
2011-05-15 17:13:00,701,8,152,0,5531.66191949759,0.674,3000.0,0.0,8.0
2011-05-16 19:04:00,709,3,164,0,5558.3985051647915,0.58,3000.0,0.0,9.0
2011-05-17 18:23:00,712,1,148,22,5563.435135535991,0.382,3000.0,0.0,9.0
2011-05-18 17:47:00,691,3,154,33,5339.821461955192,0.296,3000.0,0.0,8.0
2011-05-19 17:31:00,683,4,156,47,5293.14112592639,0.152,3000.0,0.0,9.0
2011-05-20 17:43:00,673,3,164,47,5257.673349811191,0.71,3000.0,0.0,8.0
2011-05-21 17:57:00,676,3,172,47,5263.18769537279,0.984,3000.0,0.0,8.0
2011-05-22 17:39:00,679,5,179,58,5266.566069811191,0.996,3000.0,0.0,9.0
2011-05-23 19:09:00,673,3,179,66,5311.665477734392,1.0,3000.0,0.0,8.0
2011-05-24 17:14:00,668,6,188,74,5263.173948095993,0.998,3000.0,0.0,10.0
2011-05-25 19:07:00,666,4,187,89,5261.541468220794,0.938,3000.0,0.0,9.0
2011-05-26 17:32:00,655,5,192,94,5060.741272876792,0.378,3000.0,0.0,8.0
2011-05-27 17:50:00,655,5,184,109,5062.799915999993,0.976,3000.0,0.0,8.0
2011-05-28 17:37:00,645,1,205,117,5050.6181782559925,1.0,3000.0,0.0,8.0
2011-05-29 18:41:00,638,5,206,130,5010.711775027192,0.348,3000.0,0.0,7.0
2011-05-30 19:12:00,630,2,207,138,4109.357704435197,0.986,3000.0,0.0,8.0
2011-05-31 17:16:00,624,1,203,152,4038.3534164255952,1.0,3000.0,0.0,9.0
2011-06-01 18:50:00,611,1,200,164,3875.724040204796,0.216,3000.0,0.0,8.0
2011-06-02 18:46:00,600,3,203,170,3823.1238161951965,0.336,3000.0,0.0,8.0
2011-06-03 17:21:00,597,3,200,187,3778.187656147196,0.234,3000.0,0.0,9.0
2011-06-04 19:23:00,583,0,203,203,3722.8379921567957,0.698,3000.0,0.0,7.0
2011-06-05 19:17:00,567,2,207,211,3687.318664271995,0.972,3000.0,0.0,10.0
2011-06-06 18:50:00,561,2,223,219,3668.256453023995,0.926,3000.0,0.0,8.0
2011-06-07 18:15:00,555,2,214,237,3655.9303698239955,1.0,3000.0,0.0,9.0
2011-06-08 19:19:00,539,3,224,245,3612.607787491195,0.252,3000.0,0.0,6.0
2011-06-09 17:02:00,534,3,216,262,3595.231326729595,0.972,3000.0,0.0,8.0
2011-06-10 19:05:00,520,5,211,276,3405.5337138623945,0.428,3000.0,0.0,8.0
2011-06-11 18:20:00,511,3,208,286,3405.379057862395,0.146,3000.0,0.0,8.0
2011-06-12 18:12:00,504,2,209,293,3325.9803857855945,0.95,3000.0,0.0,8.0
2011-06-13 18:00:00,499,6,192,322,3278.3549297471945,0.854,3000.0,0.0,8.0
2011-06-14 18:28:00,476,4,185,336,3274.8906354335945,0.484,3000.0,0.0,8.0
2011-06-15 17:15:00,466,4,195,345,3118.504206643195,0.97,3000.0,0.0,8.0
2011-06-16 17:53:00,461,3,197,355,3093.834856233595,1.0,3000.0,0.0,8.0
2011-06-17 17:22:00,454,1,199,364,3032.707931395195,1.0,3000.0,0.0,9.0
2011-06-18 18:34:00,446,0,201,373,2963.5938834911944,0.836,3000.0,0.0,10.0
2011-06-19 19:10:00,437,3,217,387,2899.842961795195,0.736,3000.0,0.0,9.0
2011-06-20 18:24:00,426,3,213,406,2861.139438547194,0.136,3000.0,0.0,8.0
2011-06-21 19:15:00,410,2,215,418,2671.8215921279966,0.18,3000.0,0.0,10.0
2011-06-22 18:30:00,400,6,203,442,2545.414369775998,0.238,3000.0,0.0,8.0
2011-06-23 18:15:00,382,2,210,451,2514.4367728895986,0.286,3000.0,0.0,9.0
2011-06-24 21:18:00,375,3,202,469,2492.487649583998,0.994,3000.0,0.0,8.0
2011-06-25 18:09:00,360,4,200,478,2381.143921632,0.988,3000.0,0.0,9.0
2011-06-26 17:55:00,355,4,204,487,2336.8298224895993,0.726,3000.0,0.0,8.0
2011-06-27 19:20:00,350,3,213,494,2331.1161424511993,0.896,3000.0,0.0,10.0
2011-06-28 18:35:00,346,6,219,502,2260.9349680607997,0.998,3000.0,0.0,8.0
2011-06-29 18:27:00,344,4,221,514,2234.4681713183995,1.0,3000.0,0.0,9.0
2011-06-30 18:05:00,336,3,219,521,2223.088926364799,0.894,3000.0,0.0,7.0
2011-07-01 23:59:00,332,5,201,540,2225.2025584223998,0.964,1500.0,0.0,1.0
2011-07-02 23:16:00,318,3,189,552,2179.225047945599,0.46,0.0,0.0,0.0
2011-07-03 23:16:00,309,3,178,563,2162.723252659199,0.402,0.0,0.0,0.0
2011-07-04 23:16:00,301,6,167,574,2153.2978287071987,0.786,0.0,0.0,0.0
2011-07-05 23:16:00,296,2,137,604,2155.0213837727993,0.27,0.0,0.0,0.0
2011-07-06 23:16:00,268,2,122,619,2050.266001248,0.198,0.0,0.0,0.0
2011-07-07 23:16:00,255,1,108,633,1127.1071531520001,0.996,0.0,0.0,0.0
2011-07-08 23:16:00,242,6,96,645,1019.0318218560001,0.85,0.0,0.0,0.0
2011-07-09 23:16:00,236,2,80,661,976.9035273696003,0.948,0.0,0.0,0.0
2011-07-10 23:16:00,222,4,70,671,940.5524937312005,0.956,0.0,0.0,0.0
2011-07-11 23:16:00,216,1,63,678,919.0913960736002,1.0,0.0,0.0,0.0
2011-07-12 23:16:00,210,4,50,691,889.6809801024001,0.986,0.0,0.0,0.0
2011-07-13 23:16:00,201,2,34,707,822.5843337504002,0.64,0.0,0.0,0.0
2011-07-14 23:16:00,187,5,20,721,763.3442121119999,0.922,0.0,0.0,0.0
2011-07-15 23:16:00,178,4,6,735,593.9546507136001,0.988,0.0,0.0,0.0
2011-07-16 23:16:00,168,1,1,740,527.0349994272004,1.0,0.0,0.0,0.0
2011-07-17 23:16:00,164,4,0,741,497.3204266848002,0.556,0.0,0.0,0.0
2011-07-18 23:16:00,167,3,0,741,554.8198090752002,1.0,0.0,0.0,0.0
2011-07-19 23:16:00,170,3,0,741,563.0646922848001,0.94,0.0,0.0,0.0
2011-07-20 23:16:00,173,2,0,741,572.4007595424001,0.964,0.0,0.0,0.0
2011-07-21 23:16:00,175,0,0,741,700.7085322848001,0.928,0.0,0.0,0.0
2011-07-22 23:16:00,175,1,0,741,700.7085322848001,0.968,0.0,0.0,0.0
2011-07-23 23:16:00,176,3,0,741,731.7892330560001,0.998,0.0,0.0,0.0
2011-07-24 23:16:00,179,0,0,741,744.7064458752001,0.478,0.0,0.0,0.0
2011-07-25 23:16:00,179,5,0,741,744.7064458752001,0.718,0.0,0.0,0.0
2011-07-26 23:16:00,184,4,0,741,767.9134378368001,1.0,0.0,0.0,0.0
2011-07-27 23:16:00,188,4,0,741,776.9126986272001,1.0,0.0,0.0,0.0
2011-07-28 23:16:00,192,2,0,741,783.4649578848001,0.994,0.0,0.0,0.0
2011-07-29 23:16:00,194,3,0,741,789.3573514848001,1.0,0.0,0.0,0.0
2011-07-30 23:16:00,197,2,0,741,803.4430762656001,1.0,0.0,0.0,0.0
2011-07-31 23:16:00,199,4,0,741,823.2063947424001,1.0,0.0,0.0,0.0
2011-08-01 23:16:00,203,5,0,741,827.244634752,0.906,0.0,0.0,0.0
2011-08-02 23:16:00,208,0,0,741,832.9428491904001,0.936,0.0,0.0,0.0
2011-08-03 23:16:00,208,5,0,741,832.9428491904001,1.0,0.0,0.0,0.0
2011-08-04 23:16:00,213,4,0,741,842.5435500576001,0.948,0.0,0.0,0.0
2011-08-05 23:16:00,217,3,0,741,844.4612845440003,0.868,0.0,0.0,0.0
2011-08-06 23:16:00,220,1,0,741,851.2592749920002,0.968,0.0,0.0,0.0
2011-08-07 23:16:00,221,3,0,741,862.2553165920002,0.588,0.0,0.0,0.0
2011-08-08 23:16:00,224,4,0,741,869.8025293920002,0.09,0.0,0.0,0.0
2011-08-09 23:16:00,228,3,0,741,885.9468973824002,0.876,0.0,0.0,0.0
2011-08-10 23:16:00,231,4,0,741,895.4908909920001,0.964,0.0,0.0,0.0
2011-08-11 23:16:00,235,2,0,741,903.4316174304001,0.76,0.0,0.0,0.0
2011-08-12 23:16:00,237,1,0,741,1773.9266606208002,0.75,0.0,0.0,0.0
2011-08-13 23:16:00,238,2,0,741,1775.7309805920002,0.964,0.0,0.0,0.0
2011-08-14 23:16:00,240,4,0,741,1776.913239744,1.0,0.0,0.0,0.0
2011-08-15 23:16:00,244,3,0,741,1797.4464014015998,1.0,0.0,0.0,0.0
2011-08-16 23:16:00,247,2,0,741,1803.5553134015997,0.98,0.0,0.0,0.0
2011-08-17 23:16:00,249,2,0,741,1816.4914286399996,1.0,0.0,0.0,0.0
2011-08-18 23:16:00,251,4,0,741,1827.4084238303997,0.942,0.0,0.0,0.0
2011-08-19 23:16:00,255,6,0,741,1830.9345806303995,0.9,0.0,0.0,0.0
2011-08-20 23:16:00,261,1,0,741,1842.2794574783993,0.98,0.0,0.0,0.0
2011-08-21 23:16:00,262,5,0,741,1851.5038287167993,0.998,0.0,0.0,0.0
2011-08-22 23:16:00,267,3,0,741,1860.9447183551993,1.0,0.0,0.0,0.0
2011-08-23 23:16:00,270,4,0,741,1887.4750959071991,0.438,0.0,0.0,0.0
2011-08-24 23:16:00,274,1,0,741,2007.9555567263992,0.79,0.0,0.0,0.0
2011-08-25 23:16:00,275,5,0,741,2010.363035097599,0.994,0.0,0.0,0.0
2011-08-26 23:16:00,280,3,0,741,2132.8437135455993,0.972,0.0,0.0,0.0
2011-08-27 23:16:00,283,4,0,741,2140.7724112031988,0.466,0.0,0.0,0.0
2011-08-28 23:16:00,287,3,0,741,2145.912145631998,0.868,0.0,0.0,0.0
2011-08-29 23:16:00,290,6,0,741,2152.737630460798,1.0,0.0,0.0,0.0
2011-08-30 23:16:00,296,5,0,741,2162.0032431839973,1.0,0.0,0.0,0.0
2011-08-31 23:16:00,301,2,0,741,2183.249540851197,1.0,0.0,0.0,0.0
2011-09-01 23:16:00,303,3,0,741,2242.5498064799967,0.942,0.0,0.0,0.0
2011-09-02 23:16:00,306,2,0,741,2252.977057699197,0.996,0.0,0.0,0.0
2011-09-03 23:16:00,308,6,0,741,2263.065784127997,1.0,0.0,0.0,0.0
2011-09-04 23:16:00,314,7,0,741,2282.1108113663972,0.998,0.0,0.0,0.0
2011-09-05 23:16:00,321,4,0,741,2307.9194610335976,0.996,0.0,0.0,0.0
2011-09-06 23:16:00,325,8,0,741,2315.8137906719976,1.0,0.0,0.0,0.0
2011-09-07 23:16:00,333,5,0,741,2347.5784146623973,1.0,0.0,0.0,0.0
2011-09-08 23:16:00,338,8,0,741,2361.5490066047973,0.872,0.0,0.0,0.0
2011-09-09 23:16:00,346,3,0,741,3245.6881459007973,0.868,0.0,0.0,0.0
2011-09-10 23:16:00,349,5,0,741,3254.2165651391974,0.896,0.0,0.0,0.0
2011-09-11 23:16:00,354,0,0,741,3262.506126739197,0.548,0.0,0.0,0.0
2011-09-12 23:16:00,354,3,0,741,3262.506126739197,0.052,0.0,0.0,0.0
2011-09-13 23:16:00,357,1,0,741,3265.5665971295966,0.942,0.0,0.0,0.0
2011-09-14 23:16:00,358,1,0,741,3266.1611635679965,0.37,0.0,0.0,0.0
2011-09-15 23:16:00,359,2,0,741,3271.9676372063964,0.852,0.0,0.0,0.0
2011-09-16 23:16:00,361,6,0,741,3273.6362036831965,0.198,0.0,0.0,0.0
2011-09-17 23:16:00,367,4,0,741,3299.479221369596,0.01,0.0,0.0,0.0
2011-09-18 23:16:00,371,5,0,741,3314.1784150079957,0.32,0.0,0.0,0.0
2011-09-19 23:16:00,376,1,0,741,3321.8768469887955,0.808,0.0,0.0,0.0
2011-09-20 23:16:00,377,3,0,741,3325.7621494079954,0.93,0.0,0.0,0.0
2011-09-21 23:16:00,380,6,0,741,3352.701506284795,0.936,0.0,0.0,0.0
2011-09-22 23:16:00,386,4,0,741,3408.7350934943947,0.626,0.0,0.0,0.0
2011-09-23 23:16:00,390,3,0,741,3446.1566903519947,0.708,0.0,0.0,0.0
2011-09-24 23:16:00,393,3,0,741,3457.901954303995,0.064,0.0,0.0,0.0
2011-09-25 23:16:00,396,5,0,741,3480.308171884795,0.278,0.0,0.0,0.0
2011-09-26 23:16:00,401,2,0,741,3530.530130227195,0.228,0.0,0.0,0.0
2011-09-27 23:16:00,403,3,0,741,3532.1952597983955,1.0,0.0,0.0,0.0
2011-09-28 23:16:00,406,3,0,741,3654.1672918559957,0.942,0.0,0.0,0.0
2011-09-29 23:16:00,409,5,0,741,3658.9547543039957,0.786,0.0,0.0,0.0
2011-09-30 23:16:00,414,0,0,741,3684.8699446751953,0.11,0.0,0.0,0.0
2011-10-01 23:16:00,414,6,0,741,3684.8699446751953,0.624,0.0,0.0,0.0
2011-10-02 23:16:00,420,5,0,741,3936.450578284795,0.994,0.0,0.0,0.0
2011-10-03 23:16:00,425,5,0,741,3954.0968278847945,0.962,0.0,0.0,0.0
2011-10-04 23:16:00,430,2,0,741,3979.8951670943948,0.992,0.0,0.0,0.0
2011-10-05 23:16:00,432,2,0,741,3983.2975990943946,0.988,0.0,0.0,0.0
2011-10-06 23:16:00,434,3,0,741,3989.9753014751946,1.0,0.0,0.0,0.0
2011-10-07 23:16:00,437,2,0,741,3991.3173719423944,0.756,0.0,0.0,0.0
2011-10-08 23:16:00,439,4,0,741,3999.081103142394,0.97,0.0,0.0,0.0
2011-10-09 23:16:00,443,2,0,741,4003.9957271231942,0.286,0.0,0.0,0.0
2011-10-10 23:16:00,445,2,0,741,4009.858907932794,0.602,0.0,0.0,0.0
2011-10-11 23:16:00,447,3,0,741,4012.8265847231937,0.322,0.0,0.0,0.0
2011-10-12 23:16:00,450,3,0,741,4032.1190615615938,0.888,0.0,0.0,0.0
2011-10-13 23:16:00,453,1,0,741,4037.313784751994,0.576,0.0,0.0,0.0
2011-10-14 23:16:00,454,2,0,741,4041.123477580794,0.734,0.0,0.0,0.0
2011-10-15 23:16:00,456,2,0,741,4087.104424790394,0.058,0.0,0.0,0.0
2011-10-16 23:16:00,458,2,0,741,4103.939589638395,0.016,0.0,0.0,0.0
2011-10-17 23:16:00,460,4,0,741,4107.745845647995,0.914,0.0,0.0,0.0
2011-10-18 23:16:00,464,4,0,741,4170.211404134395,0.742,0.0,0.0,0.0
2011-10-19 23:16:00,468,0,0,741,4299.019231305595,0.92,0.0,0.0,0.0
2011-10-20 23:16:00,468,1,0,741,4299.019231305595,0.468,0.0,0.0,0.0
2011-10-21 23:16:00,469,0,0,741,4308.645708143995,0.828,0.0,0.0,0.0
2011-10-22 23:16:00,469,2,0,741,4308.645708143995,1.0,0.0,0.0,0.0
2011-10-23 23:16:00,471,3,0,741,4314.264876172795,0.014,0.0,0.0,0.0
2011-10-24 23:16:00,474,3,0,741,4315.596636182395,0.098,0.0,0.0,0.0
2011-10-25 23:16:00,477,2,0,741,4319.277448982394,0.072,0.0,0.0,0.0
2011-10-26 23:16:00,479,3,0,741,4319.810153020794,0.398,0.0,0.0,0.0
2011-10-27 23:16:00,482,3,0,741,4322.396345039994,0.014,0.0,0.0,0.0
2011-10-28 23:16:00,485,4,0,741,4325.233423391995,0.052,0.0,0.0,0.0
2011-10-29 23:16:00,489,2,0,741,4375.790469878394,0.0,0.0,0.0,0.0
2011-10-30 07:16:00,491,3,0,741,4384.739897049594,0.0,0.0,0.0,0.0
