facility_ID,subtype_code,lat,lon,OGI_required_surveys,truck_required_surveys,aircraft_required_surveys,OGI_time,aircraft_time,truck_time,OGI_FU_time,total_emissions_kg,active_leaks,repaired_leaks,currently_flagged,flagged_by,date_flagged,lat_index,lon_index,OGI_t_since_last_LDAR,OGI_surveys_conducted,attempted_today_OGI?,surveys_done_this_year_OGI,OGI_missed_leaks,initial_leaks,cum_frac_sites,cum_frac_emissions
ABRAND00849,361,52.37,-114.36,1,4,2,120,5,30,120,9182.971576454402,2,21,False,,,15,11,129,6,False,1,2,0,0.050100200400801605,0.43949209282886426
ABRAND00835,601,52.42,-114.4,1,4,2,120,5,30,120,5256.9481846752005,0,13,False,,,15,11,129,6,False,1,0,0,0.052104208416833664,0.44496259962862383
ABRAND00830,601,52.55,-114.42,1,4,2,120,5,30,120,7545.875878627199,0,16,False,,,15,11,129,6,False,1,0,0,0.05410821643286573,0.45006002349533153
ABRAND00837,322,52.25,-114.39,1,4,2,120,5,30,120,1603.4476283136,1,5,False,,,15,11,129,6,False,1,0,0,0.056112224448897796,0.4549991450571984
ABRAND01099,601,50.23,-111.31,1,4,2,120,5,30,120,3047.252477328,5,8,False,,,20,17,128,6,False,1,2,0,0.05811623246492986,0.45968156531626864
ABRAND01101,601,50.36,-111.26,1,4,2,120,5,30,120,1704.3520907807997,0,5,False,,,19,17,128,6,False,1,0,0,0.06012024048096192,0.46432739267619805
ABRAND01073,601,50.15,-112.32,1,4,2,120,5,30,120,6671.789390995199,1,15,False,,,20,15,128,6,False,1,1,0,0.06212424849699399,0.4689680091536229
ABRAND01067,601,50.17,-112.68,1,4,2,120,5,30,120,9943.315415769599,0,14,False,,,20,15,128,6,False,1,0,0,0.06412825651302605,0.47355463866884034
ABRAND01074,601,50.13,-112.29,1,4,2,120,5,30,120,4662.270054921601,0,14,False,,,20,15,128,6,False,1,0,0,0.06613226452905811,0.478066648788092
ABRAND01018,601,50.22,-113.66,1,4,2,120,5,30,120,7657.525457913601,0,13,False,,,20,13,128,6,False,1,0,1,0.06813627254509018,0.4825685808427514
ABRAND01030,601,50.11,-113.36,1,4,2,120,5,30,120,7123.4725854816015,1,19,False,,,20,13,128,6,False,1,0,5,0.07014028056112225,0.4869140965078368
ABRAND01020,601,50.2,-113.55,1,4,2,120,5,30,120,4490.101894752,1,10,False,,,20,13,128,6,False,1,0,0,0.07214428857715431,0.4909984864072113
ABRAND00209,351,54.25,-118.72,1,4,2,120,5,30,120,1865.4005234304,1,8,False,,,11,3,117,6,False,1,0,0,0.07414829659318638,0.4947825490484565
ABRAND00208,351,54.34,-118.72,1,4,2,120,5,30,120,6406.971927206399,0,10,False,,,11,3,117,6,False,1,0,0,0.07615230460921844,0.49854537048029357
ABRAND00680,621,52.66,-115.06,1,4,2,120,5,30,120,4062.428182944,0,15,False,,,15,10,117,6,False,1,0,0,0.0781563126252505,0.5022937309428185
ABRAND00663,321,52.4,-115.13,1,4,2,120,5,30,120,8805.4184244672,1,14,False,,,15,10,117,6,False,1,0,0,0.08016032064128256,0.5059441568005228
ABRAND01100,601,50.16,-111.3,1,4,2,120,5,30,120,92140.506612432,0,16,False,,,20,17,117,6,False,1,0,0,0.08216432865731463,0.5095460479734508
ABRAND01006,601,50.19,-113.9,1,4,2,120,5,30,120,9089.815352803202,1,17,False,,,20,12,117,6,False,1,0,0,0.0841683366733467,0.5131437913324682
ABRAND00719,621,52.52,-114.86,1,4,2,120,5,30,120,3946.0856519232007,1,11,False,,,15,10,117,6,False,1,0,0,0.08617234468937876,0.5167388464722077
ABRAND00648,361,52.74,-115.16,1,4,2,120,5,30,120,13110.649658006401,1,11,False,,,15,10,117,6,False,1,1,0,0.08817635270541083,0.5202218470972318
ABRAND00721,311,52.33,-114.83,1,4,2,120,5,30,120,23591.090518387202,1,18,False,,,15,10,117,6,False,1,0,1,0.09018036072144289,0.5236997499168643
ABRAND00019,601,54.97,-119.89,1,4,2,120,5,30,120,3243.2256657216003,1,12,False,,,10,0,115,6,False,1,0,0,0.09218436873747494,0.5271573582061807
ABRAND00093,311,54.84,-119.51,1,4,2,120,5,30,120,13147.988777510403,0,10,False,,,10,1,115,6,False,1,0,0,0.09418837675350701,0.5305472887560599
ABRAND00147,601,54.88,-119.14,1,4,2,120,5,30,120,11393.799627772802,0,15,False,,,10,2,115,6,False,1,0,0,0.09619238476953908,0.5339120869052874
ABRAND00155,601,54.8,-119.1,1,4,2,120,5,30,120,12749.435159270402,1,12,False,,,10,2,115,6,False,1,0,0,0.09819639278557114,0.5372261159472584
ABRAND00069,601,55.01,-119.6,1,4,2,120,5,30,120,5552.387555385601,1,12,False,,,10,1,115,6,False,1,0,0,0.10020040080160321,0.5405034507622568
ABRAND00080,601,54.85,-119.56,1,4,2,120,5,30,120,3963.1682640384006,0,11,False,,,10,1,115,6,False,1,0,0,0.10220440881763528,0.5437471918234558
ABRAND00106,311,55.2,-119.4,1,4,2,120,5,30,120,9923.8442256288,1,14,False,,,10,1,115,6,False,1,2,0,0.10420841683366733,0.5469711121887366
ABRAND00152,601,54.8,-119.12,1,4,2,120,5,30,120,9269.7129221184,1,14,False,,,10,2,115,6,False,1,0,1,0.1062124248496994,0.5501595465998388
ABRAND00768,311,52.04,-114.62,1,4,2,120,5,30,120,7834.775002790402,0,13,False,,,16,11,114,6,False,1,0,0,0.10821643286573146,0.5533242712765069
ABRAND00801,621,52.48,-114.5,1,4,2,120,5,30,120,10351.6777001952,1,18,False,,,15,11,114,6,False,1,0,0,0.11022044088176353,0.5564620339292089
ABRAND00872,621,52.26,-114.32,1,4,2,120,5,30,120,8385.3899244864,1,12,False,,,15,11,114,6,False,1,0,0,0.11222444889779559,0.5595821278641566
ABRAND00897,362,52.67,-114.26,1,4,2,120,5,30,120,25916.896771459207,0,13,False,,,15,11,114,6,False,1,0,8,0.11422845691382766,0.5626972032892956
ABRAND00826,621,52.12,-114.43,1,4,2,120,5,30,120,10105.1629054272,0,18,False,,,16,11,114,6,False,1,0,0,0.11623246492985972,0.5657706212905904
ABRAND00730,601,52.22,-114.8,1,4,2,120,5,30,120,9202.375713110401,2,13,False,,,16,10,114,6,False,1,0,0,0.11823647294589178,0.568767916592479
ABRAND00774,311,51.68,-114.6,1,4,2,120,5,30,120,144153.56193825597,2,14,False,,,17,11,114,6,False,1,0,0,0.12024048096192384,0.5717063397100769
ABRAND00713,351,52.12,-114.9,1,4,2,120,5,30,120,361566.1898269633,1,25,False,,,16,10,114,6,False,1,0,7,0.12224448897795591,0.5745729261867718
ABRAND00727,601,52.24,-114.81,1,4,2,120,5,30,120,16824.2632669152,0,13,False,,,16,10,114,6,False,1,0,1,0.12424849699398798,0.5774217522167142
ABRAND00423,311,53.21,-115.92,1,4,2,120,5,30,120,19212.6623010912,0,18,False,,,14,8,108,6,False,1,0,0,0.12625250501002003,0.580236741115535
ABRAND00382,351,52.99,-116.03,1,4,2,120,5,30,120,9009.205155561602,2,11,False,,,14,8,108,6,False,1,0,0,0.1282565130260521,0.5830457616873855
ABRAND00449,361,53.17,-115.87,1,4,2,120,5,30,120,7360.2251103456,0,9,False,,,14,8,108,6,False,1,0,0,0.13026052104208416,0.5857649788809515
ABRAND00474,311,53.07,-115.8,1,4,2,120,5,30,120,28223.364186144005,0,10,False,,,14,8,108,6,False,1,0,2,0.13226452905811623,0.5884569117069979
ABRAND00394,361,52.88,-116,1,4,2,120,5,30,120,59418.36267399361,0,14,False,,,14,8,108,6,False,1,0,0,0.1342685370741483,0.5911481885739563
ABRAND00374,351,52.92,-116.07,1,4,2,120,5,30,120,11457.583262841603,2,18,False,,,14,8,108,6,False,1,0,2,0.13627254509018036,0.593824790896826
ABRAND00333,361,53.15,-116.24,1,4,2,120,5,30,120,121357.17304905597,2,11,False,,,14,8,108,6,False,1,5,2,0.13827655310621242,0.5964750444343563
ABRAND01025,601,55.63,-113.44,1,4,2,120,5,30,120,147954.29157299516,1,12,False,,,9,13,108,6,False,1,0,0,0.1402805611222445,0.5991008382522282
ABRAND01162,601,50.7,-110.44,1,4,2,120,5,30,120,10092.721710384,1,9,False,,,19,19,105,6,False,1,0,0,0.14228456913827656,0.6016921522268169
ABRAND01150,601,50.58,-110.53,1,4,2,120,5,30,120,10067.2910741088,1,9,False,,,19,19,105,6,False,1,0,0,0.14428857715430862,0.6042628398839596
ABRAND01091,601,50.8,-111.46,1,4,2,120,5,30,120,1935.6573131999999,2,6,False,,,18,17,105,6,False,1,6,0,0.1462925851703407,0.6068251795981902
ABRAND01084,601,51.02,-111.72,1,4,2,120,5,30,120,11470.185977846404,2,6,False,,,18,17,105,6,False,1,2,0,0.14829659318637275,0.6093395995221702
ABRAND01086,601,51.03,-111.55,1,4,2,120,5,30,120,32384.1536561952,0,27,False,,,18,17,105,6,False,1,0,0,0.15030060120240482,0.6118424938802587
ABRAND01089,601,51.04,-111.48,1,4,2,120,5,30,120,7181.865472780801,0,11,False,,,18,17,105,6,False,1,0,0,0.1523046092184369,0.6143394914330673
ABRAND01088,601,50.97,-111.51,1,4,2,120,5,30,120,5108.586660028799,3,16,False,,,18,17,105,6,False,1,0,0,0.15430861723446893,0.6167891966724051
