,datetime,mean,std,low,high,program,variable,value
0,2011-01-02 07:00:00,3.5304493653504,0.4640113070435286,3.061426004380801,3.93384617252352,P_ref,0,3.6076570756992
1,2011-01-03 07:00:00,3.5517403414080007,0.47557611360270696,3.077989833985921,3.97661783586624,P_ref,0,3.6092380037184
2,2011-01-04 07:00:00,3.5851105237248,0.44785748294598765,3.1433175593107205,3.99147907456224,P_ref,0,3.6267863044032
3,2011-01-05 07:00:00,3.6256979861568,0.38877228469440617,3.25500135869088,3.9936495856406395,P_ref,0,3.6289274308415997
4,2011-01-06 07:00:00,3.6320595028992,0.3853973900243592,3.2630477666457596,3.9952150480684803,P_ref,0,3.6389491394688003
5,2011-01-07 07:00:00,3.6652017109247996,0.38728868371832026,3.2912601142521596,4.02671521037664,P_ref,0,3.6798230017728
6,2011-01-08 07:00:00,3.6994574421504,0.4218918210317564,3.30135760447488,4.10288569621056,P_ref,0,3.693188716992
7,2011-01-09 07:00:00,3.7118219030208,0.41364810303101,3.3188995472687997,4.10483092512096,P_ref,0,3.7117199426112
8,2011-01-10 07:00:00,3.8023918934975995,0.44054109846069117,3.3350050795046395,4.12073402985504,P_ref,0,3.9777385730688
9,2011-01-11 07:00:00,3.8256223703616,0.4450429141239074,3.3566484992889603,4.162855279069438,P_ref,0,3.9806117378496
10,2011-01-12 07:00:00,3.9011449046975994,0.44269489345764157,3.4278234244041608,4.1799461416934385,P_ref,0,4.129992249753599
11,2011-01-13 07:00:00,3.9135368598911993,0.44834251310064027,3.4341766927372808,4.195872273038399,P_ref,0,4.145330688134399
12,2011-01-14 07:00:00,3.9291170199552,0.4443999482113533,3.454008403536001,4.197237370004159,P_ref,0,4.172632627449599
13,2011-01-15 07:00:00,3.941002619999999,0.4326273916808223,3.4784416458489607,4.204154101898879,P_ref,0,4.175602022649597
14,2011-01-16 07:00:00,3.9618559768319996,0.4123067399550847,3.5209945569974406,4.215304627657919,P_ref,0,4.182341587430399
15,2011-01-17 07:00:00,4.5509601560256,0.5849123165122078,4.200151944499199,5.176241123218562,P_ref,0,4.198683571487999
16,2011-01-18 07:00:00,4.588208194406399,0.5725901631190967,4.222800800141759,5.2003069715376,P_ref,0,4.218843840249599
17,2011-01-19 07:00:00,4.606994888755199,0.5581375109563682,4.2557322176323185,5.2037492703811195,P_ref,0,4.252445433734398
18,2011-01-20 07:00:00,4.611628840838399,0.558710882460369,4.262734526031358,5.209027679626561,P_ref,0,4.259758944383998
19,2011-01-21 07:00:00,4.6276557849216,0.5663625018416074,4.2770563590124775,5.2332488714736005,P_ref,0,4.274392838803197
20,2011-01-22 07:00:00,4.652549672947198,0.5596816170862031,4.310688540188157,5.250974167474558,P_ref,0,4.308582125260798
21,2011-01-23 07:00:00,4.763916885772799,0.5552595053854928,4.360472482161597,5.35263179004288,P_ref,0,4.545951590879999
22,2011-01-24 07:00:00,4.785686722598398,0.5428101625225016,4.398496378231678,5.362384397454718,P_ref,0,4.562736922022397
23,2011-01-25 07:00:00,4.8354103449791985,0.6005584144439692,4.424105865237119,5.475615615961918,P_ref,0,4.566115296460797
24,2011-01-26 07:00:00,4.846197314591998,0.5908944693231523,4.4431660144454375,5.476264655639038,P_ref,0,4.579096090003197
25,2011-01-27 07:00:00,4.887918921023998,0.5924458222370792,4.512234524831998,5.5213030604620785,P_ref,0,4.584742752499197
26,2011-01-28 07:00:00,4.958553180211198,0.5952889600392539,4.609807163288636,5.594633374858558,P_ref,0,4.609243699718396
27,2011-01-29 07:00:00,4.962805647436798,0.5958125598158718,4.6116111396988755,5.599535798217597,P_ref,0,4.610807443814396
28,2011-01-30 07:00:00,4.998924124243198,0.5853465365012283,4.645980518117758,5.624714310333118,P_ref,0,4.677928147814396
29,2011-01-31 07:00:00,5.046077020319998,0.5598169581807074,4.672130785678078,5.643678401006398,P_ref,0,4.782953319091196
30,2011-02-01 07:00:00,5.097733269983998,0.6285329444649537,4.683009460602237,5.769033103414078,P_ref,0,4.795879124044796
31,2011-02-02 07:00:00,5.107680514771197,0.6240078400727282,4.686245379593276,5.773437878048637,P_ref,0,4.820242599359996
32,2011-02-03 07:00:00,5.1172015963967965,0.6196435965072518,4.697283006455037,5.778177397179838,P_ref,0,4.833604877759996
33,2011-02-04 07:00:00,5.164946767583996,0.6055173255838044,4.7217171079555165,5.806353142895036,P_ref,0,4.931797690310396
34,2011-02-05 07:00:00,5.187163388428797,0.5984772041186273,4.766092210388156,5.823834769935357,P_ref,0,4.933516090233597
35,2011-02-06 07:00:00,5.231094857279996,0.5556270347924319,4.871998920899515,5.824906879697277,P_ref,0,4.954958285471996
36,2011-02-07 07:00:00,5.285171759731196,0.5768981052957319,4.893546797904955,5.900489844356158,P_ref,0,5.0220033799679955
37,2011-02-08 07:00:00,5.3054591901695956,0.5764114591477024,4.915576686047036,5.920384448548795,P_ref,0,5.040703008691195
38,2011-02-09 07:00:00,5.366153078265595,0.6350191968647546,4.948352588635194,6.044451897496317,P_ref,0,5.059684455206394
39,2011-02-10 07:00:00,5.461001884684795,0.5596925283299069,5.104409772142074,6.059328945387836,P_ref,0,5.176607828025595
40,2011-02-11 07:00:00,5.495172841555195,0.5636185533121586,5.138438044484154,6.097751853981114,P_ref,0,5.205944352902397
41,2011-02-12 07:00:00,5.552174460729596,0.5454400625849163,5.214422423180156,6.135395812030074,P_ref,0,5.211845338463996
42,2011-02-13 07:00:00,5.624441199993594,0.5099797452228387,5.287129989263994,6.169070781423354,P_ref,0,5.282213818463994
