facility_ID,facility_name,operator_code,operator,lat,lon,required_surveys_aircraft,required_surveys_OGI,required_surveys_M21,OGI_time,M21_time,aircraft_time,OGI_FU_time
ABBT0041085,Josephine 06-30-081-10w6            ,0HE9,Canadian Natural Resources Limited        ,56.0489006,-119.5569992,5,0,0,120,240,10,120
ABBT0041124,Altex Gadsby 8-28                   ,A5R5,Pengrowth Energy Corporation              ,52.2066002,-112.651001,5,0,0,120,240,10,120
ABBT0041130,Poco Leahurst 14-27                 ,0R89,Signalta Resources Limited                ,52.4758987,-112.5149994,5,0,0,120,240,10,120
ABBT0041168,Ksituan 07-22-078-09w6              ,0HE9,Canadian Natural Resources Limited        ,55.7722015,-119.3030014,5,0,0,120,240,10,120
ABBT0041175,Cdn Oxy Heldar 11-17                ,A662,Point Loma Resources Ltd.                 ,54.0152016,-114.8610001,5,0,0,120,240,10,120
ABBT0041176,Pex Gilby 10-29                     ,A2PH,Journey Energy Inc.                       ,52.5614014,-114.3939972,5,0,0,120,240,10,120
ABBT0041182,Nco Whitecourt 02-03                ,A5RD,Enerplus Corporation                      ,54.2415009,-115.560997,5,0,0,120,240,10,120
ABBT0041184,Pengrowth Provost 14-19             ,A60R,Caltex Resources Ltd.                     ,52.1992989,-110.1389999,5,0,0,120,240,10,120
ABBT0041194,Sceptre Gilby 2-35 Bty              ,0TM9,NAL Resources Limited                     ,52.4813995,-114.1790009,5,0,0,120,240,10,120
ABBT0041198,Pcp Countess Bty #8 3-25            ,A7NW,Torxen Energy Ltd.                        ,50.6320992,-112.2350006,5,0,0,120,240,10,120
ABBT0041254,Dekalb Nelson 16-32                 ,A7H2,AlphaBow Energy Ltd.                      ,52.7542,-113.7320023,5,0,0,120,240,10,120
ABBT0041259,Norcen Ferrybank 4-25               ,A628,Tori Resources Inc.                       ,52.7289009,-113.9430008,5,0,0,120,240,10,120
ABBT0041260,Norcen Ferrybank 6-25               ,A628,Tori Resources Inc.                       ,52.7324982,-113.9369965,5,0,0,120,240,10,120
ABBT0041261,Norcen Ferrybank 12-25              ,A628,Tori Resources Inc.                       ,52.7361984,-113.9430008,5,0,0,120,240,10,120
ABBT0041270,Anderson Wildmere 7-2               ,0K29,Devon Canada Corporation                  ,53.1960983,-110.7699966,5,0,0,120,240,10,120
ABBT0041294,Remington Grand Forks 15-26         ,0CZ4,New North Resources Ltd.                  ,49.9444008,-111.8099976,5,0,0,120,240,10,120
ABBT0041298,Crestar Sylvan Lake 8-6             ,0TM9,NAL Resources Limited                     ,52.1352997,-114.2549973,5,0,0,120,240,10,120
ABBT0041304,Pedco Pembina 8-34                  ,0BP8,Obsidian Energy Ltd.                      ,53.0094986,-115.0680008,5,0,0,120,240,10,120
ABBT0041308,Big Meadow 10-12-062-06w4 Gas Bty   ,A2JR,Gear Energy Ltd.                          ,54.3497009,-110.7649994,5,0,0,120,240,10,120
ABBT0041310,Nel Ansell 7-27                     ,0R46,Husky Oil Operations Limited              ,53.4303017,-116.7129974,5,0,0,120,240,10,120
ABBT0041371,Ammin Pcp Adams 16-5                ,A5TC,Questfire Energy Corp.                    ,55.1251984,-115.1839981,5,0,0,120,240,10,120
ABBT0041377,Pcp Pembina 4-1                     ,A2PH,Journey Energy Inc.                       ,53.0195999,-114.1689987,5,0,0,120,240,10,120
ABBT0041385,Zargon Twining 08-08                ,A7G6,Hadeed Resources Inc.                     ,51.7271004,-113.3619995,5,0,0,120,240,10,120
ABBT0041403,Tripet Willgr 8-13                  ,0BP8,Obsidian Energy Ltd.                      ,52.5287018,-114.723999,5,0,0,120,240,10,120
ABBT0041420,Pcp Strathmore Bty #1               ,A2LN,Anterra Energy Inc.                       ,50.8907013,-113.401001,5,0,0,120,240,10,120
ABBT0041433,Colin Pembina 06-01                 ,0BP8,Obsidian Energy Ltd.                      ,53.0233994,-115.3330002,5,0,0,120,240,10,120
ABBT0041438,Colgas Cranberry 7-24               ,0K29,Devon Canada Corporation                  ,57.3426018,-118.3359985,5,0,0,120,240,10,120
ABBT0041442,Cabre Cygnet 6-17                   ,0TM9,NAL Resources Limited                     ,52.266201,-113.9720001,5,0,0,120,240,10,120
ABBT0041443,Atcor Pembina 16-16                 ,A5BE,Whitecap Resources Inc.                   ,53.0597,-114.663002,5,0,0,120,240,10,120
ABBT0041477,Greencourt 09-26-059-09w5           ,0HE9,Canadian Natural Resources Limited        ,54.1323013,-115.2300034,5,0,0,120,240,10,120
ABBT0041497,Brevia Redwater Battery #5          ,A6N5,Ohana Resources Inc.                      ,53.9435005,-113.0599976,5,0,0,120,240,10,120
ABBT0041533,Colin Kidney 7-19                   ,A6AG,Crimson Oil & Gas Ltd.                    ,56.9938011,-114.9509964,5,0,0,120,240,10,120
ABBT0041551,Unocal Cessford 16-2                ,A50K,Success Resources Ltd.                    ,51.2832985,-111.8600006,5,0,0,120,240,10,120
ABBT0041555,Apl Niton 8-10-55-11                ,A2PH,Journey Energy Inc.                       ,53.7356987,-115.5410004,5,0,0,120,240,10,120
ABBT0041564,Select Garr 6-28                    ,A5BE,Whitecap Resources Inc.                   ,51.9462013,-114.3710022,5,0,0,120,240,10,120
ABBT0041567,Strath Provost 11-27                ,0T82,Prairie Provident Resources Canada Ltd.   ,52.2103996,-110.4960022,5,0,0,120,240,10,120
ABBT0041601,Dantel Pembina 6-20                 ,A73C,Baccalieu Energy Inc.                     ,52.8931007,-115.1279984,5,0,0,120,240,10,120
ABBT0041610,Ferrybank 8-36-42-28w4              ,0Z5F,Sequoia Resources Corp.                   ,52.6577988,-113.8939972,5,0,0,120,240,10,120
ABBT0041628,Fgpc Med R. 02-04                   ,A7J4,Certus Oil And Gas Inc.                   ,52.3210983,-114.3700027,5,0,0,120,240,10,120
ABBT0041629,Pinnacle Provost 15d-23             ,0YK4,Surge Energy Inc.                         ,52.1992989,-110.6090012,5,0,0,120,240,10,120
ABBT0041649,Signalta Mitsue 13-20               ,A73W,Enercapita Energy Ltd.                    ,55.3431015,-114.7429962,5,0,0,120,240,10,120
ABBT0041697,City Of Med H Medhat 15-7           ,A5RD,Enerplus Corporation                      ,50.0750999,-110.6729965,5,0,0,120,240,10,120
ABBT0041702,Ralston 5-14 05-14-018-10w4         ,0HE9,Canadian Natural Resources Limited        ,50.5192986,-111.2850037,5,0,0,120,240,10,120
ABBT0041712,Renaissance Rumsey 16-26            ,A663,Trident Exploration (Alberta) Corp.       ,51.8655014,-112.8659973,5,0,0,120,240,10,120
ABBT0041716,Opinac Byemoor 3-32                 ,A2J6,Crescent Point Energy Corp.               ,51.9564018,-112.5240021,5,0,0,120,240,10,120
ABBT0041718,Kakut Galleon 14-12 Central Bty     ,A517,Long Run Exploration Ltd.                 ,55.4886017,-118.3270035,5,0,0,120,240,10,120
ABBT0041731,Fgpc Cecil 14-32                    ,0Z0H,Harvest Operations Corp.                  ,56.2454987,-119.0719986,5,0,0,120,240,10,120
ABBT0041747,Mobil Mcleod Valley Ggs             ,A5D4,Cenovus Energy Inc.                       ,53.7794991,-115.9680023,5,0,0,120,240,10,120
ABBT0041760,Circ Sprngco 4-34                   ,0E9R,Convega Energy Ltd.                       ,49.3358002,-113.0289993,5,0,0,120,240,10,120
ABBT0041788,Union Pacific Ferrybank 12-17       ,0Z5F,Sequoia Resources Corp.                   ,52.7070999,-113.8949966,5,0,0,120,240,10,120
ABBT0041815,Northstar Robin 1-31                ,A7AZ,SanLing Energy Ltd.                       ,50.1226006,-112.7149963,5,0,0,120,240,10,120
ABBT0041818,Bp Willesden Green 06-10            ,0LN7,Yangarra Resources Corp.                  ,52.2517014,-114.6350021,5,0,0,120,240,10,120
ABBT0041833,Husky Frog Lake Bty #1 01-23        ,A7H7,West Lake Energy Corp.                    ,53.8478012,-110.3300018,5,0,0,120,240,10,120
ABBT0041876,Co-Enerco Niton 07-12               ,A5D4,Cenovus Energy Inc.                       ,53.7355995,-115.6460037,5,0,0,120,240,10,120
ABBT0041891,Cirque Cessford 08-34               ,A6BY,Venturion Oil Limited                     ,51.0868988,-111.7289963,5,0,0,120,240,10,120
ABBT0041893,Pcp Wilson Creek 14-31              ,A727,Sifton Petroleum Inc.                     ,52.6669998,-114.5690002,5,0,0,120,240,10,120
ABBT0041905,Kerr Mcgee Bonnie Glen 09-02        ,A76W,Longshore Resources Ltd.                  ,53.0269012,-113.9789963,5,0,0,120,240,10,120
ABBT0041909,Kelt Pouce Coupe 8-33               ,A6D7,Kelt Exploration Ltd.                     ,55.9761009,-119.8050003,5,0,0,120,240,10,120
ABBT0041971,Amax Minhik 01-29                   ,0HE9,Canadian Natural Resources Limited        ,52.7293015,-114.5360031,5,0,0,120,240,10,120
ABBT0041981,Unex Sylvan Lake 06-07              ,0TM9,NAL Resources Limited                     ,52.1643982,-114.4209976,5,0,0,120,240,10,120
ABBT0041990,D Energy Oyen 08-04                 ,A68P,Canlin Resources Partnership              ,51.4508018,-110.6409988,5,0,0,120,240,10,120
ABBT0041993,Pcp Wilson Creek 06-31              ,A727,Sifton Petroleum Inc.                     ,52.6595001,-114.5690002,5,0,0,120,240,10,120
ABBT0042011,Garrington 14-21-37-6w5             ,A5D4,Cenovus Energy Inc.                       ,52.2008018,-114.802002,5,0,0,120,240,10,120
ABBT0042041,Ferrybank 07-26-43-28w4 Multi Gas   ,0Z5F,Sequoia Resources Corp.                   ,52.7326012,-113.9550018,5,0,0,120,240,10,120
ABBT0042052,Brinkerhoff Pakowki 13-16           ,A6D5,LGX Oil + Gas Inc.                        ,49.3903008,-110.9000015,5,0,0,120,240,10,120
ABBT0042087,Deep Valley 10-30-062-24w5          ,0HE9,Canadian Natural Resources Limited        ,54.3941002,-117.5859985,5,0,0,120,240,10,120
ABBT0042089,Petrodyne Ferrybank 7-22            ,0TM9,NAL Resources Limited                     ,52.7179985,-113.9789963,5,0,0,120,240,10,120
ABBT0042093,Nul Greencourt 04-20                ,A662,Point Loma Resources Ltd.                 ,53.9828987,-115.2929993,5,0,0,120,240,10,120
ABBT0042122,Ranger Claresholm 15-36             ,0HE9,Canadian Natural Resources Limited        ,50.0465012,-113.5579987,5,0,0,120,240,10,120
ABBT0042129,Aztec Banrty 8-35                   ,A5RD,Enerplus Corporation                      ,50.6502991,-111.836998,5,0,0,120,240,10,120
ABBT0042151,Enron S. Kaybob 6-15                ,0HE9,Canadian Natural Resources Limited        ,54.0996017,-116.6169968,5,0,0,120,240,10,120
ABBT0042152,Glen Isle Progress 12-31            ,A5BE,Whitecap Resources Inc.                   ,55.8050003,-119.3929977,5,0,0,120,240,10,120
ABBT0042173,Cometra Fourth 16-11                ,A562,Border Petroleum Limited                  ,56.0997009,-119.2829971,5,0,0,120,240,10,120
ABBT0042175,Poco Tomahawk 6-18                  ,0FC1,Adanac Oil & Gas Limited                  ,53.4887009,-114.8769989,5,0,0,120,240,10,120
ABBT0042177,Shell Simonette D1 Gas Btty         ,A7ME,Gain Energy Ltd.                          ,54.4233017,-117.7730026,5,0,0,120,240,10,120
ABBT0042250,Tristar Redwater 03-07-55-20w4      ,A6EF,Rally Canada Resources Ltd.               ,53.7326012,-112.9660034,5,0,0,120,240,10,120
ABBT0042256,Renaissance Provost 07-23           ,0YK4,Surge Energy Inc.                         ,52.1921005,-110.6090012,5,0,0,120,240,10,120
ABBT0042277,Canhunter Cheder Bty #3 6-16        ,A5D4,Cenovus Energy Inc.                       ,52.1791,-114.9449997,5,0,0,120,240,10,120
ABBT0042288,Hussar 10-20                        ,0R46,Husky Oil Operations Limited              ,51.1487999,-112.8970032,5,0,0,120,240,10,120
ABBT0042289,Cyn-Pem 10-31-50-11w5               ,0AY2,Joli Fou Petroleums Ltd                   ,53.3614998,-115.5950012,5,0,0,120,240,10,120
ABBT0042292,Wle Provost 04-05-38-03w4           ,A7H7,West Lake Energy Corp.                    ,52.2322998,-110.4069977,5,0,0,120,240,10,120
ABBT0042309,Mulligan 11-25-081-11w6             ,0HE9,Canadian Natural Resources Limited        ,56.0525017,-119.5830002,5,0,0,120,240,10,120
ABBT0042326,Cdn 88 Penhold 10-31                ,A6L2,Canadian Oil & Gas International Inc.     ,52.1375008,-113.8470001,5,0,0,120,240,10,120
ABBT0042334,Lpi Pembina 16-22                   ,A77B,HBC Energy Ltd.                           ,53.2486992,-114.3460007,5,0,0,120,240,10,120
ABBT0042354,Poco Tomahawk 16-2                  ,0FC1,Adanac Oil & Gas Limited                  ,53.4668999,-114.9140015,5,0,0,120,240,10,120
ABBT0042355,Reber Mirage 6-3 Bty                ,0ME3,Reber Exploration Ltd.                    ,55.8162003,-119.1650009,5,0,0,120,240,10,120
ABBT0042370,Fairborne Peco 07-01                ,A73X,Boulder Energy Ltd.                       ,53.0233002,-116.2050018,5,0,0,120,240,10,120
ABBT0042391,Gannon Ghost Pine 4-10              ,0L3H,Canyon Oil & Gas Corporation              ,51.7237015,-113.0490036,5,0,0,120,240,10,120
ABBT0042437,Hco Oyen 11-17                      ,A0A7,NuVista Energy Ltd.                       ,51.4835014,-110.6760025,5,0,0,120,240,10,120
ABBT0042452,Canhunter Pedigree 13-01            ,0HE9,Canadian Natural Resources Limited        ,57.7424011,-119.9929962,5,0,0,120,240,10,120
ABBT0042476,Hco Redwater  9-6                   ,A5TT,Tamarack Acquisition Corp.                ,53.8125,-112.8059998,5,0,0,120,240,10,120
ABBT0042477,Chauvco Ronalane 01-01              ,A7AZ,SanLing Energy Ltd.                       ,50.0499001,-111.6449966,5,0,0,120,240,10,120
ABBT0042493,Aec Jenner 6-23 Battery             ,A6A7,Cardinal Energy Ltd.                      ,50.7086983,-111.1500015,5,0,0,120,240,10,120
ABBT0042505,Cabre Joarcam 5-23                  ,A5RD,Enerplus Corporation                      ,53.2414017,-112.973999,5,0,0,120,240,10,120
ABBT0042516,Anderson Tangent 11-26              ,0HE9,Canadian Natural Resources Limited        ,55.9651985,-117.6449966,5,0,0,120,240,10,120
ABBT0042543,Pinnacle Wizard Lk 06-23            ,0R46,Husky Oil Operations Limited              ,53.1540985,-113.8450012,5,0,0,120,240,10,120
ABBT0042547,Morgan Tomahawk 14-30               ,0T82,Prairie Provident Resources Canada Ltd.   ,53.5250015,-114.8769989,5,0,0,120,240,10,120
ABBT0042558,Petrostar Pembina 12-34             ,0PP7,Shanpet Resources Ltd.                    ,53.1869011,-114.8030014,5,0,0,120,240,10,120
ABBT0042607,Wle Battlebend  05-20-40-10w4       ,A7H7,West Lake Energy Corp.                    ,52.4538994,-111.4169998,5,0,0,120,240,10,120
ABBT0042634,Colin Spirit R 14-25                ,A0TX,Grizzly Resources Ltd.                    ,55.7941017,-119.1019974,5,0,0,120,240,10,120
ABBT0042647,Perl Countess B 11-32               ,A2PH,Journey Energy Inc.                       ,50.7411995,-112.189003,5,0,0,120,240,10,120
ABBT0042664,Dynalta Provost 2-24                ,A7BT,Karve Energy Inc.                         ,52.2757988,-111.5849991,5,0,0,120,240,10,120
ABBT0042665,Dynalta Provost 8-24                ,A7BT,Karve Energy Inc.                         ,52.2793999,-111.5790024,5,0,0,120,240,10,120
ABBT0042673,Shaman Fenn Big Valley 15-22        ,A663,Trident Exploration (Alberta) Corp.       ,52.024601,-112.776001,5,0,0,120,240,10,120
ABBT0042723,Saskoil Valhalla 07-31              ,A76W,Longshore Resources Ltd.                  ,55.6268005,-119.2249985,5,0,0,120,240,10,120
ABBT0042733,Dynalta Taber N 10-26               ,A09L,Enerstar Petroleum Corp.                  ,49.8530998,-112.2030029,5,0,0,120,240,10,120
ABBT0042763,Gold-Wapiti 13-26-067-05w6          ,0HE9,Canadian Natural Resources Limited        ,55.0015984,-118.9440002,5,0,0,120,240,10,120
ABBT0042777,Progress 06-22-078-10w6             ,0HE9,Canadian Natural Resources Limited        ,55.7723007,-119.4639969,5,0,0,120,240,10,120
ABBT0042781,Norcen Westerose 6-29               ,0HE9,Canadian Natural Resources Limited        ,52.9071999,-114.1139984,5,0,0,120,240,10,120
ABBT0042839,Altana Caroline 07-03               ,A2TG,TAQA North Ltd.                           ,51.9752998,-114.7720032,5,0,0,120,240,10,120
ABBT0042840,Prism Colinton 13-11                ,A6FW,Vermilion Energy Inc.                     ,54.5271988,-112.9260025,5,0,0,120,240,10,120
ABBT0042849,Colin Spirit R 6-25                 ,A0TX,Grizzly Resources Ltd.                    ,55.7868004,-119.1019974,5,0,0,120,240,10,120
ABBT0042885,Anadarko Minnehik-Buck Lake 16-3    ,A5RA,Clearview Resources Ltd.                  ,52.7691994,-114.487999,5,0,0,120,240,10,120
ABBT0042888,Westcoast Crystal 09-06             ,A2PH,Journey Energy Inc.                       ,52.9401016,-114.4150009,5,0,0,120,240,10,120
ABBT0042906,Pcp Hussar 10-28                    ,A7NW,Torxen Energy Ltd.                        ,51.1633987,-112.5950012,5,0,0,120,240,10,120
ABBT0042944,Jenner 4-23 12-03-021-08w4          ,0HE9,Canadian Natural Resources Limited        ,50.7560997,-111.0400009,5,0,0,120,240,10,120
ABBT0042946,Norwest Moonshine 06-25             ,A2J6,Crescent Point Energy Corp.               ,54.1278,-110.0210037,5,0,0,120,240,10,120
ABBT0042948,Gulf Westerose 06-28                ,A5D4,Cenovus Energy Inc.                       ,52.8199005,-114.0889969,5,0,0,120,240,10,120
ABBT0042950,Atapco Worsley 03-32                ,A7LX,Direct Oil & Gas Inc.                     ,56.5828018,-118.4430008,5,0,0,120,240,10,120
ABBT0042990,Amoco Pine 14-24                    ,0AW4,Paramount Resources Ltd.                  ,53.8591995,-116.9899979,5,0,0,120,240,10,120
ABBT0043002,Soc Tomahawk 14-16                  ,A771,Insch Commodity Ltd.                      ,53.4958992,-114.8280029,5,0,0,120,240,10,120
ABBT0043034,Pinnacle Provost 16-24              ,0LE1,Canadian Coyote Energy Ltd.               ,52.2865982,-111.2939987,5,0,0,120,240,10,120
ABBT0043046,Rife Ferintosh 8-12                 ,0DZ7,Rife Resources Ltd.                       ,52.776001,-112.9100037,5,0,0,120,240,10,120
ABBT0043047,Mission Taber S 15-36               ,0MP9,Zargon Oil & Gas Ltd.                     ,49.6092987,-112.1809998,5,0,0,120,240,10,120
ABBT0043051,Amoco Alder 10-09                   ,A5D4,Cenovus Energy Inc.                       ,52.8675995,-115.0979996,5,0,0,120,240,10,120
ABBT0043054,Mobil Lloydminster 1-5              ,0HE9,Canadian Natural Resources Limited        ,53.3678017,-110.2549973,5,0,0,120,240,10,120
ABBT0043071,Cnrl Gordondale 11-19               ,0HE9,Canadian Natural Resources Limited        ,55.8633995,-119.7129974,5,0,0,120,240,10,120
ABBT0043077,Fcpi Provost 12a-21                 ,A7WF,Battle River Energy Ltd.                  ,52.0210991,-110.810997,5,0,0,120,240,10,120
ABBT0043092,Mbog Evi 11-17-87-11-W5 Swb         ,A79R,Mount Bastion Oil & Gas Corp.             ,56.5465012,-115.7200012,5,0,0,120,240,10,120
ABBT0043107,Pcp Enchant 07-12                   ,A6A7,Cardinal Energy Ltd.                      ,50.3300018,-112.0749969,5,0,0,120,240,10,120
ABBT0043129,Pcp Wayne-Rosedale 07-16            ,A7NW,Torxen Energy Ltd.                        ,51.3051987,-112.6149979,5,0,0,120,240,10,120
ABBT0043151,Fossil Enchant 03-07                ,A74H,Houston Oil & Gas Ltd.                    ,49.9770012,-112.0429993,5,0,0,120,240,10,120
ABBT0043186,Ranger Pritchard 10-13              ,A2J6,Crescent Point Energy Corp.               ,54.2769012,-110.0149994,5,0,0,120,240,10,120
ABBT0043197,Amoco Caroline 1-20                 ,0AW4,Paramount Resources Ltd.                  ,51.9277992,-114.5240021,5,0,0,120,240,10,120
ABBT0043218,Pachanga Bantry 14-20               ,0MM8,Prospect Oil & Gas Management Ltd.        ,50.5410004,-111.7600021,5,0,0,120,240,10,120
ABBT0043227,Murphy John Lake 6-12               ,0HE9,Canadian Natural Resources Limited        ,53.6478996,-110.0210037,5,0,0,120,240,10,120
ABBT0043229,Masters Long Coulee 16-7-15-22 Swb  ,A306,Thoroughbred Energy Ltd.                  ,50.2500992,-113.0090027,5,0,0,120,240,10,120
ABBT0043234,Gardiner Kaybob S 15-3              ,A5G3,ConocoPhillips Canada Resources Corp.     ,54.2523003,-116.7610016,5,0,0,120,240,10,120
ABBT0043304,Phillips Westrose South 11-21       ,A5D4,Cenovus Energy Inc.                       ,52.8088989,-114.0889969,5,0,0,120,240,10,120
ABBT0043346,Rife Taber 03-24                    ,A524,Strategic Oil & Gas Ltd.                  ,49.8314018,-112.0510025,5,0,0,120,240,10,120
ABBT0043371,Pcp Wilson Creek 16-31              ,A727,Sifton Petroleum Inc.                     ,52.6669998,-114.5569992,5,0,0,120,240,10,120
ABBT0043374,Vermilion Pembina 03-12             ,A6FW,Vermilion Energy Inc.                     ,53.2088013,-115.4789963,5,0,0,120,240,10,120
ABBT0043389,Pembina 16-23-48-2w5                ,A632,Petrus Resources Corp.                    ,53.1613998,-114.1760025,5,0,0,120,240,10,120
ABBT0043406,Co-Enerco Carrot Ck 10-09           ,A6FW,Vermilion Energy Inc.                     ,53.5648003,-115.8529968,5,0,0,120,240,10,120
ABBT0043439,Poco Pembina 06-28                  ,A5D4,Cenovus Energy Inc.                       ,53.2560997,-115.5530014,5,0,0,120,240,10,120
ABBT0043449,Devexco Swalwell 14-31              ,0NK3,Pocahontas Petroleum Ltd.                 ,51.5306015,-113.3720016,5,0,0,120,240,10,120
ABBT0043450,Ghostpine 14-20-032-22w4            ,0HE9,Canadian Natural Resources Limited        ,51.7635002,-113.0910034,5,0,0,120,240,10,120
ABBT0043459,Pcp Morningside 10-03               ,A5RX,Bonavista Energy Corporation              ,52.5896988,-113.947998,5,0,0,120,240,10,120
ABBT0043476,Cdn Ii Sylvan Lake 14-31            ,A5BE,Whitecap Resources Inc.                   ,52.142601,-114.4209976,5,0,0,120,240,10,120
ABBT0043509,Pcass Garrington 10-12              ,0TM9,NAL Resources Limited                     ,51.9861984,-114.302002,5,0,0,120,240,10,120
ABBT0043511,Pcp Countess 03-04                  ,A7NW,Torxen Energy Ltd.                        ,50.4866982,-112.012001,5,0,0,120,240,10,120
ABBT0043523,Brevia Redwater Battery #4          ,A6N5,Ohana Resources Inc.                      ,53.9724998,-113.1090012,5,0,0,120,240,10,120
ABBT0043526,Brevia Redwater Battery #13         ,A6N5,Ohana Resources Inc.                      ,53.8816986,-112.9599991,5,0,0,120,240,10,120
ABBT0043527,Penn West Redwater Battery #15      ,A517,Long Run Exploration Ltd.                 ,53.8597984,-113.0410004,5,0,0,120,240,10,120
ABBT0043528,Pinnacle Provost 4-16               ,A7H2,AlphaBow Energy Ltd.                      ,52.4359016,-111.6809998,5,0,0,120,240,10,120
ABBT0043589,Ranger Long Coulee 16-20            ,A306,Thoroughbred Energy Ltd.                  ,50.2790985,-112.9860001,5,0,0,120,240,10,120
ABBT0043607,Ascentex  Pembina 12-35             ,A04D,Petro Buyers Inc.                         ,53.2742004,-114.7789993,5,0,0,120,240,10,120
ABBT0043608,Champlin Westpem 10-26              ,A6FW,Vermilion Energy Inc.                     ,53.2597008,-115.7900009,5,0,0,120,240,10,120
ABBT0043610,Knobhill 02-27                      ,0RL9,Baytex Energy Ltd.                        ,52.9908981,-114.2040024,5,0,0,120,240,10,120
ABBT0043621,Pcp Wintering Hills 01-18           ,A7NW,Torxen Energy Ltd.                        ,51.1269989,-112.3570023,5,0,0,120,240,10,120
ABBT0043628,Masters Long Coulee 8-20-15-22w4    ,A306,Thoroughbred Energy Ltd.                  ,50.2719002,-112.9860001,5,0,0,120,240,10,120
ABBT0043637,Pcp Rockyford 14-22                 ,0Z0H,Harvest Operations Corp.                  ,51.1523018,-113.1360016,5,0,0,120,240,10,120
ABBT0043657,Opinac Fennbv 04-15                 ,A2J6,Crescent Point Energy Corp.               ,51.9992981,-112.5019989,5,0,0,120,240,10,120
ABBT0043670,Renaissance Cessford 04-02          ,0R89,Signalta Resources Limited                ,51.0979004,-111.5830002,5,0,0,120,240,10,120
ABBT0043705,Poco Provost 04-31                  ,A7H2,AlphaBow Energy Ltd.                      ,52.1301994,-111.0019989,5,0,0,120,240,10,120
ABBT0043725,Altana Provost 12b-30               ,0YK4,Surge Energy Inc.                         ,52.1230011,-110.572998,5,0,0,120,240,10,120
ABBT0043809,Carolside 04-16-024-12w4            ,0HE9,Canadian Natural Resources Limited        ,51.0396996,-111.6299973,5,0,0,120,240,10,120
ABBT0043823,Aec Elmworth 16-28                  ,A7LW,Raimount Energy Corp.                     ,55.0088005,-118.8430023,5,0,0,120,240,10,120
ABBT0043866,Cwcp Pouce Coupe South 14-10-78-12  ,A6D7,Kelt Exploration Ltd.                     ,55.7504005,-119.7750015,5,0,0,120,240,10,120
ABBT0043877,Solex Kakwa 10-26                   ,A7GG,Kicking Horse Oil & Gas Ltd.              ,54.3069,-118.4840012,5,0,0,120,240,10,120
ABBT0043880,Camino Garr 16-15                   ,A5BE,Whitecap Resources Inc.                   ,51.8368988,-114.3349991,5,0,0,120,240,10,120
ABBT0043886,Joss Bow Island 11-26               ,0G30,ARC Resources Ltd.                        ,49.8530998,-111.6669998,5,0,0,120,240,10,120
ABBT0043969,Amoco Pine Creek 10-10              ,A5RX,Bonavista Energy Corporation              ,53.9137993,-116.7360001,5,0,0,120,240,10,120
ABBT0044062,Fcpi Provost Central Battery 2-10   ,A7WF,Battle River Energy Ltd.                  ,52.3339996,-111.3570023,5,0,0,120,240,10,120
ABBT0044069,Renaissance Cessford 16-34          ,0R89,Signalta Resources Limited                ,51.094101,-111.5889969,5,0,0,120,240,10,120
ABBT0044099,Ish Kirby 2-30                      ,0LN5,Ish Energy Ltd.                           ,55.4338989,-111.2210007,5,0,0,120,240,10,120
ABBT0044100,Orlen Strachan 11-27-038-08w5       ,A2DE,ORLEN Upstream Canada Ltd.                ,52.2989998,-115.064003,5,0,0,120,240,10,120
ABBT0044131,Legacy Waite Valley 10-21-9-3w5     ,A2J6,Crescent Point Energy Corp.               ,50.6246986,-114.3570023,5,0,0,120,240,10,120
ABBT0044172,Nortek Erskine 5-33                 ,A1H9,Ember Resources Inc.                      ,52.3959007,-112.8330002,5,0,0,120,240,10,120
ABBT0044184,Aec Gold Creek 10-15                ,A7LW,Raimount Energy Corp.                     ,55.0887985,-118.6709976,5,0,0,120,240,10,120
ABBT0044192,N.u.l. Viking Percy Lk 4-28         ,A1GR,Pine Cliff Energy Ltd.                    ,53.1633987,-111.4160004,5,0,0,120,240,10,120
ABBT0044213,Huegler Pembina 4-9                 ,A6JK,InPlay Oil Corp.                          ,53.1214981,-114.6809998,5,0,0,120,240,10,120
ABBT0044235,Chevron Westerose South 12-11       ,0TM9,NAL Resources Limited                     ,52.8670006,-114.0469971,5,0,0,120,240,10,120
ABBT0044241,Western Land Westpem 8-15           ,A6FW,Vermilion Energy Inc.                     ,53.2270012,-115.8089981,5,0,0,120,240,10,120
ABBT0044245,Fcpi Provost 1-8                    ,A7WF,Battle River Energy Ltd.                  ,52.4211998,-110.3919983,5,0,0,120,240,10,120
ABBT0044248,Kaybob South 6-22-60-20w5           ,A5RX,Bonavista Energy Corporation              ,54.2013016,-116.9169998,5,0,0,120,240,10,120
ABBT0044312,Kmg Garrington 6-6                  ,A5BE,Whitecap Resources Inc.                   ,51.975399,-114.564003,5,0,0,120,240,10,120
ABBT0044315,Mobil Buck Creek Pembina 3-30       ,0G30,ARC Resources Ltd.                        ,53.0778999,-115.0159988,5,0,0,120,240,10,120
ABBT0044352,Colin Bdylks 5-2                    ,A73W,Enercapita Energy Ltd.                    ,56.2519989,-119.947998,5,0,0,120,240,10,120
ABBT0044397,Enchant 2-6 02-06-013-15w4          ,0HE9,Canadian Natural Resources Limited        ,50.0499001,-112.038002,5,0,0,120,240,10,120
ABBT0044405,Sallee Chauvin South 3-7            ,0YK4,Surge Energy Inc.                         ,52.5959015,-110.1399994,5,0,0,120,240,10,120
