gpersec
0.01462
0.00204
0.02584
0.01972
0.0034
0.0187
0.03026
0.01054
0.02924
0.03536
0.01326
0.04012
0.00476
0.04488
0
0
0.01156
0.0187
0
0.00306
0.0051
0.07854
0.068
0.00238
0.18224
0.41582
0.0629
0.00952
0.0969
0.05406
0
0.0119
0.35768
0.01802
0.17714
0.03876
0.11458
0
0.00408
0.00476
0.02856
0.07242
0.00408
0.11526
0.1615
0.01156
0.00442
0.02822
0.02244
0.00646
0.00918
0.01326
0
0
0.00952
0.29682
0.10846
0.00068
0.0272
0.0085
0.017
0.02516
0.01666
0.0068
0.034
0.05134
0.04488
0.00442
0
0.00204
0.0017
0
0.05066
0.04964
0.00374
0.03366
0.017
0.01088
0.0204
0.017
0
0.02414
0.00578
0
0.0102
0.03468
0.02006
0.01326
0.0102
0.00136
0.01836
0.01462
0
0.02788
0.03808
0.0306
0.00238
0.01292
0.05032
0.00578
1.6728
0.22372
0.02686
0.00918
0.06018
0
0.0017
0.00476
0
0
0
0
0.00544
0.01258
0.02686
0.02312
0.02108
0.01802
0.28356
0.22372
0.08024
0.15776
0.05304
0.0782
0.03468
0
0.05644
0.00442
0
0.00374
0.02958
0.00952
0
0
0
0.0085
0.0017
0.00204
0.00816
0.00544
0.06834
0.00612
0.00238
0.00782
0.01462
0.0051
0.0034
0.00238
0.0034
0
0.00238
0.01156
0.0017
0
0.0017
0.02074
0.01836
0.01802
0.0102
0.02142
0
0.00136
0
0.05304
0.01054
0.00102
0.0051
0
0.00612
0.49062
0.22168
0.51986
0.04352
0.07888
0.0323
0.255
0.1428
0.00068
0.2652
0.28016
0.0034
0.00748
0.00442
0.23698
0
0.00544
0.00952
0.03536
0.0323
0.12206
0.01054
0.07276
0
0.16932
0.26384
0.0493
0.07752
0.00578
0.07922
0.05644
0.00646
0.34578
0.00408
0.00408
0.0017
0.0017
0.0017
0.02924
0
0
0.02686
0.51034
0.10812
0.03026
0.07412
0.00238
0.70074
0.0629
0.11254
0.01598
0.0187
0
0.04828
0.02686
0.00408
0.00238
0.085
0.04046
0.5712
0.0289
0.00612
0
0.01394
0.0391
0.0238
0.01564
0.00272
0
0.00408
0.01258
0.00816
0.00272
0.01904
0.01156
0.07344
0.03162
0.00714
0.19754
0.07446
0.02686
0.02754
0.0714
0.05848
0.0289
0.07038
0.00578
0.442
0.05916
0.0068
0.03162
0.07752
0.09826
0.01054
0.06494
0.02006
0.01326
0
0.04386
0.20434
0.017
0.00714
0.0017
0.0833
0.07786
0.08908
0.0204
0.00748
0.00306
0.01088
0.00238
0.29682
0.13158
0.35122
0.02108
0.01428
0.0255
0.00442
0.29512
0.0034
0.00476
0.017
0
0.03264
0.00646
0.00476
0
0.00714
0.09826
0.00408
0.068
0
0.08432
0.42228
0.0969
0.1207
0
0.04352
0.02822
0.11458
0.03536
0.16592
0.10438
0.1037
0.00918
0.18836
0.01802
0.07718
0
0.19142
0.26214
0.1598
0.03808
0.00374
0.0034
0.1479
0.00544
0.00374
0.01088
0.37502
0.4607
0.23936
0.12002
0.04658
0.06766
0.00714
0.01496
0.00816
0.00782
0.11832
0.01972
0.03638
0.0187
0.00782
0.04284
0.1394
0.0204
0.11118
0.08772
0.00476
0.05576
0.02142
0.00374
0.00952
0.0017
0.06834
0.06324
0.11254
0.06902
0.02754
0.01496
0.01734
0.04964
0.03604
0.04522
0.02924
0.02618
0.01666
0.00476
0.04692
0.05984
0.00272
0.11866
0.23222
0.10336
0.00442
0.02074
0.08976
0.01836
0.02516
0.11152
0.02074
0.10268
0.02516
0.14722
0.18292
0.0493
0.71468
0.18666
0.17986
0.03706
0.0034
0.04352
0.00782
0
0
0.0068
0.07718
0
0.07072
0.00068
0.28628
0.05032
0.02856
0.18496
0.08942
0.0425
0.76228
0.31314
0.08466
0.00578
0.0051
0.0544
0.06358
0.0119
0.00374
0
0.1173
0.05678
0.2601
0.04862
0.04658
0.00034
0.10676
0.068
0.00952
0.26384
0.0663
0.01156
0.0017
0.0595
0.00544
0.02142
0.07004
0.2193
0.17374
0.11866
0.02244
0.07412
0.20366
0.1394
0.07956
0.53346
0.01496
0.0187
0.00136
0.03094
0.07412
0.03468
0.0476
0.05474
0.01632
0.00272
0.00204
0.08602
0.02142
0.15844
0.03162
0.00612
0.48042
0.1802
0.0153
0.0017
0.00102
0.00986
0.00578
0.09486
0.00544
0.00204
0.06426
0.0051
0.0748
0.0238
0.0102
0.0153
0.03468
0.02074
0.01768
0.034
0.02788
0.01428
0.02108
0.0442
0.00238
0.00034
0.01054
0.02006
0.0187
0.05678
0.02074
0.01734
0.01122
0.0357
0.05712
0.0595
0.03434
0.01666
0.03366
0.0935
0
0
0
0.01292
0.03026
0.01428
0.01632
0.02312
0.00952
0.01292
0.01462
0.04488
0.12002
0
0.11968
0
0.12716
0.01598
0.17884
0.03094
0.00272
0.00578
0.00714
0.01326
0.0136
0.02108
0.0153
0.00544
0.00884
0.0085
0.0544
0.00986
0.34612
0.04964
0.06188
0.0068
0.00204
0.06902
0.00306
0.646
0
0
0.00544
0.01462
0.02822
0.09826
0.09248
0.00238
0.0017
0.01496
0.0442
0.01598
0.07514
0.01428
0.017
0.00238
0.0034
0.0782
0.02924
0.05168
0.08228
0.0714
0.05576
0.03672
0.00476
0.00306
0.09146
0.00952
0.03706
0.04896
0.01326
0.0187
0.0119
0.01156
0.0153
0.03026
0.00748
0.00918
0.00238
0.25806
0.04454
0.25976
0.29002
0.02958
0.24616
0.01326
0.01326
0.01326
0.0204
0.01938
0.04998
0.01598
0
0.13158
0.01088
0
0.03604
0.0459
0.04658
0.08432
0.03162
0.00578
0.07038
0.03434
0.00272
0.0306
0.05916
0.0425
0.04114
0.00782
0.00476
0.0204
0
0.01768
0.00748
0.03468
0.085
0.04386
0.00578
0.00238
0.04318
0.0238
0.31416
0.00986
0
0.01768
0.01122
0.00578
0.00102
0.01224
0.08194
0
0.0255
0.00816
0.01394
0.0136
0.0374
0.00884
0.2924
0.47906
0.0051
0.03468
0
0.00442
0.0459
0.01462
0.0612
0.00544
0.00204
0.00102
0.00816
0.00204
0.00136
0.00714
0.00204
0.00068
0.00034
0.00136
0.00816
0.05168
0.00136
0.00102
0.00238
0.01224
0.0153
0.00204
0.06664
0.02516
0.0289
0.00204
0.00204
0.00136
0.0153
0.0068
0.04896
0.00442
0.017
0.00476
0.0102
0.00986
0.017
0.0238
0.06392
0.0051
0.0374
0.00306
0.00136
0
0.00272
0.00612
0.00238
0.00476
0.00068
0
0
0.00136
0.00952
0
0.00034
0.0017
0
0
0.03264
0.0068
0.01326
0.07106
0.08568
0.0153
0.00544
0.00782
0
0.0085
0
0
0.00068
0.0153
0.0017
0.00136
0
0.01326
0.00136
0.06528
0.01496
0.0425
0.0357
0
0
0.00714
0.00136
0.00136
0.03264
0.0561
0.0459
0.04624
0.04794
0.01326
0.00136
0
0.05882
0.00442
0.00544
0.00204
0.04216
0.04352
0.02244
0.00272
0.0238
0.04114
0.00578
0.00204
0
0
0.00102
0.00612
0.00782
0.01462
0.06392
0.02074
0.01564
0.00714
0.02108
0.00272
0.00714
0
0.00306
0.00034
0.09996
0.00034
0.00272
0.01836
0.0119
