facility_ID,facility_name,operator_code,operator_name,subtype_code,subtype,license_number,EDCT_code,LDAR,EDCT_description,Licensee_code,operational_status,lat,lon,lat_adj,lon_adj,OGI_required_surveys,truck_required_surveys,aircraft_required_surveys,OGI_time,aircraft_time,truck_time,OGI_FU_time
ABCS0022083,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F22083    ,40,T,Compressor Stn <0.01,A5D4,Active,55.0483894,-119.8907394,55.054994,-119.9979377,3,4,6,120,5,30,120
ABCS0014726,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F14726    ,40,T,Compressor Stn <0.01,0HE9,Active,54.7865753,-119.9414673,54.74153752,-119.9878271,3,4,6,120,5,30,120
ABCS0027648,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F27648    ,40,T,Compressor Stn <0.01,A5D4,Active,55.1922302,-119.9884491,55.25458305,-119.968213,3,4,6,120,5,30,120
ABCS0022125,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F22125    ,40,T,Compressor Stn <0.01,A5D4,Active,55.0952034,-119.8021393,55.3210033,-119.9652466,3,4,6,120,5,30,120
ABCS0032794,Burlington Resources Canada (hunter),A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F32794    ,40,T,Compressor Stn <0.01,A5D4,Active,55.0772209,-119.8970261,55.19783796,-119.9580756,3,4,6,120,5,30,120
ABBT0138192,Amoco Et Al Sinclair 6-27-72-13     ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0112320 ,,A,,A5D4,Active,55.2646332,-119.9112167,55.25430965,-119.957155,3,4,6,120,5,30,120
ABCS0035621,Burlington Resources Canada (hunter),A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F35621    ,40,T,Compressor Stn <0.01,0HE9,Active,54.6360283,-119.8773346,54.63374626,-119.9531862,3,4,6,120,5,30,120
ABCS0022124,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F22124    ,40,T,Compressor Stn <0.01,A5D4,Active,55.2010345,-119.8824081,55.28900967,-119.9263527,3,4,6,120,5,30,120
ABCS0017751,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F17751    ,40,T,Compressor Stn <0.01,0HE9,Active,57.7421913,-119.995079,57.7390538,-119.9243344,3,4,6,120,5,30,120
ABCS0040744,Conocophillips Canada (brc) Ltd.    ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F40744    ,40,T,Compressor Stn <0.01,A5D4,Active,55.1220016,-119.8913193,55.12200766,-119.9223204,3,4,6,120,5,30,120
ABCS0025387,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F25387    ,40,T,Compressor Stn <0.01,0HE9,Active,57.6617928,-119.8214264,57.5702612,-119.9171628,3,4,6,120,5,30,120
ABCS0014722,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F14722    ,40,T,Compressor Stn <0.01,A5D4,Active,54.8303108,-119.6619492,54.75113049,-119.9164726,3,4,6,120,5,30,120
ABCS0031153,Burlington Resources Canada (hunter),A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F31153    ,40,T,Compressor Stn <0.01,A5D4,Active,54.8920898,-119.9165192,55.0300443,-119.9150021,3,4,6,120,5,30,120
ABCS0031558,Burlington Resources Canada (hunter),A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F31558    ,40,T,Compressor Stn <0.01,A5D4,Active,55.0156898,-119.8394623,54.94840644,-119.9146242,3,4,6,120,5,30,120
ABCS0033704,Burlington Resources Canada (hunter),A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F33704    ,40,T,Compressor Stn <0.01,A5D4,Active,55.0266991,-119.9914474,54.91406754,-119.9122145,3,4,6,120,5,30,120
ABCS0023628,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F23628    ,40,T,Compressor Stn <0.01,0HE9,Active,57.3093147,-119.7495804,57.30496049,-119.909585,3,4,6,120,5,30,120
ABCS0034208,Burlington Resources Canada (hunter),A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F34208    ,40,T,Compressor Stn <0.01,A5D4,Active,55.0266991,-119.9905472,55.09737012,-119.909364,3,4,6,120,5,30,120
ABCS0037291,Burlington Resources Canada (hunter),A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F37291    ,40,T,Compressor Stn <0.01,A5D4,Active,54.8885155,-119.7382202,55.04400153,-119.9045982,3,4,6,120,5,30,120
ABCS0031811,Burlington Resources Canada (hunter),A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F31811    ,40,T,Compressor Stn <0.01,A5D4,Active,54.9864159,-119.718605,54.97622654,-119.8991467,3,4,6,120,5,30,120
ABCS0038568,Burlington Resources Canada (hunter),A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F38568    ,40,T,Compressor Stn <0.01,A5D4,Active,55.1226044,-119.9394989,55.03564341,-119.8913782,3,4,6,120,5,30,120
ABCS0028880,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F28880    ,340,A,Compressor Stn <1t/d,0XL9,Active,57.2508507,-119.9999161,57.31010651,-119.8912599,3,4,6,120,5,30,120
ABBT0095890,Elmworth 9-24-72-13                 ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0378014 ,140,A,Single Well 0.00    ,A5D4,Active,55.2524033,-119.8501205,55.33153442,-119.8857666,3,4,6,120,5,30,120
ABBT0097557,Cop 100 Sinclair 3-24-72-13w6       ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0380518 ,140,A,Single Well 0.00    ,A5D4,Active,55.2452393,-119.8651047,55.24859743,-119.8779744,3,4,6,120,5,30,120
ABCS0014811,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F14811    ,40,T,Compressor Stn <0.01,A5D4,Active,54.9031944,-119.8844223,54.87877561,-119.8762841,3,4,6,120,5,30,120
ABCS0035762,Burlington Resources Canada Ltd.    ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F35762    ,40,T,Compressor Stn <0.01,A5D4,Active,55.0039597,-119.7914352,55.21990474,-119.8741718,3,4,6,120,5,30,120
ABCS0022101,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F22101    ,20,T,Gas Multi Bty <0.01 ,A5D4,Active,54.9860725,-119.8234558,55.07383169,-119.8683262,3,4,6,120,5,30,120
ABBT0130795,06-13 Water Source                  ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0090378 ,,A,,A5D4,Active,55.2344055,-119.8619156,55.24847033,-119.8669297,3,4,6,120,5,30,120
ABCS0025338,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F25338    ,40,T,Compressor Stn <0.01,0HE9,Active,57.5094528,-119.7985382,57.69617621,-119.860555,3,4,6,120,5,30,120
ABCS0027660,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F27660    ,40,T,Compressor Stn <0.01,A5D4,Active,54.8882446,-119.8207016,54.6718094,-119.8591999,3,4,6,120,5,30,120
ABCS0035663,Burlington Resources Canada (hunter),A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F35663    ,40,T,Compressor Stn <0.01,A5D4,Active,54.7594452,-119.6061096,54.68565239,-119.8569972,3,4,6,120,5,30,120
ABCS0022099,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F22099    ,40,T,Compressor Stn <0.01,A5D4,Active,55.2187347,-119.9539413,55.29285196,-119.8364151,3,4,6,120,5,30,120
ABCS0028730,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F28730    ,40,T,Compressor Stn <0.01,A5D4,Active,55.0123558,-119.8581619,55.04025056,-119.8356295,3,4,6,120,5,30,120
ABCS0017746,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F17746    ,40,T,Compressor Stn <0.01,0HE9,Active,57.7240639,-119.972496,57.85706426,-119.8354743,3,4,6,120,5,30,120
ABCS0030155,Conocophillips Canada Resources Corp,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F30155    ,40,T,Compressor Stn <0.01,A5D4,Active,55.2947655,-119.799118,55.27943926,-119.8345394,3,4,6,120,5,30,120
ABCS0148949,Cenovus Energy Inc.                 ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F50728    ,40,T,Compressor Stn <0.01,A5D4,Active,55.2342987,-119.8679962,55.3523161,-119.8288405,3,4,6,120,5,30,120
ABCS0032744,Burlington Resources Canada (hunter),A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F32744    ,40,T,Compressor Stn <0.01,0HE9,Active,54.8154488,-119.5157166,54.89976638,-119.828195,3,4,6,120,5,30,120
ABCS0029010,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F29010    ,40,T,Compressor Stn <0.01,A5D4,Active,55.0774765,-119.9415588,54.9517258,-119.8269923,3,4,6,120,5,30,120
ABCS0025582,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F25582    ,40,T,Compressor Stn <0.01,A5D4,Active,55.0339088,-119.7383041,55.06700254,-119.8252219,3,4,6,120,5,30,120
ABCS0029608,Burlington Resources Canada (hunter),A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F29608    ,40,T,Compressor Stn <0.01,A5D4,Active,54.8594208,-119.7636108,55.00032148,-119.797619,3,4,6,120,5,30,120
ABCS0015025,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F15025    ,40,T,Compressor Stn <0.01,0XL9,Active,55.0774612,-119.8145218,55.03148405,-119.7969294,3,4,6,120,5,30,120
ABCS0031463,Burlington Resources Canada (hunter),A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F31463    ,40,T,Compressor Stn <0.01,A5D4,Active,55.062748,-119.5919571,55.18674031,-119.7890231,3,4,6,120,5,30,120
ABCS0029881,Burlington Resources Canada (hunter),A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F29881    ,40,T,Compressor Stn <0.01,A5D4,Active,54.8848801,-119.8648376,54.86511942,-119.7889582,3,4,6,120,5,30,120
ABIF0107968,Elmworth 5-13-72-13 W6 (12-13) Inj  ,A5D4,Cenovus Energy Inc.                       ,501,Enhanced Recovery Scheme                ,F33310    ,90,A,Inj/Disp Water <0.01,A5D4,Active,55.2341957,-119.8688278,55.23789984,-119.7711067,3,4,6,120,5,30,120
ABCS0026926,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F26926    ,40,T,Compressor Stn <0.01,A5D4,Active,55.044529,-119.9473801,55.12325614,-119.7651533,3,4,6,120,5,30,120
ABBT0138172,Copol Et Al 100 Wapiti 14-17-68-12  ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0468944 ,140,A,Single Well 0.00    ,A5D4,Active,54.8998833,-119.8102112,54.81794218,-119.7588526,3,4,6,120,5,30,120
ABCS0016741,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F16741    ,440,A,Compressor Stn >=1t/d,A5Y4,Active,56.0398483,-119.6325073,56.03752258,-119.7187581,3,4,6,120,5,30,120
ABBT0114204,Cenovus Goodfare 100102207212w600   ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0072545 ,,A,,A5D4,Active,55.2529564,-119.7514496,55.23170525,-119.7177809,3,4,6,120,5,30,120
ABBT0092348,Cop Sinclair 07-24-072-13w6         ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0362026 ,140,A,Single Well 0.00    ,A5D4,Active,55.2484512,-119.8549194,55.2601785,-119.7119832,3,4,6,120,5,30,120
ABGS0150746,Elmworth 04-08 Gas Group            ,A5D4,Cenovus Energy Inc.                       ,621,Gas Gathering System                    ,F15022    ,10,T,Gas Plant <0.01     ,A5D4,Active,55.0415001,-119.6309967,54.88751346,-119.7117279,3,4,6,120,5,30,120
ABBT0129122,1f1/10-13 Water Source              ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0398580 ,141,A,Comm/Source WW =0.00,A5D4,Active,55.237587,-119.8567123,55.11370533,-119.7038396,3,4,6,120,5,30,120
ABCS0034464,Burlington Resources Canada (hunter),A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F34464    ,40,T,Compressor Stn <0.01,A5D4,Active,54.7572861,-119.5767288,54.8329181,-119.7008608,3,4,6,120,5,30,120
ABCS0015024,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F15024    ,40,T,Compressor Stn <0.01,0XL9,Active,55.0336571,-119.6936569,55.11539531,-119.6998536,3,4,6,120,5,30,120
ABCS0038129,Burlington Resources Canada (hunter),A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F38129    ,40,T,Compressor Stn <0.01,A5D4,Active,54.6765823,-119.5739746,54.7838051,-119.6968681,3,4,6,120,5,30,120
ABCS0116828,Conocophillips Canada Operations Ltd,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F43421    ,40,T,Compressor Stn <0.01,A5D4,Active,55.2192879,-119.7258072,55.13562604,-119.6907657,3,4,6,120,5,30,120
ABCS0031115,Burlington Resources Canada (hunter),A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F31115    ,40,T,Compressor Stn <0.01,A5D4,Active,54.7138214,-119.6522827,54.81806433,-119.6855119,3,4,6,120,5,30,120
ABCS0027441,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F27441    ,40,T,Compressor Stn <0.01,A5D4,Active,54.8846626,-119.6169968,54.9170432,-119.6832814,3,4,6,120,5,30,120
ABCS0029284,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F29284    ,340,A,Compressor Stn <1t/d,A5Y4,Active,56.0264626,-119.7390366,56.03986984,-119.6829423,3,4,6,120,5,30,120
ABCS0022119,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F22119    ,40,T,Compressor Stn <0.01,A5D4,Active,55.2192955,-119.7264709,55.27419875,-119.6711579,3,4,6,120,5,30,120
ABCS0025866,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F25866    ,40,T,Compressor Stn <0.01,A5D4,Active,55.0481339,-119.820755,55.10270461,-119.6693957,3,4,6,120,5,30,120
ABCS0016755,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F16755    ,440,A,Compressor Stn >=1t/d,A5Y4,Active,56.0123253,-119.7522812,56.12666278,-119.6568321,3,4,6,120,5,30,120
ABCS0032529,Burlington Resources Canada (hunter),A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F32529    ,40,T,Compressor Stn <0.01,A5D4,Active,54.9793625,-119.6369781,55.06719793,-119.6444801,3,4,6,120,5,30,120
ABCS0034505,Burlington Resources Canada (hunter),A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F34505    ,40,T,Compressor Stn <0.01,A5D4,Active,55.1279449,-119.7129669,55.13408296,-119.6404058,3,4,6,120,5,30,120
ABCS0032988,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F32988    ,40,T,Compressor Stn <0.01,A5D4,Active,54.856411,-119.5692978,54.79328299,-119.6333903,3,4,6,120,5,30,120
ABCS0027971,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F27971    ,40,T,Compressor Stn <0.01,A5D4,Active,54.7718773,-119.6935806,54.71505035,-119.630148,3,4,6,120,5,30,120
ABIF0114364,Conocophillips 02-08-070-11w6       ,A5D4,Cenovus Energy Inc.                       ,503,Disposal                                ,F15022    ,10,A,Gas Plant <0.01     ,A5D4,Active,55.0425377,-119.632988,55.03857448,-119.6289511,3,4,6,120,5,30,120
ABCS0022127,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F22127    ,40,T,Compressor Stn <0.01,A5D4,Active,55.0447655,-119.7379074,54.94960765,-119.6163265,3,4,6,120,5,30,120
ABCS0022115,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F22115    ,40,T,Compressor Stn <0.01,A5D4,Active,54.8557816,-119.6869431,54.85876366,-119.6158176,3,4,6,120,5,30,120
ABCS0025574,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F25574    ,40,T,Compressor Stn <0.01,0HE9,Active,57.4186668,-119.5542679,57.40409431,-119.6028858,3,4,6,120,5,30,120
ABCS0035715,Burlington Resources Canada (hunter),A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F35715    ,40,T,Compressor Stn <0.01,A5D4,Active,54.8749619,-119.824295,55.01040738,-119.6024799,3,4,6,120,5,30,120
ABCS0022088,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F22088    ,40,T,Compressor Stn <0.01,A5D4,Active,55.03368,-119.6174927,55.14699226,-119.5912172,3,4,6,120,5,30,120
ABCS0142189,Conocophillips Canada Operations Ltd,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F49384    ,40,T,Compressor Stn <0.01,A5D4,Active,54.6903381,-119.7658005,54.55710917,-119.5892046,3,4,6,120,5,30,120
ABCS0027614,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F27614    ,40,T,Compressor Stn <0.01,A5D4,Active,54.6520767,-119.4502792,54.84890056,-119.588254,3,4,6,120,5,30,120
ABCS0014570,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F14570    ,40,T,Compressor Stn <0.01,A5D4,Active,54.7512817,-119.6014862,54.72771088,-119.585404,3,4,6,120,5,30,120
ABCS0015225,Conoco Canada Resources Limited     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F15225    ,40,T,Compressor Stn <0.01,A0A7,Active,55.2697639,-119.4836655,55.13120032,-119.5788898,3,4,6,120,5,30,120
ABCS0027809,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F27809    ,40,T,Compressor Stn <0.01,0HE9,Active,57.4443779,-119.4920731,57.60014881,-119.5768558,3,4,6,120,5,30,120
ABBT0113384,Elmworth 04-08 Gas Group            ,A5D4,Cenovus Energy Inc.                       ,362,Gas Multiwell Effluent Measurement Battery,F15022    ,10,A,Gas Plant <0.01     ,A5D4,Active,55.0425377,-119.632988,55.15418097,-119.5762453,3,4,6,120,5,30,120
ABCS0031392,Conocophillips Canada Resources Corp,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F31392    ,40,T,Compressor Stn <0.01,0HE9,Active,57.3278008,-119.6621399,57.41637523,-119.5696855,3,4,6,120,5,30,120
ABCS0031286,Burlington Resources Canada (hunter),A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F31286    ,40,T,Compressor Stn <0.01,A5D4,Active,54.9864578,-119.6461029,54.98323091,-119.5693583,3,4,6,120,5,30,120
ABCS0035653,Burlington Resources Canada (hunter),A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F35653    ,40,T,Compressor Stn <0.01,A5D4,Active,54.7286377,-119.6298599,54.72659901,-119.5674419,3,4,6,120,5,30,120
ABCS0023575,Bp Canada Energy Company            ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F23575    ,40,T,Compressor Stn <0.01,0HE9,Active,54.8303108,-119.6610489,54.85663464,-119.5638528,3,4,6,120,5,30,120
ABGP0001350,Elmworth  4-8-70-11w6               ,A5D4,Cenovus Energy Inc.                       ,401,Gas Plant Sweet                         ,F15022    ,10,T,Gas Plant <0.01     ,A5D4,Active,55.0425377,-119.632988,55.09363504,-119.5621705,3,4,6,120,5,30,120
ABCS0025241,Conoco Canada Resources Limited     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F25241    ,40,T,Compressor Stn <0.01,A0A7,Active,55.2481499,-119.476532,55.1444507,-119.5617005,3,4,6,120,5,30,120
ABBT0114203,Cpc Goodfare 100062107210w600       ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0121094 ,,A,,A0A7,Active,55.2500229,-119.4754257,55.432431,-119.5560169,3,4,6,120,5,30,120
ABCS0022126,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F22126    ,40,T,Compressor Stn <0.01,A5D4,Active,55.0988464,-119.5720291,55.08021574,-119.5517639,3,4,6,120,5,30,120
ABCS0017741,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F17741    ,340,A,Compressor Stn <1t/d,0HE9,Active,57.5604134,-119.5139771,57.51608324,-119.5505916,3,4,6,120,5,30,120
ABCS0040552,Conocophillips Canada (brc) Ltd.    ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F40552    ,40,T,Compressor Stn <0.01,A5D4,Active,54.8836632,-119.5426559,54.86076453,-119.5408768,3,4,6,120,5,30,120
ABCS0028305,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F28305    ,40,T,Compressor Stn <0.01,0HE9,Active,54.4556427,-119.6022034,54.43995611,-119.5338372,3,4,6,120,5,30,120
ABCS0014444,Bp Canada Energy Company            ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F14444    ,40,T,Compressor Stn <0.01,0HE9,Active,54.6301804,-119.5518951,54.55582757,-119.5307304,3,4,6,120,5,30,120
ABCS0039320,Conocophillips Canada Resources Corp,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F39320    ,40,T,Compressor Stn <0.01,A5D4,Active,54.7433739,-119.5431595,54.78315181,-119.5213627,3,4,6,120,5,30,120
ABCS0031519,Burlington Resources Canada (hunter),A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F31519    ,40,T,Compressor Stn <0.01,A5D4,Active,54.9723663,-119.5282516,55.08613869,-119.5204296,3,4,6,120,5,30,120
ABBT0094699,Elmworth 12-32-070-08w6 (surf 14-32),A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0365426 ,280,A,Single Well <0.01   ,A5D4,Active,55.1113434,-119.1885681,55.04666149,-119.5186575,3,4,6,120,5,30,120
ABCS0033573,Burlington Resources Canada (hunter),A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F33573    ,40,T,Compressor Stn <0.01,A5D4,Active,54.6741982,-119.4377289,54.74351277,-119.5160481,3,4,6,120,5,30,120
ABBT0125112,Copol Et Al 100 Hz Elm 4-23-69-11   ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0442715 ,140,A,Single Well 0.00    ,A5D4,Active,54.9860077,-119.5958939,54.84858144,-119.515417,3,4,6,120,5,30,120
ABCS0031287,Burlington Resources Canada (hunter),A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F31287    ,40,T,Compressor Stn <0.01,0HE9,Active,54.808712,-119.5532532,54.65876272,-119.513956,3,4,6,120,5,30,120
ABCS0014442,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F14442    ,40,T,Compressor Stn <0.01,A5D4,Active,54.6446342,-119.3754196,54.72619833,-119.5090088,3,4,6,120,5,30,120
ABCS0015493,Conoco Canada Resources Limited     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F15493    ,440,A,Compressor Stn >=1t/d,A0A7,Active,55.4375153,-119.5215302,55.35170243,-119.5068042,3,4,6,120,5,30,120
ABCS0015224,Conoco Canada Resources Limited     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F15224    ,40,T,Compressor Stn <0.01,A0A7,Active,55.2520027,-119.4184341,55.37038619,-119.5043051,3,4,6,120,5,30,120
ABCS0025254,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F25254    ,40,T,Compressor Stn <0.01,A5D4,Active,55.03368,-119.6165924,54.94391153,-119.5019317,3,4,6,120,5,30,120
ABCS0022098,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F22098    ,40,T,Compressor Stn <0.01,A5D4,Active,54.7138367,-119.5011063,54.69562438,-119.4711071,3,4,6,120,5,30,120
ABCS0014956,Canadian Hunter Exploration Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F14956    ,40,T,Compressor Stn <0.01,A5D4,Active,55.0192719,-119.4078217,55.23659311,-119.4626663,3,4,6,120,5,30,120
ABCS0023576,Bp Canada Energy Company            ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F23576    ,40,T,Compressor Stn <0.01,0HE9,Active,54.7976379,-119.4328384,54.88854534,-119.4497869,3,4,6,120,5,30,120
ABCS0026859,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F26859    ,40,T,Compressor Stn <0.01,0HE9,Active,57.3999481,-119.5130005,57.45332334,-119.449376,3,4,6,120,5,30,120
ABCS0031154,Burlington Resources Canada (hunter),A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F31154    ,40,T,Compressor Stn <0.01,A5D4,Active,55.0449524,-119.4264679,54.98654118,-119.4405675,3,4,6,120,5,30,120
ABCS0026386,Bp Canada Energy Company            ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F26386    ,40,T,Compressor Stn <0.01,0HE9,Active,54.6083603,-119.3242569,54.58346904,-119.4296687,3,4,6,120,5,30,120
ABCS0026400,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F26400    ,340,A,Compressor Stn <1t/d,A5Y4,Active,55.9791451,-119.4254379,55.84765975,-119.4267011,3,4,6,120,5,30,120
ABBT0086503,Brc 16-31-070-09w6 Oil Battery      ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0328135 ,140,A,Single Well 0.00    ,0HE9,Active,55.1091385,-119.3535995,55.20434627,-119.4050625,3,4,6,120,5,30,120
ABCS0023566,Bp Canada Energy Company            ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F23566    ,40,T,Compressor Stn <0.01,0HE9,Active,54.837162,-119.1399841,54.90620743,-119.4023166,3,4,6,120,5,30,120
