facility_ID,facility_name,operator_code,operator_name,subtype_code,subtype,license_number,EDCT_code,LDAR,EDCT_description,Licensee_code,operational_status,lat,lon,lat_adj,lon_adj,OGI_required_surveys,truck_required_surveys,aircraft_required_surveys,OGI_time,aircraft_time,truck_time,OGI_FU_time
ABCS0025506,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F25506    ,440,A,Compressor Stn >=1t/d,A2TG,Active,52.768795,-115.3514099,52.85002999,-115.532623,3,4,6,120,5,30,120
ABCS0011770,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F11770    ,40,T,Compressor Stn <0.01,A5D4,Active,53.3612671,-115.5894547,53.33850596,-115.5324109,3,4,6,120,5,30,120
ABCS0026003,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F26003    ,340,A,Compressor Stn <1t/d,A5D4,Active,53.1504478,-115.6803513,53.17848025,-115.5312758,3,4,6,120,5,30,120
ABBT0137104,Amoco Niton 11-30-55-11             ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0074750 ,,A,,A5D4,Active,53.7841415,-115.6300659,53.82054212,-115.5307193,3,4,6,120,5,30,120
ABBT0081582,Pembina 14-02-49-10w5               ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0289646 ,280,A,Single Well <0.01   ,A5D4,Active,53.2036018,-115.3605118,53.34578748,-115.5224724,3,4,6,120,5,30,120
ABBT0081454,Brcl Goodwin 1-31-59-12w5           ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0284994 ,280,A,Single Well <0.01   ,A5D4,New,54.1372375,-115.7835007,54.10360304,-115.5202382,3,4,6,120,5,30,120
ABBT0099794,Zargon Et Al Pembina 2/10-24-49-11w5,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0351608 ,140,A,Single Well 0.00    ,A7BC,Active,53.2451668,-115.4739761,53.21609564,-115.5127833,3,4,6,120,5,30,120
ABBT0088241,Crew Pembina 6-30-47-10w5           ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0326523 ,140,A,Single Well 0.00    ,A73C,Active,53.0822983,-115.4551315,53.12299594,-115.5106165,3,4,6,120,5,30,120
ABBT0123023,Copol 100 Hz Pembina 13-3-047-10    ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0439200 ,140,A,Single Well 0.00    ,A5D4,Active,53.0282135,-115.3652802,53.18758646,-115.5093194,3,4,6,120,5,30,120
ABBT0078812,Brazeau River  8-13-45-11w5         ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0267000 ,140,A,Single Well 0.00    ,A2TG,Active,52.8755798,-115.4556046,53.003407,-115.5045843,3,4,6,120,5,30,120
ABBT0136285,Brc Pembina 8-10-47-10w5            ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0468582 ,140,A,Single Well 0.00    ,A5D4,Active,53.0361595,-115.3922501,53.03340273,-115.4999406,3,4,6,120,5,30,120
ABGP0001987,Pembina 13-35-47-10w5               ,A5D4,Cenovus Energy Inc.                       ,401,Gas Plant Sweet                         ,F10434    ,10,T,Gas Plant <0.01     ,A5D4,Active,53.1031914,-115.3636703,53.19425606,-115.4953444,3,4,6,120,5,30,120
ABBT0096442,Pembina 11-33-046-10w5              ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0192618 ,,A,,A5D4,Active,53.0129242,-115.3962402,53.16956131,-115.489522,3,4,6,120,5,30,120
ABBT0122006,Triumph Et Al Braz 16-13-45-11      ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0260488 ,140,A,Single Well 0.00    ,A2TG,Active,52.883873,-115.456131,52.72387258,-115.4840398,3,4,6,120,5,30,120
ABCS0041784,Conocophillips Canada Operations Ltd,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F41784    ,340,A,Compressor Stn <1t/d,A2TG,Active,52.6943741,-115.4568253,52.86451966,-115.4824212,3,4,6,120,5,30,120
ABCS0027726,Conocophillips Canada Resources Corp,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F27726    ,411,A,Gas Multi Bty >=1t/d,A5D4,Active,52.8188858,-115.6279297,52.79809095,-115.4724495,3,4,6,120,5,30,120
ABBT0136621,West Paddle 11-10 Effluent Mwb      ,A5D4,Cenovus Energy Inc.                       ,362,Gas Multiwell Effluent Measurement Battery,F22719    ,10,A,Gas Plant <0.01     ,A5D4,Active,53.8264465,-115.5529404,53.8408751,-115.472424,3,4,6,120,5,30,120
ABBT0103748,Pembina 10-12-45-11 W5 Swb          ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0326329 ,140,A,Single Well 0.00    ,A2TG,Active,52.8681221,-115.4594269,52.85785561,-115.4524904,3,4,6,120,5,30,120
ABCS0027911,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F27911    ,40,T,Compressor Stn <0.01,A5D4,Active,53.2997627,-115.2236404,53.21955911,-115.4498241,3,4,6,120,5,30,120
ABCS0009144,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F9144     ,40,T,Compressor Stn <0.01,A6FW,Active,52.6158676,-115.4547424,52.55324053,-115.4435906,3,4,6,120,5,30,120
ABBT0149386,Cve 102/03-06-46-9w5 (surf 9-7)     ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0485066 ,140,A,Single Well 0.00    ,A5D4,Active,52.9542999,-115.2860031,52.87396812,-115.4411724,3,4,6,120,5,30,120
ABBT0092561,Pembina 16-21-046-11w5/03           ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0342837 ,140,A,Single Well 0.00    ,A5D4,Active,52.9856033,-115.5302277,53.07003571,-115.4390864,3,4,6,120,5,30,120
ABBT0140384,Crestar Et Al Niton 6-23-55-12      ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0072473 ,,A,,A5D4,Active,53.7660637,-115.6765594,53.74316231,-115.4377145,3,4,6,120,5,30,120
ABCS0026994,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F26994    ,40,T,Compressor Stn <0.01,A5D4,Active,53.0377769,-115.3566589,53.02235291,-115.4368442,3,4,6,120,5,30,120
ABBT0081583,Pembina 08-02-49-10w5               ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0145012 ,,A,,A5D4,Active,53.1976624,-115.3475723,53.12679699,-115.4223555,3,4,6,120,5,30,120
ABBT0101970,Conoco Sand Creek 11-28-46-10w5     ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,F40515    ,40,A,Compressor Stn <0.01,A5D4,Active,52.9990005,-115.3962479,53.07280768,-115.4222635,3,4,6,120,5,30,120
ABBT0075950,Pembina 16-3548-10w5                ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0272282 ,360,A,Single Well <0.3    ,A5D4,Active,53.1898041,-115.3484268,53.20201955,-115.4218962,3,4,6,120,5,30,120
ABCS0035532,Burlington Resources Canada Ltd.    ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F35532    ,40,T,Compressor Stn <0.01,A2TG,Active,52.6653557,-115.3531113,52.56989576,-115.418808,3,4,6,120,5,30,120
ABCS0028922,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F28922    ,40,T,Compressor Stn <0.01,A5D4,Active,53.2597198,-115.5039215,53.30498692,-115.4085713,3,4,6,120,5,30,120
ABCS0030831,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F30831    ,40,T,Compressor Stn <0.01,A2TG,Active,52.6778793,-115.3220825,52.68010302,-115.4047442,3,4,6,120,5,30,120
ABBT0088710,Brc Pembina 13-29-48-10w5/02        ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0314942 ,280,A,Single Well <0.01   ,A5D4,Active,53.1747665,-115.4345322,53.36548607,-115.4035129,3,4,6,120,5,30,120
ABBT0123022,Copol 100 Hz Pembina 12-3-047-10    ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0439309 ,140,A,Single Well 0.00    ,A5D4,Active,53.0281982,-115.3655014,53.13131144,-115.4005417,3,4,6,120,5,30,120
ABBT0088231,Br Pembina 15-35                    ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0163723 ,,A,,A5D4,Active,53.102272,-115.3536453,53.17457736,-115.3959046,3,4,6,120,5,30,120
ABGS0137433,11-28 Gs                            ,A5D4,Cenovus Energy Inc.                       ,621,Gas Gathering System                    ,F40515    ,40,T,Compressor Stn <0.01,A5D4,Active,52.9990005,-115.3962479,52.83770357,-115.394773,3,4,6,120,5,30,120
ABBT0139979,Coprc 102 Hz Brazr 16-36-44-12      ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0476644 ,140,A,Single Well 0.00    ,A5D4,Active,52.8158531,-115.6069489,52.85978566,-115.3884483,3,4,6,120,5,30,120
ABBT0115345,Bogota Line 02-08-045-09w5 Pad      ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,F31475    ,40,A,Compressor Stn <0.01,A5D4,Active,52.9326172,-115.261879,53.01846388,-115.3854936,3,4,6,120,5,30,120
ABGS0006283,Burlington Ocheise 6-25             ,A5D4,Cenovus Energy Inc.                       ,621,Gas Gathering System                    ,F9791     ,400,A,Gas Plant >=1t/d    ,A5D4,Active,52.9070244,-115.322403,52.87248229,-115.3852347,3,4,6,120,5,30,120
ABCS0041046,Conocophillips Canada Resources Corp,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F41046    ,40,T,Compressor Stn <0.01,A5D4,Active,52.8742676,-115.425148,52.76958507,-115.3828069,3,4,6,120,5,30,120
ABBT0055030,Sand Creek 06-25-45-10w5            ,A5D4,Cenovus Energy Inc.                       ,362,Gas Multiwell Effluent Measurement Battery,F9791     ,400,A,Gas Plant >=1t/d    ,A5D4,Active,52.9070244,-115.322403,52.83993572,-115.3763487,3,4,6,120,5,30,120
ABBT0143314,Copol 102 Pembina 8-32-46-9         ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0454132 ,140,A,Single Well 0.00    ,A5D4,Active,53.0092888,-115.2868347,53.04662682,-115.3676226,3,4,6,120,5,30,120
ABCS0031475,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F31475    ,40,T,Compressor Stn <0.01,A5D4,Active,52.9326172,-115.261879,52.95050147,-115.3641733,3,4,6,120,5,30,120
ABBT0064853,Crimson Gas Group 41-9              ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,,,A,,,Active,52.5395317,-115.2279739,52.40230224,-115.3636462,3,4,6,120,5,30,120
ABBT0058790,Pembina 15-35-47-10w5               ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0213676 ,,A,,A5D4,Active,53.1019249,-115.3521576,53.10806611,-115.3499359,3,4,6,120,5,30,120
ABCS0029442,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F29442    ,340,A,Compressor Stn <1t/d,A5D4,Active,53.1614113,-115.2784729,53.29645803,-115.3494617,3,4,6,120,5,30,120
ABCS0009970,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F9970     ,40,T,Compressor Stn <0.01,A5D4,Active,52.9617233,-115.2618866,52.80583011,-115.3380355,3,4,6,120,5,30,120
ABBT0116701,Copol Etal 100 Hz Pembina 8-25-46-10,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0430128 ,140,A,Single Well 0.00    ,A5D4,Active,52.9948959,-115.3344498,52.84825167,-115.3329523,3,4,6,120,5,30,120
ABBT0055844,Belfast Pembina 11-13               ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,,,A,,,Active,53.1433372,-115.3332596,53.09158695,-115.3302831,3,4,6,120,5,30,120
ABBT0058535,Pembina 14-23-48-10w5               ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0211212 ,,A,,A5D4,Active,53.1602859,-115.3579483,53.36992012,-115.3289006,3,4,6,120,5,30,120
ABBT0146695,Cobra Clearwater  15-28-043-09w5    ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,F50256    ,20,A,Gas Multi Bty <0.01 ,A5D4,Active,52.7397995,-115.2440033,52.76762837,-115.3242538,3,4,6,120,5,30,120
ABBT0090055,Brcl Pem 11-35                      ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0326681 ,360,A,Single Well <0.3    ,A5D4,Active,53.1877899,-115.3590469,53.19487779,-115.3212272,3,4,6,120,5,30,120
ABBT0125507,Pembina 12-13-50-10w5               ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0449690 ,140,A,Single Well 0.00    ,A5D4,Active,53.3194542,-115.3170319,53.32633812,-115.3178281,3,4,6,120,5,30,120
ABCS0006762,Conoco Canada Resources Limited     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F6762     ,40,T,Compressor Stn <0.01,0TM9,Active,52.2662582,-115.1353378,52.3204364,-115.3137594,3,4,6,120,5,30,120
ABBT0125527,Pembina 04-13-50-10w5               ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0436004 ,140,A,Single Well 0.00    ,A5D4,Active,53.3151131,-115.3165512,53.3023023,-115.3096537,3,4,6,120,5,30,120
ABBT0141219,Knightly Valiant 3-22               ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0219447 ,,A,,A2TG,New,52.6274109,-115.3696442,52.61298879,-115.3042609,3,4,6,120,5,30,120
ABBT0062008,Burlington Ferrier 13-16            ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,,,A,,,Active,52.448597,-115.2456665,52.49292031,-115.3013104,3,4,6,120,5,30,120
ABBT0125528,Pembina 2/5-13-50-10w5              ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0436004 ,140,A,Single Well 0.00    ,A5D4,Active,53.3151131,-115.3165512,53.21780735,-115.2995309,3,4,6,120,5,30,120
ABBT0060685,Acl Et Al Ferrier 1-35              ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,,,A,,,Active,52.3976822,-115.1917038,52.43076746,-115.2931676,3,4,6,120,5,30,120
ABBT0140109,Sand Creek 16-02-046-09w5           ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,F9970     ,40,A,Compressor Stn <0.01,A5D4,Active,52.9617233,-115.2618866,53.06109503,-115.2877971,3,4,6,120,5,30,120
ABGS0128055,Pembina Ggs 15-20                   ,A5D4,Cenovus Energy Inc.                       ,621,Gas Gathering System                    ,F29442    ,340,A,Compressor Stn <1t/d,A5D4,Active,53.1614113,-115.2784729,53.35040136,-115.2837489,3,4,6,120,5,30,120
ABGS0147436,Pembina 16-11-46-9w5                ,A5D4,Cenovus Energy Inc.                       ,621,Gas Gathering System                    ,F39945    ,321,A,Oil Multi Bty <1t/d ,A5D4,Active,52.957901,-115.189003,53.20996358,-115.2802509,3,4,6,120,5,30,120
ABGS0105413,Pembina Hp & Lp                     ,A5D4,Cenovus Energy Inc.                       ,621,Gas Gathering System                    ,F10434    ,10,T,Gas Plant <0.01     ,A5D4,Active,53.1031914,-115.3636703,52.97964994,-115.2778893,3,4,6,120,5,30,120
ABCS0029907,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F29907    ,40,T,Compressor Stn <0.01,A5D4,Active,52.9731674,-115.1041946,52.91700013,-115.2776097,3,4,6,120,5,30,120
ABBT0065327,Burlington Oceise 08-23             ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,F31121    ,311,A,Gas Multi Bty <1t/d ,A5D4,Active,52.9798012,-115.1893921,52.97240218,-115.2764845,3,4,6,120,5,30,120
ABCS0025979,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F25979    ,440,A,Compressor Stn >=1t/d,A5D4,Active,52.4485779,-115.2456055,52.53904236,-115.2761955,3,4,6,120,5,30,120
ABBT0097202,Sand Crk 6-11-47-10w5 Measured Gas  ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,F26994    ,40,A,Compressor Stn <0.01,A5D4,Active,53.0377769,-115.3566589,53.09908952,-115.275337,3,4,6,120,5,30,120
ABBT0117688,Sand Creek 1-17-46-9w5 Bty          ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,F9970     ,40,A,Compressor Stn <0.01,A5D4,Active,52.9617233,-115.2618866,52.90112727,-115.2741515,3,4,6,120,5,30,120
ABBT0145997,Cve Willgr 11-3-43-8w5              ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0268121 ,360,A,Single Well <0.3    ,A5D4,Active,52.6786003,-115.0800018,52.82836766,-115.2726263,3,4,6,120,5,30,120
ABBT0058625,Poco Pembina 11-31-45-8w5           ,A5D4,Cenovus Energy Inc.                       ,322,Crude Oil Multiwell Proration Battery   ,,,A,,,Active,52.9254417,-115.1529236,52.90411055,-115.2663821,3,4,6,120,5,30,120
ABBT0076812,Ferrier 13-17-043-10w5              ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,F9388     ,411,A,Gas Multi Bty >=1t/d,A5D4,Active,52.712265,-115.4221573,52.68278424,-115.265946,3,4,6,120,5,30,120
ABBT0060673,Pembina 9-30-44-8-5                 ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0216960 ,,A,,A5D4,Active,52.8313026,-115.1418457,53.12805649,-115.2633496,3,4,6,120,5,30,120
ABCS0031647,Conocophillips Canada Resources Corp,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F31647    ,40,T,Compressor Stn <0.01,A5D4,Active,52.7907143,-115.24366,53.01484559,-115.2567488,3,4,6,120,5,30,120
ABBT0114229,Copol 100 Hz Willgr 4-36-43-9       ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0421674 ,140,A,Single Well 0.00    ,A5D4,Active,52.7455978,-115.1609573,52.75576488,-115.2472413,3,4,6,120,5,30,120
ABBT0061269,Pembina 14-2-50-9w5                 ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,F27911    ,40,A,Compressor Stn <0.01,A5D4,Active,53.2997627,-115.2236404,53.28612623,-115.2452692,3,4,6,120,5,30,120
ABBT0114230,Copol 100 Hz Willgr 5-36-43-9       ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0423435 ,140,A,Single Well 0.00    ,A5D4,Active,52.7459526,-115.1609573,52.75167194,-115.2325902,3,4,6,120,5,30,120
ABBT0064396,Pembina 13-1-49-10w5                ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,F26519    ,320,A,Oil Single Bty <1t/d,A5D4,Active,53.2050934,-115.3383484,53.22627189,-115.2260765,3,4,6,120,5,30,120
ABGS0097870,100/10-32-044-09w5 Ctp Taqa Wells   ,A5D4,Cenovus Energy Inc.                       ,621,Gas Gathering System                    ,F31475    ,40,T,Compressor Stn <0.01,A5D4,Active,52.9326172,-115.261879,52.99460816,-115.2258498,3,4,6,120,5,30,120
ABCS0009557,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F9557     ,30,T,Oil Multi Bty <0.01 ,A5D4,Active,52.8315277,-115.141777,52.83570287,-115.2122021,3,4,6,120,5,30,120
ABGS0075309,Sand Creek 3/1-15-47-8w5            ,A5D4,Cenovus Energy Inc.                       ,621,Gas Gathering System                    ,F27260    ,440,A,Compressor Stn >=1t/d,A5D4,Active,53.04879,-115.0766068,53.18682967,-115.2117852,3,4,6,120,5,30,120
ABBT0120631,Tqn Et Al Hz 103 Pembina 16-7-46-9  ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0441134 ,140,A,Single Well 0.00    ,A5D4,Active,52.959671,-115.3110123,53.00190701,-115.2111676,3,4,6,120,5,30,120
ABGS0081586,Pembina 3-1-49-10w5 Compressor      ,A5D4,Cenovus Energy Inc.                       ,621,Gas Gathering System                    ,F31563    ,320,A,Oil Single Bty <1t/d,A5D4,Active,53.1923294,-115.330368,52.9574973,-115.2099891,3,4,6,120,5,30,120
ABGS0085328,Pembina  08-10-050-09w5 Gss         ,A5D4,Cenovus Energy Inc.                       ,621,Gas Gathering System                    ,F27911    ,40,T,Compressor Stn <0.01,A5D4,Active,53.2997627,-115.2236404,53.33881091,-115.2047369,3,4,6,120,5,30,120
ABBT0117795,Pembina 09-10-046-09 Sand Creek     ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0397058 ,360,A,Single Well <0.3    ,A5D4,Active,52.9512177,-115.2294922,52.98803796,-115.2038546,3,4,6,120,5,30,120
ABBT0083783,Willgreen 10-2-43-8                 ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0310657 ,280,A,Single Well <0.01   ,A5D4,New,52.6777077,-115.0516815,52.53218695,-115.2002746,3,4,6,120,5,30,120
ABBT0139995,Sand Creek 01-17-46-9 Ggs           ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,F9970     ,40,A,Compressor Stn <0.01,A5D4,New,52.9617233,-115.2618866,53.03967517,-115.1969813,3,4,6,120,5,30,120
ABGP0001970,Burlington Sand Creek               ,A5D4,Cenovus Energy Inc.                       ,402,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,F9791     ,400,A,Gas Plant >=1t/d    ,A5D4,Active,52.9070244,-115.322403,52.89639583,-115.1904822,3,4,6,120,5,30,120
ABCS0028967,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F28967    ,20,T,Gas Multi Bty <0.01 ,A5D4,Active,53.1811943,-115.1552734,53.26783349,-115.1897591,3,4,6,120,5,30,120
ABBT0143315,Copol 100 Hz Pembina 1-32-46-9      ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0421948 ,140,A,Single Well 0.00    ,A5D4,Active,53.0044861,-115.2857132,53.04521149,-115.189168,3,4,6,120,5,30,120
ABBT0079333,Chambers Creek 13-2-40-9w5          ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,F30076    ,440,A,Compressor Stn >=1t/d,A5D4,Active,52.4194641,-115.1976166,52.4218695,-115.182713,3,4,6,120,5,30,120
ABCS0030076,Conocophillips Canada Resources Corp,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F30076    ,440,A,Compressor Stn >=1t/d,A5D4,Active,52.4194641,-115.1976166,52.45458344,-115.1823385,3,4,6,120,5,30,120
ABIF0009454,Burlington Ocheise 6-25             ,A5D4,Cenovus Energy Inc.                       ,504,Acid Gas Disposal                       ,,,A,,,Active,52.9071388,-115.3222198,52.88085893,-115.1771864,3,4,6,120,5,30,120
ABBT0054954,Petrobank Alder Flats 11-33         ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,,,A,,,Active,52.925827,-115.1042404,52.97426623,-115.1745805,3,4,6,120,5,30,120
ABBT0089105,Sand Creek 06-09-046-08w500         ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,F27910    ,40,A,Compressor Stn <0.01,A5D4,Active,52.9512901,-115.1041718,53.02382468,-115.1707495,3,4,6,120,5,30,120
ABBT0117026,Cop Brc 100 Willgr 10-9-43-8 Swb    ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0399761 ,280,A,Single Well <0.01   ,A5D4,Active,52.6944122,-115.0960617,52.82773818,-115.1670406,3,4,6,120,5,30,120
ABBT0107649,Alderflats Wells To Sand Crk Cs 1-15,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,F27260    ,440,A,Compressor Stn >=1t/d,A5D4,Active,53.04879,-115.0766068,53.14995765,-115.1658932,3,4,6,120,5,30,120
ABBT0107715,Alderf 05-04-045-08w5 Comp          ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,F9777     ,10,A,Gas Plant <0.01     ,A5D4,Active,52.8678207,-115.0990753,52.74891869,-115.1615733,3,4,6,120,5,30,120
ABBT0146324,Pembina 16-11-46-9w5 Gas            ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0217086 ,,A,,A5D4,Active,52.957901,-115.189003,52.94346983,-115.1610195,3,4,6,120,5,30,120
ABGS0139996,Sand Creek 01-17-46-9 Ggs           ,A5D4,Cenovus Energy Inc.                       ,621,Gas Gathering System                    ,F9970     ,40,T,Compressor Stn <0.01,A5D4,Active,52.9617233,-115.2618866,52.98133602,-115.1594183,3,4,6,120,5,30,120
ABBT0130550,Tac Brazeau 09-36-045-10w5 (bh:9-32),A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0461866 ,140,A,Single Well 0.00    ,A5TT,Active,52.9241295,-115.3117905,52.78153603,-115.1591318,3,4,6,120,5,30,120
ABBT0085379,Ferrier 6-13-42-11w5                ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,F9144     ,40,A,Compressor Stn <0.01,A6FW,Active,52.6158676,-115.4547424,52.37932925,-115.1537558,3,4,6,120,5,30,120
ABBT0095280,Rider Alder 05-15-045-08w5          ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0361442 ,140,A,Single Well 0.00    ,A2TG,Active,52.8804588,-115.0829849,52.89409883,-115.1511744,3,4,6,120,5,30,120
ABCS0026745,Conoco Canada Resources Limited     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F26745    ,20,T,Gas Multi Bty <0.01 ,A5D4,Active,52.5233002,-115.1730042,52.44284062,-115.1497283,3,4,6,120,5,30,120
ABBT0147721,Pembina 11-31-045-08w5 Oil Multiwell,A5D4,Cenovus Energy Inc.                       ,321,Crude Oil Multiwell Group Battery       ,F9778     ,30,A,Oil Multi Bty <0.01 ,A5D4,Active,52.9253998,-115.1529999,52.96269969,-115.1479971,3,4,6,120,5,30,120
ABCS0030385,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F30385    ,40,T,Compressor Stn <0.01,A5D4,Active,53.2976227,-115.2214432,53.43544291,-115.147994,3,4,6,120,5,30,120
ABBT0106752,Alderflats 12-07-046-07w5 Cs Wells  ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,F31383    ,40,A,Compressor Stn <0.01,A5D4,Active,52.9550133,-115.0134277,52.87491775,-115.1450865,3,4,6,120,5,30,120
