facility_ID,subtype_code,lat,lon,equipment_groups
736,1,-101.753584,31.17044642,1
737,1,-104.0367365,32.12554538,1
738,1,-101.7285419,31.26828148,1
739,1,-101.5556415,31.7297529,1
740,1,-104.0736214,31.80422771,1
741,1,-102.1425787,31.95596057,1
742,1,-103.703222,32.04841604,1
743,1,-101.8541043,32.0942353,1
744,1,-103.1824818,32.22716786,1
745,1,-104.1389789,32.15803668,1
746,1,-102.2367873,31.6558197,1
747,1,-104.3457982,32.1309046,1
748,1,-103.395331,31.29639867,1
749,1,-104.0279635,31.75540119,1
750,1,-101.5808245,32.65193898,1
751,1,-104.3245851,32.50304312,1
752,1,-103.4331572,30.88422154,1
753,1,-103.8168512,32.6934217,1
754,1,-101.7359733,31.37048997,1
755,1,-101.4053451,32.87834707,1
756,1,-101.7683424,31.85466778,1
757,1,-103.3845802,33.51936693,1
758,1,-104.6267223,32.55161542,1
759,1,-102.0944722,31.56986105,1
760,1,-101.6337382,31.66009479,1
761,1,-103.4804902,31.46738838,1
762,1,-104.0309319,31.9999966,1
763,1,-103.4192315,33.66747749,1
764,1,-103.566533,33.55587079,1
765,1,-103.2733651,32.71168493,1
766,1,-103.3545718,33.03794153,1
767,1,-103.5829422,32.47996655,1
768,1,-104.0364664,32.0643471,1
769,1,-101.9067027,32.86833458,1
770,1,-103.8343976,32.32371602,1
771,1,-104.0403189,31.93010106,1
772,1,-102.9932644,31.45371358,1
773,1,-103.1552751,31.73957367,1
774,1,-101.7976156,32.37051597,1
775,1,-103.2127797,33.47633376,1
776,1,-103.6451685,33.07401149,1
777,1,-103.2009782,31.01541644,1
778,1,-101.5158521,31.23149772,1
779,1,-103.5770106,33.37196959,1
780,1,-103.3164612,31.63934819,1
781,1,-103.2399111,32.47758457,1
782,1,-103.4371235,31.38442381,1
783,1,-104.0159021,32.97563702,1
784,1,-101.2539173,31.32857932,1
785,1,-102.9285823,32.7134907,1
786,1,-104.4985009,32.71045712,1
787,1,-103.2662839,31.69859277,1
788,1,-103.4519906,33.21131619,1
789,1,-104.2635038,32.77470121,1
790,1,-104.3856815,32.17235502,1
791,1,-104.5583785,32.53243892,1
792,1,-101.6339597,31.79128303,1
793,1,-103.4114342,33.1604205,1
794,1,-104.0161715,32.37102968,1
795,1,-103.8677196,32.79534752,1
796,1,-103.6096409,31.62579636,1
797,1,-103.3380192,31.43633959,1
798,1,-103.4967367,31.74499391,1
799,1,-102.9461063,31.26228907,1
800,1,-103.23044,32.2957652,1
801,1,-103.3658061,32.01725468,1
802,1,-104.0319428,32.31925112,1
803,1,-103.2901418,31.51670636,1
804,1,-103.2651582,31.99680215,1
805,1,-103.0216206,31.13973827,1
806,1,-104.5420997,32.16504771,1
807,1,-103.1174636,32.75740442,1
808,1,-104.0837508,32.79578484,1
809,1,-103.5041839,32.35110592,1
810,1,-103.4586605,31.86439845,1
811,1,-101.6272681,31.57668807,1
812,1,-101.6063774,32.84175318,1
813,1,-103.8113533,32.6722429,1
814,1,-101.5352829,31.50939699,1
815,1,-103.557273,31.45914269,1
816,1,-103.2757798,33.46572026,1
817,1,-103.5944558,33.5655203,1
818,1,-104.1580615,32.39232159,1
819,1,-102.9523033,32.77525644,1
820,1,-101.6648243,32.54772362,1
821,1,-102.1317516,32.81170823,1
822,1,-102.0953777,32.20202739,1
823,1,-102.0862538,31.66178726,1
824,1,-103.2316157,31.91104576,1
825,1,-101.9504173,32.39766696,1
826,1,-101.3867069,31.51683529,1
827,1,-103.6175807,32.32921827,1
828,1,-104.2070215,32.55338775,1
829,1,-104.3394072,31.81277697,1
830,1,-103.4586735,33.01409896,1
831,1,-103.9682827,32.9457035,1
832,1,-103.1815814,31.16014135,1
833,1,-104.1641651,32.55267026,1
834,1,-103.3090991,32.5415723,1
835,1,-103.4884008,31.65711289,1
836,1,-103.2485672,33.12743208,1
837,1,-103.9448005,31.35372455,1
838,1,-101.8667997,31.52102415,1
839,1,-101.7348196,31.41730962,1
840,1,-103.3413834,32.17319371,1
841,1,-101.9403205,32.24446937,1
842,1,-101.8145222,31.95923286,1
843,1,-101.7681213,31.91095874,1
844,1,-102.9434505,31.30746129,1
845,1,-101.9189612,32.78366691,1
846,1,-103.1234082,31.52438538,1
847,1,-103.3233134,32.2384381,1
848,1,-104.4362682,32.4326121,1
849,1,-103.2216515,31.84258265,1
850,1,-103.4436539,31.84684699,1
851,1,-104.5675459,32.74764339,1
852,1,-101.0934544,31.3300784,1
853,1,-102.0455969,31.79335462,1
854,1,-101.9721736,31.73605061,1
855,1,-103.2359265,32.59998653,1
856,1,-101.1826707,31.22513991,1
857,1,-103.2206629,32.75339303,1
858,1,-101.4093025,33.01933384,1
859,1,-103.3544743,31.80612072,1
860,1,-104.1336353,32.99624436,1
861,1,-104.3177377,32.90614343,1
862,1,-104.6212576,32.73801182,1
863,1,-104.351545,32.7012065,1
864,1,-103.9011661,32.58246331,1
865,1,-103.6579762,31.04668156,1
866,1,-103.3909058,32.03090621,1
867,1,-104.4855214,32.43762875,1
868,1,-101.5579127,32.86190989,1
869,1,-104.039019,31.73786697,1
870,1,-103.507818,33.42631409,1
871,1,-103.6223118,32.45669201,1
872,1,-104.1415569,32.56621441,1
873,1,-103.0619787,31.02085326,1
874,1,-103.9695211,32.28714854,1
875,1,-103.4715931,32.59934159,1
876,1,-103.4327988,32.96146221,1
877,1,-102.0777894,32.36715556,1
878,1,-103.9120726,32.94556764,1
879,1,-104.5913709,32.66806622,1
880,1,-103.7791185,31.51386044,1
881,1,-101.9048666,32.18178877,1
882,1,-103.1724354,30.97327379,1
883,1,-101.9888084,32.88753024,1
884,1,-101.9881336,31.70818617,1
885,1,-101.0785282,31.25610592,1
886,1,-104.1029087,31.50904832,1
887,1,-101.752794,31.31326232,1
888,1,-102.0777587,31.95458492,1
889,1,-103.7171344,33.0241888,1
890,1,-103.5827001,33.21544024,1
891,1,-104.7181892,32.56513734,1
892,1,-102.0906801,31.49579737,1
893,1,-103.6385753,31.58889181,1
894,1,-103.2572729,33.35427423,1
895,1,-101.674694,31.43818829,1
896,1,-103.4874276,31.58276241,1
897,1,-102.0409084,31.60083111,1
898,1,-102.9730176,32.86708213,1
899,1,-102.059357,32.51002172,1
900,1,-103.727491,32.16413775,1
901,1,-101.836882,31.23340316,1
902,1,-103.6080661,32.07144695,1
903,1,-101.830009,32.75561964,1
904,1,-101.4372152,31.54094647,1
905,1,-103.3313576,32.19089244,1
906,1,-102.9920799,30.96855603,1
907,1,-103.6715811,31.01549294,1
908,1,-103.4557907,32.64271715,1
909,1,-103.6709978,32.46850665,1
910,1,-103.5946728,33.49477885,1
911,1,-104.0285419,31.61161258,1
912,1,-103.4779851,32.07879163,1
913,1,-103.8185827,32.35843381,1
914,1,-103.0434141,31.45632753,1
915,1,-103.5745465,33.32568307,1
916,1,-103.2893776,32.15972804,1
917,1,-103.2309852,33.32029959,1
918,1,-103.3887777,32.82908014,1
919,1,-104.601806,32.61335447,1
920,1,-104.2592433,32.3800866,1
921,1,-103.5724656,32.81442383,1
922,1,-103.4290851,32.49495834,1
923,1,-101.538343,31.09915046,1
924,1,-101.7098695,31.28681198,1
925,1,-102.1886319,31.76897789,1
926,1,-104.1072647,32.70161008,1
927,1,-103.3727347,31.49088026,1
928,1,-101.8523988,32.21268692,1
929,1,-101.9838874,32.75493655,1
930,1,-103.4868942,31.099212,1
931,1,-101.8512958,32.76330721,1
932,1,-103.546232,31.53201527,1
933,1,-103.8741193,31.51547087,1
934,1,-101.6671181,31.21288048,1
935,1,-102.0583094,32.8464419,1
936,1,-104.2662725,31.85869219,1
937,1,-102.0019137,32.04666168,1
938,1,-103.1969603,31.28641978,1
939,1,-103.2994643,31.41891114,1
940,1,-103.5127704,32.30937154,1
941,1,-101.7582364,32.50811909,1
942,1,-103.8465697,31.20998995,1
943,1,-103.9319986,32.06863891,1
944,1,-103.3581496,32.41677716,1
945,1,-101.7649656,32.43271053,1
946,1,-104.1054128,31.78149031,1
947,1,-103.3746879,31.28521796,1
948,1,-103.8970781,32.56143747,1
949,1,-102.2073466,32.53563957,1
950,1,-101.3197129,31.3331083,1
951,1,-103.778416,32.74212377,1
952,1,-101.2090081,31.19578813,1
953,1,-103.5252597,33.51261488,1
954,1,-101.8990451,32.08065461,1
955,1,-101.5248665,32.8217338,1
956,1,-104.6563641,32.54476156,1
957,1,-103.2902231,32.45310825,1
958,1,-103.9121146,32.44765823,1
959,1,-103.5240423,33.59947976,1
960,1,-101.7657125,32.580102,1
961,1,-103.084725,30.89256439,1
962,1,-103.411113,30.78279829,1
963,1,-103.7831748,32.9742324,1
964,1,-104.0896078,31.81910308,1
965,1,-103.4453485,33.36940604,1
966,1,-101.6198391,31.25199125,1
967,1,-102.0012976,32.39578186,1
968,1,-102.9505215,31.34456294,1
969,1,-104.283847,31.94255967,1
970,1,-101.5459017,31.43107417,1
971,1,-103.4196626,32.55033686,1
972,1,-101.6609812,31.61229195,1
973,1,-104.3520844,31.92022331,1
974,1,-103.9084288,32.48989311,1
975,1,-103.050188,31.5324954,1
976,1,-101.2275319,31.46546308,1
977,1,-101.9225199,32.28796415,1
978,1,-103.6555222,31.32810147,1
979,1,-104.3824294,32.44322625,1
980,1,-101.4050632,31.49489131,1
981,1,-101.5663778,32.82987656,1
982,1,-101.8816359,32.59878616,1
983,1,-103.8480249,32.14839887,1
984,1,-101.1807855,31.38715205,1
985,1,-101.2613385,31.51101345,1
986,1,-103.4974954,32.1281766,1
987,1,-103.5124014,32.17487066,1
988,1,-104.132057,31.75677351,1
989,1,-102.1244912,32.30362185,1
990,1,-104.070302,31.5101982,1
991,1,-103.5935735,32.25775387,1
992,1,-102.0526834,32.35183283,1
993,1,-101.7605251,32.75951543,1
994,1,-101.8354365,32.11126325,1
995,1,-104.1699617,31.71445011,1
996,1,-101.4000516,31.24578018,1
997,1,-103.2653012,31.81780108,1
998,1,-102.9056288,31.11891564,1
999,1,-102.0530362,31.96883534,1
