facility_ID,subtype_code,lat,lon,equipment_groups
117,1,-104.0709603,32.96030552,1
118,1,-101.8628319,31.6320599,1
119,1,-104.2903644,32.79859078,1
120,1,-101.5260244,31.6069313,1
121,1,-103.9402015,32.1718928,1
122,1,-101.6222814,31.34550687,1
123,1,-102.1654138,32.29856386,1
124,1,-101.7036674,32.51522505,1
125,1,-102.023285,31.84623525,1
126,1,-103.9182224,31.77530813,1
127,1,-103.2559478,32.63295595,1
128,1,-104.0683481,31.75101522,1
129,1,-103.7897855,31.81409029,1
130,1,-101.7444749,31.85457631,1
131,1,-103.8939475,31.79774758,1
132,1,-103.5730569,32.77151375,1
133,1,-103.3795788,30.97900439,1
134,1,-103.7661768,33.02813882,1
135,1,-103.5662623,32.27660142,1
136,1,-104.5370325,32.63379616,1
137,1,-101.5458666,31.34942309,1
138,1,-103.822589,32.624809,1
139,1,-103.8388145,32.43183315,1
140,1,-103.5106995,33.28961048,1
141,1,-103.4287191,31.70946577,1
142,1,-103.6215122,31.01249836,1
143,1,-101.5601413,31.25371016,1
144,1,-102.9571095,32.63966846,1
145,1,-103.6398833,33.25550568,1
146,1,-102.0882317,31.72593653,1
147,1,-104.063286,32.3449415,1
148,1,-104.3100853,32.57000716,1
149,1,-103.4578848,31.25455828,1
150,1,-104.6832262,32.29258791,1
151,1,-102.3039801,32.36651886,1
152,1,-104.3704319,32.88572181,1
153,1,-103.2374759,32.00495214,1
154,1,-103.523173,32.54090918,1
155,1,-101.8670875,32.88357485,1
156,1,-103.3787888,32.12808261,1
157,1,-103.7906861,31.46564937,1
158,1,-103.4672944,32.13314423,1
159,1,-101.5681155,31.69737211,1
160,1,-103.3591228,32.83655517,1
161,1,-103.1774857,32.61437292,1
162,1,-104.2455247,32.12066401,1
163,1,-101.2623482,31.18445208,1
164,1,-102.9178971,32.76743233,1
165,1,-104.3340928,32.30784458,1
166,1,-103.931983,31.59441757,1
167,1,-101.7829867,31.37990417,1
168,1,-102.1565531,31.50299524,1
169,1,-103.6349914,32.26852882,1
170,1,-101.7392769,31.89920656,1
171,1,-101.5003071,33.01885527,1
172,1,-103.5994274,31.71981756,1
173,1,-104.6793347,32.50233185,1
174,1,-104.0058238,32.43750299,1
175,1,-102.0143083,31.53295137,1
176,1,-103.5412696,32.04718274,1
177,1,-103.3758007,30.88790438,1
178,1,-102.0836344,31.87499984,1
179,1,-103.326136,33.05926138,1
180,1,-101.9977306,32.06899719,1
181,1,-103.6623767,32.44312903,1
182,1,-102.1275663,31.98413803,1
183,1,-101.6838908,32.63190572,1
184,1,-101.519951,31.7395027,1
185,1,-103.0482201,31.23952215,1
186,1,-101.9507101,31.33790565,1
187,1,-103.0869217,33.02010993,1
188,1,-104.1373538,32.60133314,1
189,1,-103.9880383,31.97783885,1
190,1,-103.8734299,32.76833161,1
191,1,-101.4284386,31.33769208,1
192,1,-103.3431642,32.0571229,1
193,1,-103.9510899,32.9937973,1
194,1,-101.8269323,31.4301079,1
195,1,-104.268882,32.89964209,1
196,1,-103.0018471,31.50948404,1
197,1,-101.3110575,31.57333596,1
198,1,-103.5714174,31.31320287,1
199,1,-103.7117417,32.58774151,1
200,1,-101.2714019,31.53359701,1
201,1,-104.5037899,32.24220653,1
202,1,-101.4859767,31.52514275,1
203,1,-103.2240176,32.31982471,1
204,1,-101.6171397,32.53959893,1
205,1,-101.3352686,31.13346753,1
206,1,-103.2476338,30.8640923,1
207,1,-103.7306906,31.13328517,1
208,1,-102.0693455,32.61607905,1
209,1,-101.3729611,31.33023863,1
210,1,-103.8154916,32.88017097,1
211,1,-103.6094278,31.92569434,1
212,1,-103.0822837,31.21264581,1
213,1,-102.2613469,32.34376596,1
214,1,-101.1360668,31.14773416,1
215,1,-101.598,32.72424353,1
216,1,-102.9179441,31.06793363,1
217,1,-101.1387974,31.24610455,1
218,1,-103.5978233,31.44770766,1
219,1,-103.863599,31.30424076,1
220,1,-103.1247889,31.18319441,1
221,1,-103.997988,32.53129953,1
222,1,-101.9841633,31.6044758,1
223,1,-104.2503347,32.87395962,1
224,1,-103.374553,31.15045396,1
225,1,-101.3446872,31.22372787,1
226,1,-103.4883479,31.62104325,1
227,1,-103.6240566,31.11545715,1
228,1,-101.6439047,31.62522721,1
229,1,-103.2143813,32.25841365,1
230,1,-103.388148,31.70554143,1
231,1,-104.0953487,31.88929047,1
232,1,-103.1874385,33.10991946,1
233,1,-103.8042904,31.41073618,1
234,1,-103.5070868,31.7949948,1
235,1,-103.6828885,32.74268441,1
236,1,-102.1355125,31.6825376,1
237,1,-103.7445175,32.85560006,1
238,1,-101.9128848,31.5272139,1
239,1,-103.2495712,31.10351435,1
240,1,-101.2970647,31.26873448,1
241,1,-104.6611429,32.51915356,1
242,1,-101.4806598,31.7165118,1
243,1,-103.5784148,31.54729447,1
244,1,-103.9745681,31.50602648,1
245,1,-101.6708536,32.61262622,1
246,1,-103.2279698,33.54771975,1
247,1,-103.2294903,33.21603027,1
248,1,-101.9085699,31.96489066,1
249,1,-101.7661257,32.80280631,1
250,1,-104.1125104,31.55764684,1
251,1,-102.0475493,31.42293663,1
252,1,-103.7510081,32.09468112,1
253,1,-104.2392372,32.77808265,1
254,1,-103.152882,31.80156734,1
255,1,-103.8437182,32.87220788,1
256,1,-102.0742424,32.25725183,1
257,1,-101.1167886,31.17153451,1
258,1,-101.7379269,32.56897582,1
259,1,-102.0418805,32.38000353,1
260,1,-103.186969,31.83598164,1
261,1,-104.276914,31.68025228,1
262,1,-104.1600804,32.6764678,1
263,1,-103.3624299,33.45328223,1
264,1,-102.2205971,32.36489396,1
265,1,-103.0675687,32.57620557,1
266,1,-101.5811282,32.90361623,1
267,1,-104.4494322,32.04677511,1
268,1,-103.2374491,32.20072832,1
269,1,-104.5751963,32.71123656,1
270,1,-103.0694486,32.2208575,1
271,1,-103.1288034,32.64792775,1
272,1,-103.0190785,31.48627636,1
273,1,-103.762244,31.26655329,1
274,1,-102.9598489,32.74764378,1
275,1,-104.5116769,32.75680183,1
276,1,-104.4137943,31.93202342,1
277,1,-104.5034352,32.55261456,1
278,1,-101.760602,32.83580075,1
279,1,-104.015472,31.46828033,1
280,1,-103.5373031,33.13497837,1
281,1,-103.4203253,30.91517153,1
282,1,-104.7051131,32.65874886,1
283,1,-103.064642,30.99768076,1
284,1,-101.813885,32.83591258,1
285,1,-104.1881638,32.66092075,1
286,1,-101.2695749,31.43030031,1
287,1,-103.4577039,33.60007776,1
288,1,-103.9092507,31.71087528,1
289,1,-104.3904163,32.30937221,1
290,1,-101.3622848,31.58842059,1
291,1,-103.463414,31.99655939,1
292,1,-101.5781664,31.58192306,1
293,1,-102.0123398,32.83408126,1
294,1,-102.1665571,31.64354094,1
295,1,-103.6752952,31.22206027,1
296,1,-103.4081949,31.79298585,1
297,1,-104.1220188,31.66037531,1
298,1,-104.1606663,32.09000162,1
299,1,-102.0839438,32.52474607,1
300,1,-101.7357896,31.22731345,1
301,1,-103.6027494,33.54686704,1
302,1,-103.8820432,31.95731549,1
303,1,-103.8750646,32.9114785,1
304,1,-101.9579522,31.59490224,1
305,1,-101.7254527,32.22294012,1
306,1,-104.1900189,31.68987712,1
307,1,-103.5710373,32.29841487,1
308,1,-103.2470995,33.5561241,1
309,1,-103.2581464,32.65723558,1
310,1,-102.0857459,32.33833056,1
311,1,-103.789094,33.07407985,1
312,1,-102.9899194,32.30621988,1
313,1,-101.4423324,31.69605272,1
314,1,-104.3999964,32.86896608,1
315,1,-101.9132403,31.28415905,1
316,1,-104.6237561,32.67943169,1
317,1,-104.4542884,32.64152608,1
318,1,-101.1641913,31.42301203,1
319,1,-103.9250298,32.41877096,1
320,1,-101.4629813,31.07997577,1
321,1,-103.3885767,31.8941865,1
322,1,-104.0689977,32.22066084,1
323,1,-103.521201,31.42526044,1
324,1,-104.1132555,32.77854027,1
325,1,-104.0561693,32.54641583,1
326,1,-103.7793017,31.74109913,1
327,1,-102.0458255,31.85162517,1
328,1,-103.4003596,31.77237451,1
329,1,-103.8920123,32.83246622,1
330,1,-103.7999839,31.9198992,1
331,1,-103.4850591,32.37344885,1
332,1,-103.0933953,31.48994419,1
333,1,-103.7548244,32.65942216,1
334,1,-103.2600857,32.17770985,1
335,1,-104.0009708,33.04768698,1
336,1,-103.5938499,31.79766931,1
337,1,-103.1065214,31.09500947,1
338,1,-104.1338105,32.70112889,1
339,1,-103.2900278,31.66393146,1
340,1,-101.9330424,32.86439152,1
341,1,-101.8995386,32.63803416,1
342,1,-104.5091975,32.61827869,1
343,1,-101.8501555,31.20877517,1
344,1,-103.8924457,31.24627253,1
345,1,-104.604326,32.56407765,1
346,1,-104.1446905,32.63072015,1
347,1,-103.4256429,32.41265814,1
348,1,-103.8451477,32.29899044,1
349,1,-103.6777231,31.59271708,1
350,1,-104.2964934,32.16928538,1
351,1,-101.8857282,32.23095554,1
352,1,-102.1650438,32.76179183,1
353,1,-103.6278704,31.60743505,1
354,1,-101.7993645,32.87177175,1
355,1,-101.7813926,32.56353912,1
356,1,-103.7440427,31.53668443,1
357,1,-103.9479274,32.88000437,1
358,1,-103.2271824,31.55000752,1
359,1,-103.6883059,32.02457343,1
360,1,-103.7727729,32.15405775,1
361,1,-101.2932942,31.54905154,1
362,1,-101.842519,31.45152524,1
363,1,-101.9391363,32.95731859,1
364,1,-103.7723071,32.87474309,1
365,1,-104.6888911,32.40074327,1
366,1,-103.4686859,33.36586943,1
367,1,-101.0881762,31.37923058,1
368,1,-103.1586209,33.1188183,1
369,1,-103.4433644,33.63442871,1
370,1,-103.6124002,33.46849947,1
371,1,-103.6678027,31.11524578,1
372,1,-103.4417735,32.19765814,1
373,1,-104.2076548,31.99790927,1
374,1,-103.7893734,31.65717333,1
375,1,-103.1352864,31.02677717,1
376,1,-101.8115338,31.67769794,1
377,1,-102.0790479,31.78155113,1
378,1,-103.2511132,31.3141544,1
379,1,-104.5132318,32.44596172,1
380,1,-101.3415273,31.18920666,1
381,1,-102.2811913,32.27804435,1
382,1,-103.6891017,31.38114092,1
383,1,-101.7613853,31.34243302,1
384,1,-103.5786629,31.76862308,1
385,1,-104.3279558,32.14493311,1
386,1,-103.4343118,33.5719476,1
387,1,-101.9523941,31.56650202,1
388,1,-101.1390345,31.27784422,1
389,1,-103.4178351,31.47322898,1
390,1,-104.2500117,31.89196632,1
391,1,-101.7302204,31.1908611,1
392,1,-101.2329292,31.35527988,1
393,1,-101.4900541,31.25952266,1
394,1,-103.3166208,31.50335844,1
395,1,-103.960747,31.54873655,1
396,1,-103.0239112,31.40749303,1
397,1,-104.2824544,32.69498667,1
398,1,-104.0057853,31.7970293,1
399,1,-104.2124005,32.2552985,1
400,1,-104.6352919,32.30461278,1
401,1,-101.265339,31.12035988,1
402,1,-101.6901424,31.55926466,1
403,1,-103.3530912,33.35255013,1
404,1,-103.7779634,32.43599616,1
405,1,-103.3256529,31.89415252,1
406,1,-101.4060096,32.95751191,1
407,1,-102.9963153,32.46456142,1
408,1,-103.4916968,33.34875577,1
409,1,-102.0011193,31.54826309,1
410,1,-103.8575581,33.10388472,1
411,1,-102.0055506,32.45546008,1
412,1,-102.0321217,32.23004232,1
413,1,-103.0614142,32.68743225,1
414,1,-103.2960408,31.82207305,1
415,1,-103.2012939,30.98539518,1
416,1,-104.0793265,32.1499805,1
417,1,-103.4939859,32.01596901,1
418,1,-103.1189373,31.36097732,1
419,1,-103.4067528,32.80855145,1
420,1,-101.5259014,31.29857044,1
421,1,-101.7294606,32.09750986,1
422,1,-102.0010747,32.78795376,1
423,1,-102.9897551,32.44424092,1
424,1,-104.4870916,32.03569378,1
425,1,-103.2037979,31.92160334,1
426,1,-104.0696053,33.02008997,1
427,1,-103.8244014,32.24426034,1
428,1,-104.2977381,32.05433959,1
429,1,-103.357909,32.13127198,1
430,1,-104.2777495,31.77697148,1
431,1,-101.9378191,32.49882755,1
432,1,-104.4063709,32.81855173,1
433,1,-101.8159126,32.29744796,1
434,1,-101.7668782,32.73880543,1
435,1,-103.281779,32.68826243,1
436,1,-103.3515214,31.39505535,1
437,1,-103.1652099,32.3984837,1
438,1,-101.7747384,32.85378797,1
439,1,-101.3073934,31.49847356,1
440,1,-103.5381854,33.26481171,1
441,1,-101.6413103,31.42915256,1
442,1,-103.9687356,31.42713859,1
443,1,-101.2041464,31.4386194,1
444,1,-101.8442458,31.91002144,1
445,1,-103.8895767,33.06204282,1
446,1,-101.3305897,31.41973557,1
447,1,-102.9772402,32.54582555,1
448,1,-103.8327406,31.90967446,1
449,1,-103.6208677,33.26904274,1
450,1,-103.5482777,31.21892672,1
451,1,-103.5717564,33.61107273,1
452,1,-103.4096746,30.86855964,1
453,1,-104.4823769,31.97475291,1
454,1,-103.1310689,31.64921984,1
455,1,-101.4569687,33.01662429,1
456,1,-103.2086348,32.49299204,1
457,1,-103.7460681,31.28295882,1
458,1,-103.8220432,31.54347921,1
459,1,-101.4856418,31.15003848,1
460,1,-103.1339126,31.58556901,1
461,1,-103.8466618,31.71966245,1
462,1,-103.611628,31.53579672,1
463,1,-103.1545733,32.26043624,1
464,1,-102.0140896,32.26086724,1
465,1,-101.8287468,31.27209221,1
466,1,-101.2831825,31.46214148,1
467,1,-102.1144513,31.56005385,1
468,1,-101.8067585,32.04315575,1
469,1,-101.5677236,31.34361064,1
470,1,-103.3234459,31.71089928,1
471,1,-103.4488701,31.64923816,1
472,1,-103.5080262,32.57958061,1
473,1,-103.400269,31.98716868,1
474,1,-104.5172883,32.2225392,1
475,1,-103.4463433,32.71777571,1
476,1,-101.7115044,31.78434833,1
477,1,-103.826702,32.59007844,1
478,1,-103.4317858,32.27761219,1
479,1,-103.5110173,33.69881365,1
480,1,-101.7416451,32.14098828,1
481,1,-104.1133784,32.10086033,1
482,1,-103.4284414,31.88741456,1
483,1,-102.9919934,31.41658655,1
484,1,-103.3069883,32.30486957,1
485,1,-104.1746828,32.59714158,1
486,1,-101.6634799,31.32153125,1
487,1,-101.2523975,31.54212371,1
488,1,-103.7798499,32.92670885,1
489,1,-103.4334878,30.95055098,1
490,1,-101.1445233,31.42947835,1
491,1,-103.0240564,31.1152104,1
492,1,-103.5700291,31.8958479,1
493,1,-103.3042589,33.00394679,1
494,1,-103.2544693,31.91848205,1
495,1,-103.5713541,32.10522585,1
496,1,-103.8691164,32.26836974,1
497,1,-101.7108773,31.50395816,1
498,1,-101.377779,33.00784659,1
499,1,-101.2248687,31.49915587,1
500,1,-101.9723885,31.66285475,1
501,1,-103.050015,32.34204603,1
502,1,-103.5400995,31.55345514,1
503,1,-102.9221233,32.45830522,1
504,1,-103.5508278,33.38341605,1
505,1,-103.2238876,33.07202119,1
506,1,-103.2789229,31.76990943,1
507,1,-101.9508544,32.00795017,1
508,1,-101.9939795,31.33182818,1
509,1,-101.6783742,31.76835085,1
510,1,-103.436329,33.65350359,1
511,1,-103.4618445,32.15410726,1
512,1,-101.4046238,31.45980794,1
513,1,-103.7103536,31.93040115,1
514,1,-101.8768683,32.62121277,1
515,1,-103.3284848,32.86500837,1
516,1,-102.0264825,32.42599009,1
517,1,-103.9601141,32.11298658,1
518,1,-103.4919307,32.50211684,1
519,1,-103.2058713,31.87314121,1
520,1,-103.297576,32.11471058,1
521,1,-104.3687119,31.95673488,1
522,1,-101.7141111,31.16070879,1
523,1,-103.142989,31.83765615,1
524,1,-104.5336884,32.12290143,1
525,1,-103.4436877,33.06069904,1
526,1,-103.2359838,32.94786347,1
527,1,-101.4376136,31.30861299,1
528,1,-103.6135774,31.48287056,1
529,1,-101.1546176,31.34018977,1
530,1,-103.5639146,31.57203169,1
531,1,-102.094547,32.00392403,1
532,1,-104.5448263,32.5057464,1
533,1,-103.4587696,33.44581427,1
534,1,-103.7573386,32.19071527,1
535,1,-104.4508987,32.27893698,1
536,1,-104.3896458,32.58110524,1
537,1,-101.8223851,32.55274934,1
538,1,-103.7796752,32.46672672,1
539,1,-102.0566236,31.5705235,1
540,1,-101.3575528,31.30574586,1
541,1,-103.1273888,31.60507081,1
542,1,-103.3339231,32.39402544,1
543,1,-103.546208,30.96058068,1
544,1,-104.4200887,32.31163089,1
545,1,-103.3010263,33.29823643,1
546,1,-103.2194124,30.93583957,1
547,1,-101.8025198,31.60398368,1
548,1,-102.9301931,31.13499629,1
549,1,-101.5041507,31.36198705,1
550,1,-102.1633013,31.80975904,1
551,1,-103.0153399,32.92527255,1
552,1,-104.2055883,32.80806539,1
553,1,-104.281716,32.0125154,1
554,1,-104.3649203,32.57124559,1
555,1,-103.1871678,32.20365236,1
556,1,-103.4929856,33.5534325,1
557,1,-102.0066086,32.50984984,1
558,1,-104.6659168,32.58690932,1
559,1,-101.8574146,32.02792951,1
560,1,-104.0005994,32.11248854,1
561,1,-104.0642213,31.39379756,1
562,1,-103.5847274,31.39525398,1
563,1,-101.7522215,32.86521958,1
564,1,-102.1567489,32.4791548,1
565,1,-101.9096322,32.32050064,1
566,1,-101.6000403,33.00157634,1
567,1,-102.1096084,32.44047407,1
568,1,-104.4892104,32.10451884,1
569,1,-103.5794611,32.56852709,1
570,1,-101.4098539,31.59497535,1
571,1,-103.4854504,32.96478817,1
572,1,-103.736707,32.24429707,1
573,1,-103.6289907,32.65407589,1
574,1,-103.060004,32.91419457,1
575,1,-103.9937378,31.36767969,1
576,1,-104.1532325,32.9719491,1
577,1,-103.6963008,31.40975698,1
578,1,-103.8104649,32.73673986,1
579,1,-103.6052806,31.15769914,1
580,1,-101.586131,32.83715702,1
581,1,-103.9497859,31.73526032,1
582,1,-103.6525113,31.14549238,1
583,1,-103.2506808,31.7646278,1
584,1,-103.2776047,31.60821179,1
585,1,-103.5755443,33.67662484,1
586,1,-102.1453011,32.35551905,1
587,1,-104.0445426,32.19098839,1
588,1,-103.4424469,32.22604468,1
589,1,-104.5292398,32.18504044,1
590,1,-101.2949599,32.93805092,1
591,1,-104.0375316,32.47327207,1
592,1,-103.2463169,31.49507374,1
593,1,-102.1812884,31.5446768,1
594,1,-103.0192382,30.97291615,1
595,1,-103.5414727,31.01766038,1
596,1,-101.9761822,32.38518259,1
597,1,-101.7122409,32.15245341,1
598,1,-103.6980944,32.77002199,1
599,1,-104.1772462,32.00065556,1
600,1,-103.3848126,32.30593035,1
601,1,-103.2003539,31.47579566,1
602,1,-103.5233526,33.36959435,1
603,1,-104.1798024,32.35007017,1
604,1,-104.190748,32.63040862,1
605,1,-104.6119227,32.42866237,1
606,1,-103.9226319,31.61874214,1
607,1,-104.3256363,32.68516823,1
608,1,-102.0554647,32.20485918,1
609,1,-104.1532894,31.70168603,1
610,1,-103.9691693,31.65529877,1
611,1,-103.1983199,32.6277922,1
612,1,-101.3432845,31.64806356,1
613,1,-103.3581536,32.09367942,1
614,1,-103.0943062,30.94286957,1
615,1,-104.3524081,32.16096725,1
616,1,-103.4727321,31.91782834,1
617,1,-103.4380089,33.09826264,1
618,1,-103.1667901,32.89943841,1
619,1,-101.4839642,31.32145269,1
620,1,-103.5034902,32.44160883,1
621,1,-104.8034324,32.4459141,1
622,1,-101.3022866,31.2090775,1
623,1,-103.8343889,31.47681522,1
624,1,-101.72848,31.4559633,1
625,1,-103.2847941,32.87232044,1
626,1,-103.659187,31.9645829,1
627,1,-103.1880768,32.52437171,1
628,1,-103.5294217,31.72162102,1
629,1,-103.3325437,32.13925937,1
630,1,-101.5395422,32.94121819,1
631,1,-103.9317203,31.99355357,1
632,1,-103.1448122,32.52959654,1
633,1,-104.3251457,31.77852057,1
634,1,-104.1559223,32.4278653,1
635,1,-104.4864893,32.34209646,1
636,1,-101.4351532,31.46815216,1
637,1,-103.6747817,32.07597397,1
638,1,-103.7978389,31.97259697,1
639,1,-103.5371633,32.58469066,1
640,1,-103.3211225,30.7908908,1
641,1,-103.0442629,31.37339638,1
642,1,-103.0666413,32.49647184,1
643,1,-103.5717897,33.64353292,1
644,1,-104.2694553,32.35346886,1
645,1,-104.1432215,32.48927887,1
646,1,-101.1589616,31.28862136,1
647,1,-102.0038926,31.30742905,1
648,1,-104.3299289,32.73950634,1
649,1,-102.0507088,32.45195235,1
650,1,-103.2647132,32.96698344,1
651,1,-101.5870158,32.96849009,1
652,1,-104.6604312,32.27130957,1
653,1,-103.8074498,32.4784468,1
654,1,-104.0331884,31.40159935,1
655,1,-101.4616516,33.05091514,1
656,1,-104.6980893,32.45834705,1
657,1,-103.1263064,32.16303687,1
658,1,-101.8483361,31.42544735,1
659,1,-103.2963747,30.94637848,1
660,1,-101.6507568,31.57147854,1
661,1,-103.2920799,32.90221457,1
662,1,-103.5488184,31.25098363,1
663,1,-103.5757715,31.45118236,1
664,1,-101.0550384,31.29009255,1
665,1,-103.8458584,31.75322817,1
666,1,-103.623977,31.69788506,1
667,1,-103.7996237,33.10434747,1
668,1,-104.1401607,31.67338255,1
669,1,-103.5676702,32.86520612,1
670,1,-103.4314663,32.12928206,1
671,1,-103.7981181,32.20087867,1
672,1,-103.6458219,32.54359977,1
673,1,-101.9437805,31.88504142,1
674,1,-103.2956472,31.31128135,1
675,1,-103.4722667,32.19066168,1
676,1,-103.4476518,33.25890423,1
677,1,-103.1383809,31.15217675,1
678,1,-103.0184873,32.28649049,1
679,1,-103.3279587,31.2059391,1
680,1,-103.0986476,32.89636908,1
681,1,-103.6748306,31.76264477,1
682,1,-104.2610308,32.47793126,1
683,1,-103.9808087,33.04675561,1
684,1,-101.7501215,32.89225149,1
685,1,-101.1910376,31.30762796,1
686,1,-103.8292984,31.15958779,1
687,1,-102.1176235,32.23810943,1
688,1,-103.4825605,33.63228753,1
689,1,-103.1115357,30.89806932,1
690,1,-103.728407,31.87201014,1
691,1,-101.2175705,31.40609801,1
692,1,-103.3141654,32.64386504,1
693,1,-102.2310231,32.26788353,1
694,1,-101.8943999,31.75742742,1
695,1,-103.9953433,32.57938361,1
696,1,-103.5094639,33.05143822,1
697,1,-103.3424317,33.14122736,1
698,1,-101.5406115,31.48890106,1
699,1,-103.6708503,31.50278162,1
700,1,-104.5862741,32.2809567,1
701,1,-104.158091,32.87203973,1
702,1,-101.5966155,31.3977473,1
703,1,-101.7626048,31.47315069,1
704,1,-103.5870865,32.34159663,1
705,1,-103.8668764,32.01706782,1
706,1,-101.779992,32.03947887,1
707,1,-103.185121,31.39554539,1
708,1,-103.5098401,32.90253082,1
709,1,-101.8031942,31.84524297,1
710,1,-104.2198167,31.71287704,1
711,1,-103.5806822,31.96475458,1
712,1,-103.1907557,31.64411661,1
713,1,-103.0849609,31.25916906,1
714,1,-103.9718776,32.63727566,1
715,1,-101.2048698,31.51442039,1
716,1,-102.0186627,31.74079293,1
717,1,-101.4052744,31.52768251,1
718,1,-101.7506464,32.11266584,1
719,1,-103.4392942,33.39811742,1
720,1,-102.2291087,32.32664741,1
721,1,-103.8094532,32.31154419,1
722,1,-103.4278884,33.19804459,1
723,1,-103.6066573,33.3934051,1
724,1,-103.284696,32.25428061,1
725,1,-102.049081,32.76851527,1
726,1,-103.4803962,31.23465198,1
727,1,-103.588636,33.43327214,1
728,1,-103.3425643,32.60265053,1
729,1,-103.3583864,31.04412337,1
730,1,-103.8529386,31.371889,1
731,1,-102.2373359,31.70665413,1
732,1,-103.931187,32.19507149,1
733,1,-102.0405269,31.66908887,1
734,1,-104.4010576,32.54655629,1
735,1,-101.1795585,31.33496227,1
