gpersec
0.119870333
0.51373
0.017661333
0.018616
0.036356889
0.006205333
0.062033444
0.034387889
0.040533556
0.027029
0.047892444
0.012848222
0.042820778
0.076930222
0.009685889
0.051711111
0.111417556
0.006901444
0.023628
0.027009111
0.009526778
0.047256
0.106763556
0.023429111
0.033473
0.041607556
0.116190889
0.039757889
0.006881556
0.024065556
0.010561
0.015851444
0.139142667
0.049026111
1.340192889
0.068636556
0.045764333
0.035959111
0.017422667
0.009606333
0.067204556
0.015314444
0.012251556
0.012251556
0.003202111
0.006424111
0.077029667
0.003202111
0.006841778
0.054276778
0.003182222
0.028600222
0.048051556
0.034308333
0.065195778
0.182102667
0.006782111
0.009725667
0.012907889
0.081027333
0.113426333
0.064817889
0.010083667
0.162034778
0.243062111
0.006623
0.067741556
0.026889778
0.034487333
0.003241889
0.005847333
0.003202111
0.006284889
0.153482556
0.020764
0.006702556
0.005051778
0.003162333
0.006961111
0.006304778
0.006304778
0.105192333
0.002903778
0.006424111
0.003222
0.002864
0.085820556
0.028600222
0.013981889
0.434572222
0.008611889
0.149882667
0.359730333
0.089937556
0.044968778
0.016985111
0.016627111
0.017402778
0.027844444
0.013922222
0.073111556
0.020883333
0.027844444
0.044471556
0.220647333
0.077328
0
0.132281
0.012589667
0.088764111
0.073111556
0.006066111
0.004793222
0.044093667
0.009646111
0.015374111
0.077208667
0.012450444
0.044590889
0.029932778
0.104018889
0.231844778
0.076273889
0.721887111
0.015533222
0.003102667
0.027466556
0.012211778
0.018317667
0.039678333
0.32578
0.021818111
0.103143778
0.009009667
0.13783
0.061257778
0.065016778
0.027864333
0.108354667
0.030648778
1.478818444
0.006304778
0.003162333
0.003162333
0.107201111
0.015612778
0.201235778
0.012748778
0.009248333
0.003082778
0.006165556
0.127269
0.052208333
0.012609556
0.029336111
0.009785333
0.105351444
0.136656556
0.036794444
0.006165556
0.018456889
0.002983333
0.018735333
0.002983333
0.002983333
0.005907
0.005907
0.003182222
0.142921556
0.003162333
0.006642889
0.015513333
0.009327889
0.009327889
0.177070778
0.510965444
0.076452889
0.002963444
0.014817222
0.014817222
0.005926889
0.006802
0.037749111
0.114758889
0.123529889
0.003241889
0.009705778
0.006483778
0.048568667
0.006483778
0.016189556
0.025895333
0.097137333
0.009705778
0.003122556
0.009347778
0.012609556
0.009626222
0.034387889
0.034208889
0.009467111
0.006225222
0.012470333
0.006225222
0.003241889
0.009606333
0.028441111
0.033831
0.006424111
0.017184
0.006046222
0.003043
0.015374111
0.003082778
0.003043
0.012092444
0.094750667
0.051571889
0.003003222
0.032120556
0.564585889
0.009208556
0.003062889
0.006145667
0.003102667
0.003122556
0.676639889
0.024940667
0.033850889
0.003043
0.006066111
0.015095667
0.071301667
0.012490222
0.009367667
0.374189556
0.035223222
0.027924
0.058831333
0.005628556
10.053356
0.012569778
0.006284889
0.006284889
0.009308
0.016010556
0.003122556
0.003122556
0.003122556
0.009347778
0.009308
0.012390778
0.042104778
0.061377111
0.003043
0.003420889
0.003420889
0.017084556
0.136716222
0.006841778
0.017084556
0.010262667
0.003420889
0.017084556
0.010262667
0.049225
0.013027222
0
0.002963444
0.003082778
0.002963444
0.005926889
0.061436778
0.072872889
0.016587333
0.013246
0.033115
0.013246
0.009944444
0.092960667
